#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
136-8	12388-12392	loše	A	ADJ	_	_	loš	_	_	_	*	_	_	_	_	_	_
136-9	12392-12393	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Godine 1977. Španija ima svoje prve demokratske izbore, posle 41 godine pod Frankovim režimom.
137-1	12393-12399	Godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
137-2	12400-12405	1977.	A	ADJ	_	_	1977.	_	_	_	_	_	_	_	_	_	_
137-3	12406-12413	Španija	N	PROPN	http://www.wikidata.org/entity/Q29	LOC	Španija	_	_	_	_	_	_	_	_	_	_
137-4	12414-12417	ima	V	VERB	_	_	imati	_	_	_	*	_	_	_	_	_	_
137-5	12418-12423	svoje	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	_	_
137-6	12424-12428	prve	A	ADJ	_	_	prvi	_	_	_	*	_	_	_	_	_	_
137-7	12429-12440	demokratske	A	ADJ	_	_	demokratski	1[279]	demokratski izbori[279]	NID[279]	*[542]	_	_	_	_	_	_
137-8	12441-12447	izbore	N	NOUN	_	_	izbor	1[279]	demokratski izbori[279]	NID[279]	*[542]	_	_	_	_	_	_
137-9	12447-12448	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
137-10	12449-12454	posle	PREP	ADP	_	_	posle	_	_	_	_	_	_	_	_	_	_
137-11	12455-12457	41	NUM	NUM	_	_	41	_	_	_	_	_	_	_	_	_	_
137-12	12458-12464	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
137-13	12465-12468	pod	PREP	ADP	_	_	pod	_	_	_	_	_	_	_	_	_	_
137-14	12469-12478	Frankovim	A	ADJ	_	_	Frankov	_	_	_	*	_	_	_	_	_	_
137-15	12479-12486	režimom	N	NOUN	_	_	režim	_	_	_	*	_	_	_	_	_	_
137-16	12486-12487	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=U decembru 2017. godine preko 30 miliona krajnjih korisnika komuniciralo je sa četbotovima napravljenim na platformi SnatchBot.
138-1	12487-12488	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
138-2	12489-12497	decembru	N	NOUN	_	_	decembar	_	_	_	*	_	_	_	_	_	_
138-3	12498-12503	2017.	A	ADJ	_	_	2017.	_	_	_	_	_	_	_	_	_	_
138-4	12504-12510	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
138-5	12511-12516	preko	PREP	ADP	_	_	preko	_	_	_	_	_	_	_	_	_	_
138-6	12517-12519	30	NUM	NUM	_	_	30	_	_	_	_	_	_	_	_	_	_
138-7	12520-12527	miliona	N	NOUN	_	_	milion	_	_	_	*	_	_	_	_	_	_
138-8	12528-12536	krajnjih	A	ADJ	_	_	krajnji	1[280]	krajnji korisnik[280]	NID[280]	*[543]	_	_	_	_	_	_
138-9	12537-12546	korisnika	N	NOUN	_	_	korisnik	1[280]	krajnji korisnik[280]	NID[280]	*[543]	_	_	_	_	_	_
138-10	12547-12559	komuniciralo	V	VERB	_	_	komunicirati	_	_	_	*	_	_	_	_	_	_
138-11	12560-12562	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
138-12	12563-12565	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	_	_
138-13	12566-12577	četbotovima	N	NOUN	_	_	četbot	_	_	_	*	_	_	_	_	_	_
138-14	12578-12590	napravljenim	A	ADJ	_	_	napravljen	_	_	_	*	_	_	_	_	_	_
138-15	12591-12593	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
138-16	12594-12603	platformi	N	NOUN	_	_	platforma	_	_	_	*	_	_	_	_	_	_
138-17	12604-12613	SnatchBot	F	X	http://www.wikidata.org/entity/Q47458384	PRODUCT	SnatchBot	_	_	_	_	_	_	_	_	_	_
138-18	12613-12614	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Generalni sekretarijat sastoji se od pet direkcija: Članovi i plenarne sednice; Zakonodavni rad 1; Zakonodavni rad 2; Komunikacija; Ljudski resursi i Finansije.
139-1	12614-12623	Generalni	A	ADJ	_	_	generalan	_	_	_	*	_	_	_	_	_	_
139-2	12624-12636	sekretarijat	N	NOUN	_	_	sekretarijat	_	_	_	*	_	_	_	_	_	_
139-3	12637-12644	sastoji	V	VERB	_	_	sastojati	1	sastojati se	IRV	*[544]	_	_	_	_	_	_
139-4	12645-12647	se	PAR	PART	_	_	se	1	*	IRV	*[544]	_	_	_	_	_	_
139-5	12648-12650	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	_
139-6	12651-12654	pet	NUM	NUM	_	_	pet	_	_	_	_	_	_	_	_	_	_
139-7	12655-12664	direkcija	N	NOUN	_	_	direkcija	_	_	_	*	_	_	_	_	_	_
139-8	12664-12665	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	_	_
139-9	12666-12673	Članovi	N	NOUN	_	_	član	_	_	_	*	_	_	_	_	_	_
139-10	12674-12675	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
139-11	12676-12684	plenarne	A	ADJ	_	_	plenaran	3[281]	plenarna sednica[281]	NID[281]	*[545]	_	_	_	_	_	_
139-12	12685-12692	sednice	N	NOUN	_	_	sednica	3[281]	plenarna sednica[281]	NID[281]	*[545]	_	_	_	_	_	_
139-13	12692-12693	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	_	_	_
139-14	12694-12705	Zakonodavni	A	ADJ	_	_	zakonodavan	_	_	_	*	_	_	_	_	_	_
139-15	12706-12709	rad	N	NOUN	_	_	rad	_	_	_	*	_	_	_	_	_	_
139-16	12710-12711	1	NUM	NUM	_	_	1	_	_	_	_	_	_	_	_	_	_
139-17	12711-12712	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	_	_	_
139-18	12713-12724	Zakonodavni	A	ADJ	_	_	zakonodavan	_	_	_	*	_	_	_	_	_	_
139-19	12725-12728	rad	N	NOUN	_	_	rad	_	_	_	*	_	_	_	_	_	_
139-20	12729-12730	2	NUM	NUM	_	_	2	_	_	_	_	_	_	_	_	_	_
139-21	12730-12731	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	_	_	_
139-22	12732-12744	Komunikacija	N	NOUN	_	_	komunikacija	_	_	_	*	_	_	_	_	_	_
139-23	12744-12745	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	_	_	_
139-24	12746-12753	Ljudski	A	ADJ	_	_	ljudski	2[282]	ljudski resurs[282]	NID[282]	*[546]	_	_	_	_	_	_
139-25	12754-12761	resursi	N	NOUN	_	_	resurs	2[282]	ljudski resurs[282]	NID[282]	*[546]	_	_	_	_	_	_
139-26	12762-12763	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
139-27	12764-12773	Finansije	N	NOUN	_	_	finansije	_	_	_	*	_	_	_	_	_	_
139-28	12773-12774	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Informacije se mogu koristiti i iznova koristiti u komercijalne ili nekomercijalne svrhe.
140-1	12774-12785	Informacije	N	NOUN	_	_	informacija	_	_	_	*	_	_	_	_	_	_
140-2	12786-12788	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	_	_
140-3	12789-12793	mogu	V	VERB	_	_	moći	_	_	_	*	_	_	_	_	_	_
140-4	12794-12803	koristiti	V	VERB	_	_	koristiti	_	_	_	*	_	_	_	_	_	_
140-5	12804-12805	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
140-6	12806-12812	iznova	ADV	ADV	_	_	iznova	_	_	_	*	_	_	_	_	_	_
140-7	12813-12822	koristiti	V	VERB	_	_	koristiti	_	_	_	*	_	_	_	_	_	_
140-8	12823-12824	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
140-9	12825-12837	komercijalne	A	ADJ	_	_	komercijalan	_	_	_	*	_	_	_	_	_	_
140-10	12838-12841	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	_	_	_
140-11	12842-12856	nekomercijalne	A	ADJ	_	_	nekomercijalan	_	_	_	*	_	_	_	_	_	_
140-12	12857-12862	svrhe	N	NOUN	_	_	svrha	_	_	_	*	_	_	_	_	_	_
140-13	12862-12863	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Kod dece kašalj traje duže od deset dana u 35–40 % slučajeva, a u 10 % slučajeva traje duže od 25 dana.
141-1	12863-12866	Kod	PREP	ADP	_	_	kod	_	_	_	_	_	_	_	_	_	_
141-2	12867-12871	dece	N	NOUN	_	_	deca	_	_	_	*	_	_	_	_	_	_
141-3	12872-12878	kašalj	N	NOUN	_	_	kašalj	_	_	_	*	_	_	_	_	_	_
141-4	12879-12884	traje	V	VERB	_	_	trajati	_	_	_	*	_	_	_	_	_	_
141-5	12885-12889	duže	ADV	ADV	_	_	duže	_	_	_	*	_	_	_	_	_	_
141-6	12890-12892	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	_
141-7	12893-12898	deset	NUM	NUM	_	_	deset	_	_	_	_	_	_	_	_	_	_
141-8	12899-12903	dana	N	NOUN	_	_	dan	_	_	_	*	_	_	_	_	_	_
141-9	12904-12905	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
141-10	12906-12908	35	NUM	NUM	_	_	35	_	_	_	_	_	_	_	_	_	_
141-11	12908-12909	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	_	_	_
141-12	12909-12911	40	NUM	NUM	_	_	40	_	_	_	_	_	_	_	_	_	_
141-13	12912-12913	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	_	_	_
141-14	12914-12923	slučajeva	N	NOUN	_	_	slučaj	_	_	_	*	_	_	_	_	_	_
141-15	12923-12924	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
141-16	12925-12926	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	_	_
141-17	12927-12928	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
141-18	12929-12931	10	NUM	NUM	_	_	10	_	_	_	_	_	_	_	_	_	_
141-19	12932-12933	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	_	_	_
141-20	12934-12943	slučajeva	N	NOUN	_	_	slučaj	_	_	_	*	_	_	_	_	_	_
141-21	12944-12949	traje	V	VERB	_	_	trajati	_	_	_	*	_	_	_	_	_	_
141-22	12950-12954	duže	ADV	ADV	_	_	duže	_	_	_	*	_	_	_	_	_	_
141-23	12955-12957	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	_
141-24	12958-12960	25	NUM	NUM	_	_	25	_	_	_	_	_	_	_	_	_	_
141-25	12961-12965	dana	N	NOUN	_	_	dan	_	_	_	*	_	_	_	_	_	_
141-26	12965-12966	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Oni uglavnom jedu sedeći na zemlji.
142-1	12966-12969	Oni	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	_	_	_
142-2	12970-12978	uglavnom	ADV	ADV	_	_	uglavnom	_	_	_	*	_	_	_	_	_	_
142-3	12979-12983	jedu	V	VERB	_	_	jesti	_	_	_	*	_	_	_	_	_	_
142-4	12984-12990	sedeći	V	VERB	_	_	sedeti	_	_	_	*	_	_	_	_	_	_
142-5	12991-12993	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
142-6	12994-13000	zemlji	N	NOUN	_	_	zemlja	_	_	_	*	_	_	_	_	_	_
142-7	13000-13001	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=U logici, a posebno u njenoj primeni na matematiku i filozofiju, kontraprimer je izuzetak od predloženog opšteg pravila ili zakona.
143-1	13001-13002	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
143-2	13003-13009	logici	N	NOUN	_	_	logika	_	_	_	*	_	_	_	_	_	_
143-3	13009-13010	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
143-4	13011-13012	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	_	_
143-5	13013-13020	posebno	ADV	ADV	_	_	posebno	_	_	_	*	_	_	_	_	_	_
143-6	13021-13022	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
143-7	13023-13029	njenoj	PRO	DET	_	_	njen	_	_	_	_	_	_	_	_	_	_
143-8	13030-13037	primeni	N	NOUN	_	_	primena	_	_	_	*	_	_	_	_	_	_
143-9	13038-13040	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
143-10	13041-13051	matematiku	N	NOUN	_	_	matematika	_	_	_	*	_	_	_	_	_	_
143-11	13052-13053	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
143-12	13054-13064	filozofiju	N	NOUN	_	_	filozofija	_	_	_	*	_	_	_	_	_	_
143-13	13064-13065	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
143-14	13066-13078	kontraprimer	N	NOUN	_	_	kontraprimer	_	_	_	*	_	_	_	_	_	_
143-15	13079-13081	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
143-16	13082-13090	izuzetak	N	NOUN	_	_	izuzetak	_	_	_	*	_	_	_	_	_	_
143-17	13091-13093	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	_
143-18	13094-13105	predloženog	A	ADJ	_	_	predložen	_	_	_	*	_	_	_	_	_	_
143-19	13106-13112	opšteg	A	ADJ	_	_	opšti	_	_	_	*	_	_	_	_	_	_
143-20	13113-13120	pravila	N	NOUN	_	_	pravilo	_	_	_	*	_	_	_	_	_	_
143-21	13121-13124	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	_	_	_
143-22	13125-13131	zakona	N	NOUN	_	_	zakon	_	_	_	*	_	_	_	_	_	_
143-23	13131-13132	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Tokom snošaja mužjak će zagristi kožu ženkinog vrata.
144-1	13132-13137	Tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	_	_	_
144-2	13138-13145	snošaja	N	NOUN	_	_	snošaj	_	_	_	*	_	_	_	_	_	_
144-3	13146-13152	mužjak	N	NOUN	_	_	mužjak	_	_	_	*	_	_	_	_	_	_
144-4	13153-13155	će	V	AUX	_	_	hteti	_	_	_	_	_	_	_	_	_	_
144-5	13156-13164	zagristi	V	VERB	_	_	zagristi	_	_	_	*	_	_	_	_	_	_
144-6	13165-13169	kožu	N	NOUN	_	_	koža	_	_	_	*	_	_	_	_	_	_
144-7	13170-13178	ženkinog	A	ADJ	_	_	ženkin	_	_	_	*	_	_	_	_	_	_
144-8	13179-13184	vrata	N	NOUN	_	_	vrat	_	_	_	*	_	_	_	_	_	_
144-9	13184-13185	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Albanija je 1924. godine postala republika.
145-1	13185-13193	Albanija	N	PROPN	http://www.wikidata.org/entity/Q222	LOC	Albanija	_	_	_	_	_	_	_	_	_	_
145-2	13194-13196	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
145-3	13197-13202	1924.	A	ADJ	_	_	1924.	_	_	_	_	_	_	_	_	_	_
145-4	13203-13209	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
145-5	13210-13217	postala	V	VERB	_	_	postati	_	_	_	*	_	_	_	_	_	_
145-6	13218-13227	republika	N	NOUN	_	_	republika	_	_	_	*	_	_	_	_	_	_
145-7	13227-13228	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Dobio je titulu barona 1872. godine.
146-1	13228-13233	Dobio	V	VERB	_	_	dobiti	_	_	_	*	_	_	_	_	_	_
146-2	13234-13236	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
146-3	13237-13243	titulu	N	NOUN	_	_	titula	_	_	_	*	_	_	_	_	_	_
146-4	13244-13250	barona	N	NOUN	http://www.wikidata.org/entity/Q165503	ROLE	baron	_	_	_	*	_	_	_	_	_	_
146-5	13251-13256	1872.	A	ADJ	_	_	1872.	_	_	_	_	_	_	_	_	_	_
146-6	13257-13263	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
146-7	13263-13264	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Potpuno nezavisna Bugarska patrijaršija zvanično je priznata 927. godine.
147-1	13264-13271	Potpuno	ADV	ADV	_	_	potpuno	_	_	_	*	_	_	_	_	_	_
147-2	13272-13281	nezavisna	A	ADJ	_	_	nezavisan	_	_	_	*	_	_	_	_	_	_
147-3	13282-13290	Bugarska	A	ADJ	http://www.wikidata.org/entity/Q134479938[71]	ORG[71]	bugarski	_	_	_	*	_	_	_	_	_	_
147-4	13291-13303	patrijaršija	N	NOUN	http://www.wikidata.org/entity/Q134479938[71]	ORG[71]	patrijaršija	_	_	_	*	_	_	_	_	_	_
147-5	13304-13312	zvanično	ADV	ADV	_	_	zvanično	_	_	_	*	_	_	_	_	_	_
147-6	13313-13315	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
147-7	13316-13324	priznata	V	VERB	_	_	priznati	_	_	_	*	_	_	_	_	_	_
147-8	13325-13329	927.	A	ADJ	_	_	927.	_	_	_	_	_	_	_	_	_	_
147-9	13330-13336	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
147-10	13336-13337	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Genik i njegova porodica, supruga i četvoro dece pridružili su se grupi od 64 Ukrajinca koja su se iskrcala u grad Kvebek 22. juna 1896. godine.
148-1	13337-13342	Genik	N	PROPN	http://www.wikidata.org/entity/Q550785	PERS	Genik	_	_	_	_	_	_	_	_	_	_
148-2	13343-13344	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
148-3	13345-13352	njegova	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	_	_
148-4	13353-13361	porodica	N	NOUN	_	_	porodica	_	_	_	*	_	_	_	_	_	_
148-5	13361-13362	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
148-6	13363-13370	supruga	N	NOUN	_	_	supruga	_	_	_	*	_	_	_	_	_	_
148-7	13371-13372	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
148-8	13373-13380	četvoro	NUM	NUM	_	_	četvoro	_	_	_	_	_	_	_	_	_	_
148-9	13381-13385	dece	N	NOUN	_	_	deca	_	_	_	*	_	_	_	_	_	_
148-10	13386-13396	pridružili	V	VERB	_	_	pridružiti	1	pridružiti se	IRV	*[547]	_	_	_	_	_	_
148-11	13397-13399	su	V	AUX	_	_	jesam	_	_	_	*[547]	_	_	_	_	_	_
148-12	13400-13402	se	PAR	PART	_	_	se	1	*	IRV	*[547]	_	_	_	_	_	_
148-13	13403-13408	grupi	N	NOUN	_	_	grupa	_	_	_	*	_	_	_	_	_	_
148-14	13409-13411	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	_	_
148-15	13412-13414	64	NUM	NUM	_	_	64	_	_	_	_	_	_	_	_	_	_
148-16	13415-13424	Ukrajinca	N	PROPN	http://www.wikidata.org/entity/Q44806	DEMO	Ukrajinac	_	_	_	_	_	_	_	_	_	_
148-17	13425-13429	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	_	_
148-18	13430-13432	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
148-19	13433-13435	se	PAR	PART	_	_	se	2	*	IRV	*[548]	_	_	_	_	_	_
148-20	13436-13444	iskrcala	V	VERB	_	_	iskrcati	2	iskrcati se	IRV	*[548]	_	_	_	_	_	_
148-21	13445-13446	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
148-22	13447-13451	grad	N	NOUN	_	_	grad	_	_	_	*	_	_	_	_	_	_
148-23	13452-13458	Kvebek	N	PROPN	http://www.wikidata.org/entity/Q176	LOC	Kvebek	_	_	_	_	_	_	_	_	_	_
148-24	13459-13462	22.	A	ADJ	_	_	22.	_	_	_	_	_	_	_	_	_	_
148-25	13463-13467	juna	N	NOUN	_	_	jun	_	_	_	*	_	_	_	_	_	_
148-26	13468-13473	1896.	A	ADJ	_	_	1896.	_	_	_	_	_	_	_	_	_	_
148-27	13474-13480	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
148-28	13480-13481	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Mađari čine većinu u okruzima Hargita i Kovasna.
149-1	13481-13487	Mađari	N	PROPN	http://www.wikidata.org/entity/Q133032	DEMO	Mađar	_	_	_	_	_	_	_	_	_	_
149-2	13488-13492	čine	V	VERB	_	_	činiti	1	činiti većinu	VID	*[549]	_	_	_	_	_	_
149-3	13493-13499	većinu	N	NOUN	_	_	većina	1	*	VID	*[549]	_	_	_	_	_	_
149-4	13500-13501	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	_
149-5	13502-13510	okruzima	N	NOUN	_	_	okrug	_	_	_	*	_	_	_	_	_	_
149-6	13511-13518	Hargita	N	PROPN	http://www.wikidata.org/entity/Q859171	LOC	Hargita	_	_	_	_	_	_	_	_	_	_
149-7	13519-13520	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
149-8	13521-13528	Kovasna	N	PROPN	http://www.wikidata.org/entity/Q837157	LOC	Kovasna	_	_	_	_	_	_	_	_	_	_
149-9	13528-13529	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Mogu brzo da plivaju.
150-1	13529-13533	Mogu	V	VERB	_	_	moći	_	_	_	*	_	_	_	_	_	_
150-2	13534-13538	brzo	ADV	ADV	_	_	brzo	_	_	_	*	_	_	_	_	_	_
150-3	13539-13541	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	_
150-4	13542-13549	plivaju	V	VERB	_	_	plivati	_	_	_	*	_	_	_	_	_	_
150-5	13549-13550	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Pišete da vas brine da li će doći do nuklearnog rata između naše dve zemlje.
151-1	13550-13556	Pišete	V	VERB	_	_	pisati	_	_	_	*	_	_	_	_	_	_
151-2	13557-13559	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	_
151-3	13560-13563	vas	PRO	PRON	_	_	vi	_	_	_	_	_	_	_	_	_	_
151-4	13564-13569	brine	V	VERB	_	_	brinuti	_	_	_	*	_	_	_	_	_	_
151-5	13570-13572	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	_
151-6	13573-13575	li	PAR	PART	_	_	li	_	_	_	_	_	_	_	_	_	_
151-7	13576-13578	će	V	AUX	_	_	hteti	_	_	_	_	_	_	_	_	_	_
151-8	13579-13583	doći	V	VERB	_	_	doći	_	_	_	*	_	_	_	_	_	_
151-9	13584-13586	do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	_	_	_
151-10	13587-13597	nuklearnog	A	ADJ	_	_	nuklearni	1[283]	nuklearni rat[283]	NID[283]	*[550]	_	_	_	_	_	_
151-11	13598-13602	rata	N	NOUN	_	_	rat	1[283]	nuklearni rat[283]	NID[283]	*[550]	_	_	_	_	_	_
151-12	13603-13609	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	_	_	_
151-13	13610-13614	naše	PRO	DET	_	_	naš	_	_	_	_	_	_	_	_	_	_
151-14	13615-13618	dve	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	_	_
151-15	13619-13625	zemlje	N	NOUN	_	_	zemlja	_	_	_	*	_	_	_	_	_	_
151-16	13625-13626	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Ser Vilijam Heršel je otkrio planetu Uran.
152-1	13626-13629	Ser	N	NOUN	http://www.wikidata.org/entity/Q209690	ROLE	ser	_	_	_	*	_	_	_	_	_	_
152-2	13630-13637	Vilijam	N	PROPN	http://www.wikidata.org/entity/Q14277[72]	PERS[72]	Vilijam	_	_	_	_	_	_	_	_	_	_
152-3	13638-13644	Heršel	N	PROPN	http://www.wikidata.org/entity/Q14277[72]	PERS[72]	Heršel	_	_	_	_	_	_	_	_	_	_
152-4	13645-13647	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
152-5	13648-13654	otkrio	V	VERB	_	_	otkriti	_	_	_	*	_	_	_	_	_	_
152-6	13655-13662	planetu	N	NOUN	_	_	planeta	_	_	_	*	_	_	_	_	_	_
152-7	13663-13667	Uran	N	PROPN	http://www.wikidata.org/entity/Q324	LOC	Uran	_	_	_	_	_	_	_	_	_	_
152-8	13667-13668	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Mi želimo mir–postoji nešto čime smo preokupirani: uzgajanjem žita, građenjem i pronalascima, pisanjem knjiga i letenjem u svemir.
153-1	13668-13670	Mi	PRO	PRON	_	_	mi	_	_	_	_	_	_	_	_	_	_
153-2	13671-13677	želimo	V	VERB	_	_	želeti	_	_	_	*	_	_	_	_	_	_
153-3	13678-13681	mir	N	NOUN	_	_	mir	_	_	_	*	_	_	_	_	_	_
153-4	13681-13682	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	_	_	_
153-5	13682-13689	postoji	V	VERB	_	_	postojati	_	_	_	*	_	_	_	_	_	_
153-6	13690-13695	nešto	PRO	PRON	_	_	nešto	_	_	_	_	_	_	_	_	_	_
153-7	13696-13700	čime	PRO	PRON	_	_	šta	_	_	_	_	_	_	_	_	_	_
153-8	13701-13704	smo	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
153-9	13705-13717	preokupirani	V	VERB	_	_	preokupirati	_	_	_	*	_	_	_	_	_	_
153-10	13717-13718	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	_	_
153-11	13719-13729	uzgajanjem	N	NOUN	_	_	uzgajanje	_	_	_	*	_	_	_	_	_	_
153-12	13730-13734	žita	N	NOUN	_	_	žito	_	_	_	*	_	_	_	_	_	_
153-13	13734-13735	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
153-14	13736-13745	građenjem	N	NOUN	_	_	građenje	_	_	_	*	_	_	_	_	_	_
153-15	13746-13747	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
153-16	13748-13760	pronalascima	N	NOUN	_	_	pronalazak	_	_	_	*	_	_	_	_	_	_
153-17	13760-13761	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
153-18	13762-13770	pisanjem	N	NOUN	_	_	pisanje	_	_	_	*	_	_	_	_	_	_
153-19	13771-13777	knjiga	N	NOUN	_	_	knjiga	_	_	_	*	_	_	_	_	_	_
153-20	13778-13779	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
