#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Želim samo da ispunjavam Božju volju.
116-15	3950-3957	proseku	N	NOUN	_	_	prosek	1[1499]	u proseku[1499]	AdvID[1499]	U ovom kontekstu, 'u proseku' znači da simptomi traju oko srednje vrednosti od šest dana, što odgovara značenju 'obično; koje odgovara srednjoj vrednosti'.[2082]	http://llod.jerteh.rs/WSD/seCVMWE0465[2082]	1[2082]	ChatGPT	CVMWE-0465[2082]	
116-16	3958-3962	šest	NUM	NUM	_	_	šest	_	_	_	_	_	_	_	_	
116-17	3963-3967	dana	N	NOUN	_	_	dan	_	_	_	U ovom kontekstu, 'dana' označava broj uzastopnih perioda od ponoći do ponoći tokom kojih traju simptomi, što odgovara značenju 'dan računat od ponoći do ponoći'.	http://llod.jerteh.rs/WSD/seENG3015157041n	8	ChatGPT	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	
116-18	3967-3968	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Francuski hemičar Antoan Loran Lavoazje kasnije je tvrdio da je nezavisno otkrio tu novu supstancu.
122-1	3968-3977	Francuski	A	ADJ	*	DEMO	francuski	_	_	_	Ovde 'francuski' označava da je hemičar poreklom iz Francuske, odnosno da se odnosi na osobu iz Francuske, što je u skladu sa ponuđenim značenjem.	http://llod.jerteh.rs/WSD/seENG3002958392a	1	ChatGPT	ENG30-02958392-a	
122-2	3978-3985	hemičar	N	NOUN	http://www.wikidata.org/entity/Q593644	ROLE	hemičar	_	_	_	U ovom kontekstu, 'hemičar' se odnosi na osobu koja se profesionalno bavi hemijom, što odgovara značenju naučnika specijalizovanog za hemiju.	http://llod.jerteh.rs/WSD/seENG3009913824n	1	ChatGPT	ENG30-09913824-n	
122-3	3986-3992	Antoan	N	PROPN	http://www.wikidata.org/entity/Q39607[561]	PERS[561]	Antoan	_	_	_	_	_	_	_	_	
122-4	3993-3998	Loran	N	PROPN	http://www.wikidata.org/entity/Q39607[561]	PERS[561]	Loran	_	_	_	_	_	_	_	_	
122-5	3999-4007	Lavoazje	N	PROPN	http://www.wikidata.org/entity/Q39607[561]	PERS[561]	Lavoazje	_	_	_	_	_	_	_	_	
122-6	4008-4015	kasnije	ADV	ADV	_	_	kasnije	_	_	_	U ovom kontekstu, 'kasnije' označava da je Lavoazje tvrdio nešto u vremenu koje je sledilo nakon prethodno pomenutog događaja, što odgovara značenju 'događa se u vreme koje sledi nakon referentnog vremena'.	http://llod.jerteh.rs/WSD/seENG3000061203b	2	ChatGPT	ENG30-00061203-b;ENG30-00155488-b	
122-7	4016-4018	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
122-8	4019-4025	tvrdio	V	VERB	_	_	tvrditi	_	_	_	U ovom kontekstu, 'tvrdio' znači da je Lavoazje snažno izjavio ili potvrdio da je nezavisno otkrio supstancu, što odgovara značenju 'snažno potvrditi; reći da je nešto tačno ili postojeće'.	http://llod.jerteh.rs/WSD/seENG3000756338v	4	ChatGPT	ENG30-00756338-v;ENG30-00756898-v;ENG30-00957178-v;ENG30-01016002-v	
122-9	4026-4028	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
122-10	4029-4031	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
122-11	4032-4041	nezavisno	ADV	ADV	_	_	nezavisno	_	_	_	U ovom kontekstu, 'nezavisno' znači da je Lavoazje otkrio supstancu samostalno, bez uticaja ili pomoći drugih, što odgovara značenju 'osim drugih; pored drugih'.	http://llod.jerteh.rs/WSD/seENG3000450647b	1	ChatGPT	ENG30-00450647-b	
122-12	4042-4048	otkrio	V	VERB	_	_	otkriti	_	_	_	U ovom kontekstu, 'otkriti' znači napraviti naučno otkriće, odnosno identifikovati novu supstancu, što najpreciznije odgovara značenju 'učiniti neko otkriće, učiniti novi pronalazak'.	http://llod.jerteh.rs/WSD/seENG3000837982v	14	ChatGPT	ENG30-00598954-v;ENG30-00599992-v;ENG30-00721437-v;ENG30-00920336-v;ENG30-00933821-v;ENG30-01036319-v;ENG30-01339505-v;ENG30-01637982-v;ENG30-02129709-v;ENG30-02137710-v;ENG30-02143283-v;ENG30-02197781-v;ENG30-02230022-v;ENG30-02235842-v	
122-13	4049-4051	tu	ADV	ADV	_	_	tu	_	_	_	U ovom kontekstu, 'tu' se koristi kao pokazna zamenica koja označava prethodno pomenutu supstancu, a ne kao prilog mesta. Nijedno ponuđeno značenje ne odgovara upotrebi u rečenici.	http://llod.jerteh.rs/WSD/seENG3000108479b	1	FIRST	ENG30-00108479-b	
122-14	4052-4056	novu	A	ADJ	_	_	nov	_	_	_	U ovom kontekstu, 'nova supstanca' označava supstancu koja je upravo otkrivena, odnosno nešto što je nedavno postalo poznato ili prihvaćeno, što odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3001640850a	6	ChatGPT	ENG30-00418198-a;ENG30-00820975-a;ENG30-00821208-a;ENG30-01640850-a;ENG30-01687167-a;ENG30-02070491-a	
122-15	4057-4066	supstancu	N	NOUN	_	_	supstanca	_	_	_	U ovom kontekstu, 'supstanca' se odnosi na određenu vrstu materije sa uniformnim osobinama koju je Lavoazje otkrio, što odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3000020090n	2	ChatGPT	ENG30-00019613-n;ENG30-00020090-n	
122-16	4066-4067	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Poslao je Džeksona u još jedan bočni marš u pokušaju da ubaci svoju vojsku između Poupa i Vašingtona.
133-1	4067-4073	Poslao	V	VERB	_	_	poslati	_	_	_	U ovom kontekstu, 'poslao' znači dodeliti nekoga (Džeksona) na određeni zadatak ili položaj, odnosno narediti mu da izvrši određenu vojnu akciju.	http://llod.jerteh.rs/WSD/seENG3001088923v	5	ChatGPT	ENG30-01062555-v;ENG30-01088923-v;ENG30-01951480-v;ENG30-01955127-v;ENG30-02348568-v	
133-2	4074-4076	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
133-3	4077-4085	Džeksona	N	PROPN	http://www.wikidata.org/entity/Q216124	PERS	Džekson	_	_	_	_	_	_	_	_	
133-4	4086-4087	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
133-5	4088-4091	još	ADV	ADV	_	_	još	_	_	_	U ovom kontekstu, 'još' znači 'dodatni' ili 'jedan više', a ne 'do sadašnjeg trenutka', pa ponuđeno značenje nije primenjivo.	http://llod.jerteh.rs/WSD/seENG3000027795b	1	FIRST	ENG30-00027795-b	
133-6	4092-4097	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	_	
133-7	4098-4103	bočni	A	ADJ	_	_	bočni	_	_	_	U ovom kontekstu, 'bočni' opisuje marš koji se odvija sa strane, odnosno paralelno ili pored glavnog pravca, što odgovara značenju 'nalazi se sa strane'.	http://llod.jerteh.rs/WSD/seENG3002441215a	2	ChatGPT	ENG30-02441215-a;ENG30-02441469-a	
133-8	4104-4108	marš	N	NOUN	_	_	marš	_	_	_	U ovom kontekstu, 'marš' se odnosi na organizovano kretanje vojske ili vojnika, što odgovara značenju 'red ljudi koji hodaju zajedno'.	http://llod.jerteh.rs/WSD/seENG3008428019n	2	ChatGPT	ENG30-07058296-n;ENG30-08428019-n	
133-9	4109-4110	u	PREP	ADP	_	_	u	1[1507]	u pokušaju da[1507]	ConjID[1507]	U ovom kontekstu, 'u pokušaju da' znači da je radnja (slanje Džeksona) izvršena sa namerom ili trudom da se postigne određeni cilj, što odgovara značenju 'dok se nešto nastoji; trudeći se da'.[2093]	http://llod.jerteh.rs/WSD/seLLM0283[2093]	1[2093]	ChatGPT	LLM-0283[2093]	
133-10	4111-4119	pokušaju	N	NOUN	_	_	pokušaj	1[1507]	u pokušaju da[1507]	ConjID[1507]	U ovom kontekstu, 'u pokušaju da' znači da je radnja (slanje Džeksona) izvršena sa namerom ili trudom da se postigne određeni cilj, što odgovara značenju 'dok se nešto nastoji; trudeći se da'.[2093]	http://llod.jerteh.rs/WSD/seLLM0283[2093]	1[2093]	ChatGPT	LLM-0283[2093]	
133-11	4120-4122	da	CONJ	SCONJ	_	_	da	1[1507]	u pokušaju da[1507]	ConjID[1507]	U ovom kontekstu, 'u pokušaju da' znači da je radnja (slanje Džeksona) izvršena sa namerom ili trudom da se postigne određeni cilj, što odgovara značenju 'dok se nešto nastoji; trudeći se da'.[2093]	http://llod.jerteh.rs/WSD/seLLM0283[2093]	1[2093]	ChatGPT	LLM-0283[2093]	
133-12	4123-4128	ubaci	V	VERB	_	_	ubaciti	_	_	_	U ovom kontekstu, 'ubaciti' znači postaviti vojsku između dve tačke (Poupa i Vašingtona), što odgovara značenju 'biti ili doći između'.	http://llod.jerteh.rs/WSD/seENG3002098964v	2	ChatGPT	ENG30-01421622-v;ENG30-02098964-v	
133-13	4129-4134	svoju	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	
133-14	4135-4141	vojsku	N	NOUN	_	_	vojska	_	_	_	U ovom kontekstu, 'vojska' se odnosi na organizaciju vojnih kopnenih snaga koje komandant pokušava da premesti na određenu poziciju, a ne na apstraktne snage države ili period službe.	http://llod.jerteh.rs/WSD/seENG3008191230n	3	ChatGPT	ENG30-01206986-n;ENG30-08191230-n;ENG30-08199025-n	
133-15	4142-4148	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	_	
133-16	4149-4154	Poupa	N	PROPN	http://www.wikidata.org/entity/Q465291	PERS	Poup	_	_	_	_	_	_	_	_	
133-17	4155-4156	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
133-18	4157-4167	Vašingtona	N	PROPN	http://www.wikidata.org/entity/Q61	LOC	Vašington	_	_	_	_	_	_	_	_	
133-19	4167-4168	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Kao i kod zatvorenikove dileme, svi će gore proći ako igraju na jedinstveni ekvilibrijum nego što bi prošli da su kolektivno sledili drugu strategiju.
134-1	4168-4171	Kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
134-2	4172-4173	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
134-3	4174-4177	kod	PREP	ADP	_	_	kod	_	_	_	_	_	_	_	_	
134-4	4178-4191	zatvorenikove	A	ADJ	_	_	zatvorenikov	_	_	_	U ovom kontekstu, 'zatvorenikova dilema' se odnosi na poznati misaoni eksperiment iz teorije igara koji uključuje zatvorenike, pa je značenje 'koji se odnosi na zatvorenika' najpreciznije primenjeno.	http://llod.jerteh.rs/WSD/seRSSJ14547\_0	1	ChatGPT	RSSJ-14547/0	
134-5	4192-4198	dileme	N	NOUN	_	_	dilema	_	_	_	U ovom kontekstu, 'dilema' se odnosi na situaciju u kojoj su učesnici suočeni sa izborom između opcija koje nisu povoljne, što odgovara definiciji stanja neizvesnosti ili zbunjenosti pri izboru između podjednako nepovoljnih opcija.	http://llod.jerteh.rs/WSD/seENG3005686086n	1	ChatGPT	ENG30-05686086-n	
134-6	4198-4199	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
134-7	4200-4203	svi	PRO	DET	_	_	sav	_	_	_	_	_	_	_	_	
134-8	4204-4206	će	V	AUX	_	_	hteti	_	_	_	_	_	_	_	_	
134-9	4207-4211	gore	ADV	ADV	_	_	gore	_	_	_	U ovom kontekstu, 'gore' znači 'lošije' ili 'u gorem položaju', što nije pokriveno ponuđenim značenjima koja se odnose na prostorni ili metaforički smer ka višem položaju ili bliže govorniku.	http://llod.jerteh.rs/WSD/seENG3000096333b	2	FIRST	ENG30-00096333-b;ENG30-00096921-b	
134-10	4212-4217	proći	V	VERB	_	_	proći	_	_	_	U ovom kontekstu, 'proći' znači 'slediti izvesni tok', odnosno doživeti određeni ishod ili rezultat u igri, što se odnosi na to kako će im biti ili kakav će ishod imati.	http://llod.jerteh.rs/WSD/seENG3000341560v	8	ChatGPT	ENG30-00341560-v;ENG30-00421691-v;ENG30-01227675-v;ENG30-01870043-v;ENG30-01915365-v;ENG30-02051694-v;ENG30-02524171-v;ENG30-02658283-v	
134-11	4218-4221	ako	CONJ	SCONJ	_	_	ako	_	_	_	_	_	_	_	_	
134-12	4222-4228	igraju	V	VERB	_	_	igrati	_	_	_	U ovom kontekstu, 'igrati' znači postupati strateški, birajući određenu strategiju u igri sličnoj zatvorenikovoj dilemi, što odgovara značenju stavljanja karte ili figure u toku igre ili strateškog postupanja.	http://llod.jerteh.rs/WSD/seENG3001149470v	13	ChatGPT	ENG30-01072949-v;ENG30-01079480-v;ENG30-01080064-v;ENG30-01080691-v;ENG30-01138911-v;ENG30-01149470-v;ENG30-01156115-v;ENG30-01708676-v;ENG30-01716882-v;ENG30-01719302-v;ENG30-01722077-v;ENG30-02099075-v;ENG30-02631349-v	
134-13	4229-4231	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
134-14	4232-4243	jedinstveni	A	ADJ	_	_	jedinstven	_	_	_	U ovom kontekstu, 'jedinstveni ekvilibrijum' znači da postoji samo jedan takav ekvilibrijum, odnosno da je on jedini te vrste u datoj situaciji.	http://llod.jerteh.rs/WSD/seENG3002138911a	7	ChatGPT	ENG30-00505410-a;ENG30-00505853-a;ENG30-01389170-a;ENG30-02138911-a;ENG30-02139676-a;ENG30-02215087-a;ENG30-02477885-a	
134-15	4244-4256	ekvilibrijum	N	NOUN	_	_	ekvilibrijum	_	_	_	U ovom kontekstu, 'ekvilibrijum' se odnosi na ravnotežno stanje u teoriji igara, gde nijedan učesnik nema motivaciju da promeni svoju strategiju, što je u skladu sa ponuđenim značenjem o neutralizaciji sila.	http://llod.jerteh.rs/WSD/seENG3013934900n	1	ChatGPT	ENG30-13934900-n	
134-16	4257-4261	nego	CONJ	SCONJ	_	_	nego	1[1508]	nego što[1508]	ConjID[1508]	U ovom kontekstu, 'nego što' povezuje dva poređena stanja i koristi se za poređenje, što odgovara opisu vezničkog skupa za poređenje.[2094]	http://llod.jerteh.rs/WSD/seLLM0147[2094]	1[2094]	ChatGPT	LLM-0147[2094]	
134-17	4262-4265	što	CONJ	SCONJ	_	_	što	1[1508]	nego što[1508]	ConjID[1508]	U ovom kontekstu, 'nego što' povezuje dva poređena stanja i koristi se za poređenje, što odgovara opisu vezničkog skupa za poređenje.[2094]	http://llod.jerteh.rs/WSD/seLLM0147[2094]	1[2094]	ChatGPT	LLM-0147[2094]	
134-18	4266-4268	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
134-19	4269-4275	prošli	V	VERB	_	_	proći	_	_	_	U ovom kontekstu, 'proći' znači ostvariti određeni ishod ili rezultat, odnosno proći bolje ili lošije u nekoj situaciji, što je najbliže značenju 'postići uspeh'.	http://llod.jerteh.rs/WSD/seENG3000724171v	8	ChatGPT	ENG30-00341560-v;ENG30-00421691-v;ENG30-01227675-v;ENG30-01870043-v;ENG30-01915365-v;ENG30-02051694-v;ENG30-02524171-v;ENG30-02658283-v	
134-20	4276-4278	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
134-21	4279-4281	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
134-22	4282-4292	kolektivno	ADV	ADV	_	_	kolektivno	_	_	_	U ovom kontekstu, 'kolektivno' znači da bi svi zajedno, u kombinaciji, sledili drugu strategiju, što odgovara značenju 'u spoju sa; kombinovano'.	http://llod.jerteh.rs/WSD/seENG3000117082b	1	ChatGPT	ENG30-00117082-b	
134-23	4293-4300	sledili	V	VERB	_	_	slediti	_	_	_	U ovom kontekstu, 'slediti' znači pridržavati se određene strategije, odnosno ponašati se u skladu sa njom, što najpreciznije odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3000351406v	7	ChatGPT	ENG30-00351406-v;ENG30-01998432-v;ENG30-02346895-v;ENG30-02406585-v;ENG30-02542280-v;ENG30-02712772-v;ENG30-02720544-v	
134-24	4301-4306	drugu	A	ADJ	_	_	drugi	_	_	_	U ovom kontekstu, 'drugu' strategiju označava strategiju koja je jasno različita od one koja je prethodno pomenuta (jedinstveni ekvilibrijum), što odgovara značenju 'jasno različit od nekog sasvim drugog ili prvog'.	http://llod.jerteh.rs/WSD/seENG3002070030a	4	ChatGPT	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
134-25	4307-4317	strategiju	N	NOUN	_	_	strategija	_	_	_	U ovom kontekstu, 'strategija' se odnosi na plan akcije koji učesnici mogu kolektivno slediti u igri, što odgovara značenju razvijenog i sistematskog plana akcije.	http://llod.jerteh.rs/WSD/seENG3005905348n	2	ChatGPT	ENG30-05905348-n;ENG30-06249177-n	
134-26	4317-4318	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Vilijamove zemlje su podeljene nakon njegove smrti: Normandija je pripala njegovom najstarijem sinu Robertu Kertozu, a njegov drugi preživeli sin Vilijam Rufus dobio je Englesku.
136-1	4318-4328	Vilijamove	A	ADJ	_	_	Vilijamov	_	_	_	U ovom kontekstu, 'Vilijamove' označava da su zemlje pripadale Vilijamu, što je tipična upotreba prisvojnog prideva od imena Vilijam.	http://llod.jerteh.rs/WSD/seCVDf392\_0	1	ChatGPT	CVDf-392/0	
136-2	4329-4335	zemlje	N	NOUN	_	_	zemlja	_	_	_	U ovom kontekstu, 'zemlje' se odnosi na geografska područja (Normandija i Engleska) koja su bila pod jurisdikcijom Vilijamove vlasti, što odgovara značenju teritorije pod suverenom državom.	http://llod.jerteh.rs/WSD/seENG3008493064n	10	ChatGPT	ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	
136-3	4336-4338	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
136-4	4339-4348	podeljene	V	VERB	_	_	podeliti	_	_	_	U ovom kontekstu, 'podeljene' znači da su Vilijamove zemlje razdeljene na delove (Normandija i Engleska) između njegovih sinova, što odgovara značenju 'podeliti na delove, komade ili sekcije'.	http://llod.jerteh.rs/WSD/seENG3001563724v	7	ChatGPT	ENG30-00642098-v;ENG30-01063930-v;ENG30-01563724-v;ENG30-02031158-v;ENG30-02201644-v;ENG30-02255268-v;ENG30-02294436-v	
136-5	4349-4354	nakon	PREP	ADP	_	_	nakon	_	_	_	_	_	_	_	_	
136-6	4355-4362	njegove	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	
136-7	4363-4368	smrti	N	NOUN	_	_	smrt	_	_	_	U ovom kontekstu, 'smrt' se odnosi na fizički kraj života Vilijama, što odgovara značenju 'Trajan kraj svih životnih funkcija u organizmu ili delu organizma.'	http://llod.jerteh.rs/WSD/seENG3011444117n	4	ChatGPT	ENG30-00219575-n;ENG30-11444117-n;ENG30-13962498-n;ENG30-15143477-n	
136-8	4368-4369	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	
136-9	4370-4380	Normandija	N	PROPN	http://www.wikidata.org/entity/Q15878	LOC	Normandija	_	_	_	_	_	_	_	_	
136-10	4381-4383	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
136-11	4384-4391	pripala	V	VERB	_	_	pripasti	_	_	_	U ovom kontekstu, 'pripala' znači da je Normandija dodeljena, odnosno dopala najstarijem sinu prilikom podele zemlje nakon smrti Vilijama, što odgovara značenju 'pasti u deo (pri deobi), dopasti'.	http://llod.jerteh.rs/WSD/seDRJ0217836\_0а.	2	ChatGPT	DRJ0-217836/0а.;DRJ0-217836/0б.	
136-12	4392-4400	njegovom	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	
136-13	4401-4412	najstarijem	A	ADJ	_	_	star	_	_	_	U ovom kontekstu, 'najstariji' se odnosi na sina koji je rođen pre ostalih, dakle onog koji prethodi drugima u redosledu rođenja.	http://llod.jerteh.rs/WSD/seENG3000127137a	6	ChatGPT	ENG30-00127137-a;ENG30-00820219-a;ENG30-01588419-a;ENG30-01638438-a;ENG30-01643620-a;ENG30-01728614-a	
136-14	4413-4417	sinu	N	NOUN	_	_	sin	_	_	_	U ovom kontekstu, 'sin' se odnosi na muškog potomka Vilijama, što odgovara značenju 'muški potomak čoveka'.	http://llod.jerteh.rs/WSD/seENG3010624074n	2	ChatGPT	ENG30-10624074-n;ENG30-13787379-n	
136-15	4418-4425	Robertu	N	PROPN	http://www.wikidata.org/entity/Q220994[568]	PERS[568]	Robert	_	_	_	_	_	_	_	_	
136-16	4426-4433	Kertozu	N	PROPN	http://www.wikidata.org/entity/Q220994[568]	PERS[568]	Kertoz	_	_	_	_	_	_	_	_	
136-17	4433-4434	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
136-18	4435-4436	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	
136-19	4437-4443	njegov	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	
136-20	4444-4449	drugi	A	ADJ	_	_	drugi	_	_	_	U ovom kontekstu, 'drugi' označava sina koji dolazi odmah posle prvog po redu, odnosno po rođenju, što odgovara značenju 'dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini'.	http://llod.jerteh.rs/WSD/seENG3002202146a	4	ChatGPT	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
136-21	4450-4459	preživeli	A	ADJ	_	_	preživeo	_	_	_	U ovom kontekstu, 'preživeli' znači sin koji je ostao živ nakon smrti oca, što nije pokriveno nijednim od ponuđenih značenja.	http://llod.jerteh.rs/WSD/seDRJ0216035\_1	2	FIRST	DRJ0-216035/1;DRJ0-216035/2	
136-22	4460-4463	sin	N	NOUN	_	_	sin	_	_	_	U ovom kontekstu, 'sin' se odnosi na muškog potomka, tj. Vilijamovog sina koji je nasledio deo njegove zemlje.	http://llod.jerteh.rs/WSD/seENG3010624074n	2	ChatGPT	ENG30-10624074-n;ENG30-13787379-n	
136-23	4464-4471	Vilijam	N	PROPN	http://www.wikidata.org/entity/Q102005[569]	PERS[569]	Vilijam	_	_	_	_	_	_	_	_	
136-24	4472-4477	Rufus	N	PROPN	http://www.wikidata.org/entity/Q102005[569]	PERS[569]	Rufus	_	_	_	_	_	_	_	_	
136-25	4478-4483	dobio	V	VERB	_	_	dobiti	_	_	_	U ovom kontekstu, Vilijam Rufus je dobio Englesku nakon smrti svog oca, što odgovara značenju 'dobiti od nekoga nakon njegove smrti'.	http://llod.jerteh.rs/WSD/seENG3002315525v	19	ChatGPT	ENG30-00056930-v;ENG30-00065639-v;ENG30-00087736-v;ENG30-00094460-v;ENG30-00522751-v;ENG30-00524682-v;ENG30-01108148-v;ENG30-02108654-v;ENG30-02109645-v;ENG30-02210119-v;ENG30-02238085-v;ENG30-02247390-v;ENG30-02288295-v;ENG30-02292125-v;ENG30-02293148-v;ENG30-02315525-v;ENG30-02355596-v;ENG30-02359340-v;ENG30-02611373-v	
136-26	4484-4486	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
136-27	4487-4495	Englesku	N	PROPN	http://www.wikidata.org/entity/Q21	LOC	Engleska	_	_	_	_	_	_	_	_	
136-28	4495-4496	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Brojni sistem štapića je pozicioni brojni sistem koji su Kinezi koristili u matematici.
139-1	4496-4502	Brojni	A	ADJ	_	_	brojni	1[1509]	brojni sistem[1509]	NID[1509]	U ovom kontekstu, 'brojni sistem' se odnosi na način ili notaciju za predstavljanje brojeva, što je u skladu sa ponuđenim značenjem.[2096]	http://llod.jerteh.rs/WSD/seENG3006809074n[2096]	1[2096]	ChatGPT	ENG30-06809074-n[2096]	
139-2	4503-4509	sistem	N	NOUN	_	_	sistem	1[1509]	brojni sistem[1509]	NID[1509]	U ovom kontekstu, 'brojni sistem' se odnosi na način ili notaciju za predstavljanje brojeva, što je u skladu sa ponuđenim značenjem.[2096]	http://llod.jerteh.rs/WSD/seENG3006809074n[2096]	1[2096]	ChatGPT	ENG30-06809074-n[2096]	
139-3	4510-4517	štapića	N	NOUN	_	_	štapić	_	_	_	U ovom kontekstu, 'štapići' se odnose na male štapove korišćene za računanje, a ne na baterije. Nijedno ponuđeno značenje ne odgovara ovom matematičkom kontekstu.	http://llod.jerteh.rs/WSD/seENG3001377602n	1	FIRST	ENG30-01377602-n	
139-4	4518-4520	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
139-5	4521-4530	pozicioni	A	ADJ	_	_	pozicioni	_	_	_	U ovom kontekstu, 'pozicioni' opisuje brojni sistem u kojem vrednost cifre zavisi od njenog položaja, što odgovara značenju 'određen položajem'.	http://llod.jerteh.rs/WSD/seENG3002782715a	1	ChatGPT	ENG30-02782715-a	
139-6	4531-4537	brojni	A	ADJ	_	_	brojni	2[1510]	brojni sistem[1510]	NID[1510]	U ovom kontekstu, 'brojni sistem' se odnosi na način zapisivanja brojeva, što odgovara značenju 'bilo koja notacija za predstavljanje brojeva'.[2097]	http://llod.jerteh.rs/WSD/seENG3006809074n[2097]	1[2097]	ChatGPT	ENG30-06809074-n[2097]	
139-7	4538-4544	sistem	N	NOUN	_	_	sistem	2[1510]	brojni sistem[1510]	NID[1510]	U ovom kontekstu, 'brojni sistem' se odnosi na način zapisivanja brojeva, što odgovara značenju 'bilo koja notacija za predstavljanje brojeva'.[2097]	http://llod.jerteh.rs/WSD/seENG3006809074n[2097]	1[2097]	ChatGPT	ENG30-06809074-n[2097]	
139-8	4545-4549	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
139-9	4550-4552	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
139-10	4553-4559	Kinezi	N	PROPN	http://www.wikidata.org/entity/Q6501380	DEMO	Kinez	_	_	_	_	_	_	_	_	
139-11	4560-4569	koristili	V	VERB	_	_	koristiti	_	_	_	U ovom kontekstu, 'koristiti' znači efektivno rukovati ili upotrebljavati brojni sistem štapića u matematici, što najpreciznije odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3001224415v	6	ChatGPT	ENG30-01165043-v;ENG30-01224415-v;ENG30-02436963-v;ENG30-02541251-v;ENG30-02561332-v;ENG30-02707429-v	
139-12	4570-4571	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
139-13	4572-4582	matematici	N	NOUN	_	_	matematika	_	_	_	U ovom kontekstu, 'matematika' se odnosi na nauku koja proučava količine, oblike i poredak, što je u skladu sa datim značenjem.	http://llod.jerteh.rs/WSD/seENG3006000644n	1	ChatGPT	ENG30-06000644-n	
139-14	4582-4583	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Na primer, u Sunčevom vetru one stupaju u interakciju sa Zemljinom magnetosferom, stvarajući polarnu svetlost i Birkelandove struje.
145-1	4583-4585	Na	PREP	ADP	_	_	na	2[1514]	na primer[1514]	PartID[1514]	Fraza 'na primer' se ovde koristi da uvede ilustraciju ili objašnjenje, odnosno daje primer pojave u Sunčevom vetru, što odgovara ponuđenom značenju.[2101]	http://llod.jerteh.rs/WSD/seLLM0135[2101]	1[2101]	ChatGPT	LLM-0135[2101]	
