Sentence	Token	Sentence index	Token index	First Model NEW_SENSE	Second Model NEW_SENSE
Prognoza kod astme je uglavnom dobra, naročito kod dece sa blagim oblikom bolesti.	bolesti	145.0	14.0	True	False
Prvo, tačno se pretpostavljalo da Sirija neće ući u rat sa Izraelom osim ako to ne učini i Egipat.	Prvo	146.0	1.0	False	False
Johan Volfgang Deberajner uočio je 1829. da mnogi elementi mogu da se grupišu u trijade na osnovu svojih hemijskih osobina.	uočio	147.0	4.0	False	False
Johan Volfgang Deberajner uočio je 1829. da mnogi elementi mogu da se grupišu u trijade na osnovu svojih hemijskih osobina.	osobina	147.0	20.0	False	False
Veoma strme stepenice simbolizuju teškoću uspona u kraljevstvo bogova.	Veoma	148.0	1.0	False	False
Veoma strme stepenice simbolizuju teškoću uspona u kraljevstvo bogova.	teškoću	148.0	5.0	False	False
Irski je 1. januara 2007. postao zvanični radni jezik EU.	postao	149.0	6.0	False	False
Sva dokumenta se mogu preuzeti iz biblioteke sa veb-sajta.	dokumenta	150.0	2.0	False	False
Sva dokumenta se mogu preuzeti iz biblioteke sa veb-sajta.	biblioteke	150.0	7.0	False	False
U hrišćanskom učenju sujeta je primer gordosti, jednog od sedam smrtnih grehova.	učenju	152.0	3.0	False	False
U hrišćanskom učenju sujeta je primer gordosti, jednog od sedam smrtnih grehova.	primer	152.0	6.0	False	False
I otac i deda su mu bili londonski trgovci vinom, a nekoliko prethodnih generacija bavilo se trgovinom u Ipsviču.	nekoliko	153.0	13.0	False	False
I otac i deda su mu bili londonski trgovci vinom, a nekoliko prethodnih generacija bavilo se trgovinom u Ipsviču.	generacija	153.0	15.0	False	False
I otac i deda su mu bili londonski trgovci vinom, a nekoliko prethodnih generacija bavilo se trgovinom u Ipsviču.	trgovinom	153.0	18.0	True	False
Biljka može da živi i nekoliko godina pre nego što procveta.	nekoliko	154.0	6.0	False	False
Tito je bio poznat po vođenju spoljne politike neutralnosti tokom Hladnog rata i po uspostavljanju bliskih veza sa zemljama u razvoju.	spoljne			False	False
Tito je bio poznat po vođenju spoljne politike neutralnosti tokom Hladnog rata i po uspostavljanju bliskih veza sa zemljama u razvoju.	bliskih	155.0	16.0	False	False
Ljudi koji boluju od šizofrenije smeju da koriste druge lekove samo da bi se suočili sa depresijom, anksioznošću, dosadom i usamljenošću.	se			False	False
Ljudi koji boluju od šizofrenije smeju da koriste druge lekove samo da bi se suočili sa depresijom, anksioznošću, dosadom i usamljenošću.	smeju	156.0	6.0	True	False
Ljudi koji boluju od šizofrenije smeju da koriste druge lekove samo da bi se suočili sa depresijom, anksioznošću, dosadom i usamljenošću.	depresijom	156.0	17.0	False	False
Argon ima približno istu rastvorljivost u vodi kao kiseonik i 2,5 puta je rastvorljiviji u vodi od azota.	vodi	158.0	7.0	False	False
Argon ima približno istu rastvorljivost u vodi kao kiseonik i 2,5 puta je rastvorljiviji u vodi od azota.	vodi	158.0	16.0	False	False
Ova lokacija je sada zaštićena baština Namibije, a poseta je dozvoljena samo uz zvanične vodiče.	samo	159.0	13.0	False	False
Društveni faktori uključuju kulturne aspekte i svest o značaju zdravlja, stopu rasta stanovništva, starosnu raspodelu, stavove o karijeri i stavljanje akcenta na bezbednost.	aspekte	161.0	5.0	False	False
Društveni faktori uključuju kulturne aspekte i svest o značaju zdravlja, stopu rasta stanovništva, starosnu raspodelu, stavove o karijeri i stavljanje akcenta na bezbednost.	svest	161.0	7.0	False	False
Društveni faktori uključuju kulturne aspekte i svest o značaju zdravlja, stopu rasta stanovništva, starosnu raspodelu, stavove o karijeri i stavljanje akcenta na bezbednost.	stanovništva	161.0	14.0	False	False
Društveni faktori uključuju kulturne aspekte i svest o značaju zdravlja, stopu rasta stanovništva, starosnu raspodelu, stavove o karijeri i stavljanje akcenta na bezbednost.	raspodelu	161.0	17.0	False	False
Stari Rimljani su kuvali uskislo vino da bi proizveli veoma sladak sirup koji se zove sapa.	kuvali	162.0	4.0	False	False
Stari Rimljani su kuvali uskislo vino da bi proizveli veoma sladak sirup koji se zove sapa.	vino	162.0	6.0	True	False
Stari Rimljani su kuvali uskislo vino da bi proizveli veoma sladak sirup koji se zove sapa.	veoma	162.0	10.0	False	False
Stari Rimljani su kuvali uskislo vino da bi proizveli veoma sladak sirup koji se zove sapa.	sladak	162.0	11.0	False	False
Godine 1968. udala se za grčkog brodskog magnata Aristotela Onazisa.	Godine	163.0	1.0	False	False
Tokom sezone 2005–2006. ponovo se mučio s povredama.	povredama	164.0	10.0	False	False
Ljudi sa izraženim negativnim simptomima često su se i pre početka bolesti loše prilagođavali, a njihov odgovor na lekove često je ograničen.	negativnim	167.0	4.0	False	False
Ljudi sa izraženim negativnim simptomima često su se i pre početka bolesti loše prilagođavali, a njihov odgovor na lekove često je ograničen.	početka	167.0	11.0	False	False
Ljudi sa izraženim negativnim simptomima često su se i pre početka bolesti loše prilagođavali, a njihov odgovor na lekove često je ograničen.	bolesti	167.0	12.0	True	False
Odnosi sa Sjedinjenim Državama i zapadnoevropskim narodima uglavnom su bili srdačni.	Odnosi	169.0	1.0	False	False
Odnosi sa Sjedinjenim Državama i zapadnoevropskim narodima uglavnom su bili srdačni.	narodima	169.0	7.0	False	False
Odnosi sa Sjedinjenim Državama i zapadnoevropskim narodima uglavnom su bili srdačni.	srdačni	169.0	11.0	False	False
Li je bio primoran da promeni planove.	primoran	170.0	4.0	False	False
Nakon organizovanja još tri konferencije 2003, 2005. i 2007. godine, 2009. godine osnovan je SDEWES centar.	konferencije	173.0	5.0	True	False
Nakon organizovanja još tri konferencije 2003, 2005. i 2007. godine, 2009. godine osnovan je SDEWES centar.	godine	173.0	11.0	False	False
Zbog rasta troškova i nepouzdanog tržišta projekat je prekinut 1971. godine, pre nego što su dva prototipa završena.	rasta	174.0	2.0	False	False
Zbog rasta troškova i nepouzdanog tržišta projekat je prekinut 1971. godine, pre nego što su dva prototipa završena.	prekinut	174.0	9.0	False	False
Zbog rasta troškova i nepouzdanog tržišta projekat je prekinut 1971. godine, pre nego što su dva prototipa završena.	godine	174.0	11.0	False	False
Zbog rasta troškova i nepouzdanog tržišta projekat je prekinut 1971. godine, pre nego što su dva prototipa završena.	završena	174.0	19.0	False	False
Teodor se 1206. godine proglasio carem u Nikeji.	godine	175.0	4.0	False	False
Uvod počinje proglasom: „Bauk kruži Evropom — bauk komunizma“.	proglasom	176.0	3.0	False	False
Iako CENELEC blisko sarađuje sa Evropskom unijom, to nije institucija EU.	institucija	177.0	11.0	True	False
Muškarci obolevaju 50 % češće nego žene, a prevalenca je povećana u jesen.	žene	179.0	7.0	False	False
Butan je postao član Ujedinjenih nacija 1971. godine.	postao	180.0	3.0	False	False
Butan je postao član Ujedinjenih nacija 1971. godine.	godine	180.0	8.0	False	False
Većina molekulskih editora može da importuje niske SMILES da bi ih konvertovala ponovo u dvodimenzionalne crteže ili trodimenzionalne modele molekula.	niske	181.0	7.0	True	False
Većina molekulskih editora može da importuje niske SMILES da bi ih konvertovala ponovo u dvodimenzionalne crteže ili trodimenzionalne modele molekula.	modele	181.0	19.0	False	False
Dakle, Isus ima dve prirode, jednu ljudsku i jednu božansku.	prirode	182.0	6.0	False	False
Dakle, Isus ima dve prirode, jednu ljudsku i jednu božansku.	ljudsku	182.0	9.0	False	False
Prvi model počeo je da se koristi 1952. godine i zamenio je Mi-1.	Prvi	184.0	1.0	False	False
Prvi model počeo je da se koristi 1952. godine i zamenio je Mi-1.	koristi	184.0	7.0	False	False
Prvi model počeo je da se koristi 1952. godine i zamenio je Mi-1.	godine	184.0	9.0	False	False
Tamo je odigrao samo jedan meč protiv Australije.	Tamo	185.0	1.0	False	False
Pošto je krup obično virusna bolest, antibiotici se ne koriste osim ako se sumnja na sekundarnu bakterijsku infekciju.	obično	187.0	4.0	False	False
Pošto je krup obično virusna bolest, antibiotici se ne koriste osim ako se sumnja na sekundarnu bakterijsku infekciju.	bolest	187.0	6.0	True	False
Pošto je krup obično virusna bolest, antibiotici se ne koriste osim ako se sumnja na sekundarnu bakterijsku infekciju.	sumnja	187.0	15.0	False	False
Pošto je krup obično virusna bolest, antibiotici se ne koriste osim ako se sumnja na sekundarnu bakterijsku infekciju.	sekundarnu	187.0	17.0	True	False
Uverite se i sami: u Sovjetskom Savezu svi su za mir i prijateljstvo među narodima.	Savezu	188.0	8.0	False	False
Uverite se i sami: u Sovjetskom Savezu svi su za mir i prijateljstvo među narodima.	mir	188.0	12.0	False	False
Uverite se i sami: u Sovjetskom Savezu svi su za mir i prijateljstvo među narodima.	prijateljstvo	188.0	14.0	False	False
Uverite se i sami: u Sovjetskom Savezu svi su za mir i prijateljstvo među narodima.	narodima	188.0	16.0	False	False
Većina naftnih polja je mnogo manja.	mnogo	189.0	5.0	False	False
Preporuka CDC-a je da se seksualno aktivni muškarci koji upražnjavaju seks sa drugim muškarcima testiraju najmanje jednom godišnje.	aktivni	190.0	7.0	False	False
Preporuka CDC-a je da se seksualno aktivni muškarci koji upražnjavaju seks sa drugim muškarcima testiraju najmanje jednom godišnje.	drugim	190.0	13.0	False	False
Preporuka CDC-a je da se seksualno aktivni muškarci koji upražnjavaju seks sa drugim muškarcima testiraju najmanje jednom godišnje.	jednom	190.0	17.0	False	False
Bivša Mletačka republika bila je podeljena između Austrije i Francuske.	Bivša	191.0	1.0	True	False
Bivša Mletačka republika bila je podeljena između Austrije i Francuske.	republika	191.0	3.0	True	False
Do kraja septembra akcije su pale na 150 funti.	akcije	192.0	4.0	False	False
Preventivna zaštita se postiže boljom higijenom, što uključuje poboljšan pristup toaletima i pravilno odlaganje izmeta.	pristup	194.0	11.0	True	False
To je ujedno i najistočnije selo u Švajcarskoj.	najistočnije	195.0	5.0	False	False
Liber je jedan od primarnih izvora za tadašnji život u Burgundiji, kao i za istoriju njenih kraljeva.	život	196.0	9.0	False	False
Liber je jedan od primarnih izvora za tadašnji život u Burgundiji, kao i za istoriju njenih kraljeva.	istoriju	196.0	16.0	False	False
Od maja do septembra u Izraelu retko pada kiša.	kiša	197.0	9.0	False	False
Ovaj standard je nazvan MIDI (Musical Instrument Digital Interface).	standard	198.0	2.0	True	False
Vizantinci su se, međutim, na kraju oporavili i 1014. godine, pod Vasilijem II, naneli Bugarima težak poraz u bici na Belasici.	godine	199.0	12.0	False	False
Vizantinci su se, međutim, na kraju oporavili i 1014. godine, pod Vasilijem II, naneli Bugarima težak poraz u bici na Belasici.	težak	199.0	20.0	False	False
Ovaj egzotičan oblik materije poznat je kao degenerisana materija.	oblik	202.0	3.0	False	False
Ovaj egzotičan oblik materije poznat je kao degenerisana materija.	poznat	202.0	5.0	False	False
Vrativši se u Albaniju, Mojsiju je nastavio vojnu karijeru u inženjerskom odeljenju Ministarstva odbrane.	Vrativši			False	False
To je ključno za neke filozofske teorije istorije, kao što su Hegelova i Marksova.	istorije	206.0	8.0	False	False
Globalna stopa ovolevanja od astme značajno se povećala između šezdesetih godina XX veka i 2008. godine, a od sedamdesetih je prepoznata kao veliki problem javnog zdravlja.	godina	207.0	11.0	False	False
Globalna stopa ovolevanja od astme značajno se povećala između šezdesetih godina XX veka i 2008. godine, a od sedamdesetih je prepoznata kao veliki problem javnog zdravlja.	veka	207.0	13.0	False	False
Globalna stopa ovolevanja od astme značajno se povećala između šezdesetih godina XX veka i 2008. godine, a od sedamdesetih je prepoznata kao veliki problem javnog zdravlja.	godine	207.0	16.0	False	False
Globalna stopa ovolevanja od astme značajno se povećala između šezdesetih godina XX veka i 2008. godine, a od sedamdesetih je prepoznata kao veliki problem javnog zdravlja.	prepoznata	207.0	22.0	False	False
Globalna stopa ovolevanja od astme značajno se povećala između šezdesetih godina XX veka i 2008. godine, a od sedamdesetih je prepoznata kao veliki problem javnog zdravlja.	veliki	207.0	24.0	False	False
Globalna stopa ovolevanja od astme značajno se povećala između šezdesetih godina XX veka i 2008. godine, a od sedamdesetih je prepoznata kao veliki problem javnog zdravlja.	problem	207.0	25.0	False	False
Tajni ugovor sklopljen je između Osmanskog i Nemačkog carstva 2. avgusta 1914. godine.	Tajni	208.0	1.0	False	False
Kristifor Kolumbo je to koristio na svojim putovanjima preko Atlantika.	koristio	210.0	5.0	False	False
Kristifor Kolumbo je to koristio na svojim putovanjima preko Atlantika.	putovanjima	210.0	8.0	False	False
Janson je ucrtao još oko 320 kilometara (199 milja) obale, za koju je mislio da je južni produžetak Nove Gvineje.	ucrtao	211.0	3.0	False	False
Janson je ucrtao još oko 320 kilometara (199 milja) obale, za koju je mislio da je južni produžetak Nove Gvineje.	produžetak	211.0	21.0	False	False
Najstarije stene na Zemlji nalaze se u severnoameričkom kratonu Kanade.	Najstarije	212.0	1.0	False	False
„Bože moj, Bože moj, zašto si me napustio?“	napustio	213.0	11.0	False	False
Godine 1906. formiran je odbor za izgradnju crkve.	Godine	215.0	1.0	False	False
Amfetamin, kokain i u manjoj meri alkohol mogu da dovedu do prolazne stimulativne psihoze ili alkoholne psihoze, koja se manifestuje veoma slično šizofreniji.	meri	216.0	7.0	False	False
Amfetamin, kokain i u manjoj meri alkohol mogu da dovedu do prolazne stimulativne psihoze ili alkoholne psihoze, koja se manifestuje veoma slično šizofreniji.	dovedu	216.0	11.0	False	False
Harijet Tejlor Mil bila je britanska filozofkinja i zagovornica ženskih prava.	ženskih	217.0	10.0	False	False
U Iraku je poznat kao „grad džamija“, zbog više od 200 džamija koje se nalaze u gradu i okolnim selima.	gradu	220.0	20.0	False	False
Inauguralna trka održana je 1929. i pobedio je Vilijam Grover-Vilijams u Bugatiju.	trka	222.0	2.0	False	False
Kontaminirana odeća mora da se ukloni.	ukloni	224.0	6.0	False	False
Savezničke armije su pokušale da zaustave nemačku vojsku u Belgiji, verujući da je tu glavni nemački napad.	zaustave	225.0	6.0	False	False
Savezničke armije su pokušale da zaustave nemačku vojsku u Belgiji, verujući da je tu glavni nemački napad.	verujući	225.0	12.0	False	False
To je značilo suočavanje sa onim što će se zvati Turskim ratom za nezavisnost.	značilo	227.0	3.0	False	False
Dmitrij Mendeljejev je predstavio prvi periodni sistem Ruskom hemijskom društvu.	predstavio	228.0	4.0	False	False
Dmitrij Mendeljejev je predstavio prvi periodni sistem Ruskom hemijskom društvu.	prvi	228.0	5.0	True	False
Dmitrij Mendeljejev je predstavio prvi periodni sistem Ruskom hemijskom društvu.	društvu	228.0	10.0	True	False
U to vreme vladala je velika glad.	vladala	229.0	4.0	False	True
Stoga je razvijanje vakcine širokog dejstva malo verovatno.	verovatno	230.0	8.0	False	False
Povreda ga je izbacila iz igre na godinu i po dana.	Povreda	231.0	1.0	False	False
Povreda ga je izbacila iz igre na godinu i po dana.	po	231.0	10.0	True	False
Povreda ga je izbacila iz igre na godinu i po dana.	dana	231.0	11.0	False	False
Sistem japanskih brojeva je sistem naziva brojeva koji se koriste u japanskom jeziku.	sistem	232.0	5.0	False	False
Sistem japanskih brojeva je sistem naziva brojeva koji se koriste u japanskom jeziku.	koriste	232.0	10.0	True	False
Ona je ljubazna prema deci, ali može biti stroga kad zatreba.	ljubazna	233.0	3.0	False	False
Kod težih slučajeva može biti potrebno intravensko davanje tečnosti.	težih	234.0	2.0	False	False
Kod težih slučajeva može biti potrebno intravensko davanje tečnosti.	slučajeva	234.0	3.0	False	False
Izveštaji o njegovoj smrti su kontradiktorni.	smrti	235.0	4.0	False	False
Izveštaji o njegovoj smrti su kontradiktorni.	kontradiktorni	235.0	6.0	False	False
Mislim da bi život bez napetosti bio veoma dosadan i beskoristan.	napetosti	236.0	6.0	True	False
Mislim da bi život bez napetosti bio veoma dosadan i beskoristan.	veoma	236.0	8.0	False	False
Iako je uzrok obične prehlade identifikovan tek pedesetih godina XX veka, ova bolest je pratila čovečanstvo kroz čitavu istoriju.	pedesetih	237.0	8.0	False	False
Iako je uzrok obične prehlade identifikovan tek pedesetih godina XX veka, ova bolest je pratila čovečanstvo kroz čitavu istoriju.	godina	237.0	9.0	False	False
Iako je uzrok obične prehlade identifikovan tek pedesetih godina XX veka, ova bolest je pratila čovečanstvo kroz čitavu istoriju.	veka	237.0	11.0	False	False
Iako je uzrok obične prehlade identifikovan tek pedesetih godina XX veka, ova bolest je pratila čovečanstvo kroz čitavu istoriju.	bolest	237.0	14.0	True	False
Iako je uzrok obične prehlade identifikovan tek pedesetih godina XX veka, ova bolest je pratila čovečanstvo kroz čitavu istoriju.	pratila	237.0	16.0	False	False
Iako je uzrok obične prehlade identifikovan tek pedesetih godina XX veka, ova bolest je pratila čovečanstvo kroz čitavu istoriju.	čitavu	237.0	19.0	False	False
Ostale slike se odnose na važne događaje iz istorije zemlje.	se			False	False
Ostale slike se odnose na važne događaje iz istorije zemlje.	događaje	238.0	7.0	False	False
Ostale slike se odnose na važne događaje iz istorije zemlje.	istorije	238.0	9.0	False	False
Veoma povoljno pojavljivanje komete usledilo je 1879. godine, kada je ona mogla da se posmatra najduže do danas–četiri meseca.	Veoma	239.0	1.0	False	False
Veoma povoljno pojavljivanje komete usledilo je 1879. godine, kada je ona mogla da se posmatra najduže do danas–četiri meseca.	godine	239.0	8.0	False	False
Veoma povoljno pojavljivanje komete usledilo je 1879. godine, kada je ona mogla da se posmatra najduže do danas–četiri meseca.	posmatra	239.0	16.0	False	False
Veoma povoljno pojavljivanje komete usledilo je 1879. godine, kada je ona mogla da se posmatra najduže do danas–četiri meseca.	meseca	239.0	22.0	False	False
Komplikacije su direktna posledica gojaznosti ili su indirektno povezane s mehanizmima koji imaju isti uzrok, kao što je loša ishrana ili sedentarni način života.	isti	240.0	14.0	False	False
Komplikacije su direktna posledica gojaznosti ili su indirektno povezane s mehanizmima koji imaju isti uzrok, kao što je loša ishrana ili sedentarni način života.	ishrana	240.0	21.0	False	False
To je glavni uzrok smrti među svim starosnim grupama, što dovodi do 4 miliona smrtnih slučajeva (7 % ukupne smrtnosti u svetu) godišnje.	slučajeva	241.0	17.0	False	False
To je glavni uzrok smrti među svim starosnim grupama, što dovodi do 4 miliona smrtnih slučajeva (7 % ukupne smrtnosti u svetu) godišnje.	svetu	241.0	24.0	False	False
To je glavni uzrok smrti među svim starosnim grupama, što dovodi do 4 miliona smrtnih slučajeva (7 % ukupne smrtnosti u svetu) godišnje.	godišnje	241.0	26.0	False	False
Prenos hepatitisa C s majke na dete javlja se u manje od 10 % trudnoća.	dete	242.0	7.0	False	False
Fobos izlazi na zapadu, zalazi na istoku i ponovo izlazi za samo 11 sati.	izlazi	244.0	2.0	False	False
Fobos izlazi na zapadu, zalazi na istoku i ponovo izlazi za samo 11 sati.	izlazi	244.0	11.0	False	False
Žoslena su oslepili i umro je u tamnici u Alepu 1159. godine.	godine	245.0	12.0	False	False
Godine 1980. doktorirao je odbranivši disertaciju o problemima austrijske odbrambene politike.	Godine	246.0	1.0	False	False
Godine 1980. doktorirao je odbranivši disertaciju o problemima austrijske odbrambene politike.	politike	246.0	11.0	False	False
Rabin Ahron Daum je plodan autor koji je pisao o različitim temama iz oblasti jevrejskih studija.	plodan	249.0	5.0	False	False
Rabin Ahron Daum je plodan autor koji je pisao o različitim temama iz oblasti jevrejskih studija.	pisao	249.0	9.0	False	False
Muškarci koji prestanu da puše u narednih deset godina dobiju u proseku 4,4 kilograma (9,7 funti), a žene 5,0 kilograma (11,0 funti).	dobiju	250.0	10.0	False	False
To se delimično može objasniti činjenicom da su na Zapadu roditelji koji imaju nesamostalnu decu manje fizički aktivni.	objasniti	252.0	5.0	False	False
To se delimično može objasniti činjenicom da su na Zapadu roditelji koji imaju nesamostalnu decu manje fizički aktivni.	nesamostalnu	252.0	14.0	False	False
Godine 1950. klub je raspušten, ali je ponovo osnovan kasnije iste godine.	Godine	253.0	1.0	False	False
Godine 1950. klub je raspušten, ali je ponovo osnovan kasnije iste godine.	klub	253.0	3.0	True	False
Ostale mere uključuju poboljšanje sanitarnih uslova, kao što su dostupnost funkcionalnih i čistih toaleta i pristup čistoj vodi.	mere	254.0	2.0	False	False
Ostale mere uključuju poboljšanje sanitarnih uslova, kao što su dostupnost funkcionalnih i čistih toaleta i pristup čistoj vodi.	uslova	254.0	6.0	True	False
Ostale mere uključuju poboljšanje sanitarnih uslova, kao što su dostupnost funkcionalnih i čistih toaleta i pristup čistoj vodi.	čistoj	254.0	18.0	False	False
Ovo je bila prva serija koja je snimljena u boji.	prva	255.0	4.0	False	False
Ovo je bila prva serija koja je snimljena u boji.	snimljena	255.0	8.0	False	False
Godine 1945. vraćeno je pređašnje stanje.	Godine	256.0	1.0	False	False
Godine 1945. vraćeno je pređašnje stanje.	vraćeno	256.0	3.0	False	False
Godine 1945. vraćeno je pređašnje stanje.	pređašnje	256.0	5.0	False	False
Godine 1945. vraćeno je pređašnje stanje.	stanje	256.0	6.0	False	False
Bruto domaći proizvod je vrednost svih krajnjih dobara i usluga proizvedenih u jednoj državi u datoj godini.	vrednost	258.0	5.0	False	False
Bruto domaći proizvod je vrednost svih krajnjih dobara i usluga proizvedenih u jednoj državi u datoj godini.	datoj	258.0	16.0	True	False
Bruto domaći proizvod je vrednost svih krajnjih dobara i usluga proizvedenih u jednoj državi u datoj godini.	godini	258.0	17.0	False	False
Od 1893. godine Korintski kanal prolazi kroz 6,3 km dugu prevlaku i zapravo je od Peloponeza napravio ostrvo.	godine	259.0	3.0	False	False
Od 1893. godine Korintski kanal prolazi kroz 6,3 km dugu prevlaku i zapravo je od Peloponeza napravio ostrvo.	kanal	259.0	5.0	False	False
Od 1893. godine Korintski kanal prolazi kroz 6,3 km dugu prevlaku i zapravo je od Peloponeza napravio ostrvo.	prevlaku	259.0	11.0	False	False
Od 1893. godine Korintski kanal prolazi kroz 6,3 km dugu prevlaku i zapravo je od Peloponeza napravio ostrvo.	napravio	259.0	17.0	False	False
Od 1893. godine Korintski kanal prolazi kroz 6,3 km dugu prevlaku i zapravo je od Peloponeza napravio ostrvo.	ostrvo	259.0	18.0	True	False
Nemačka Jugozapadna Afrika bila je jedina nemačka kolonija u kojoj su se Nemci naselili u velikom broju.	jedina	260.0	6.0	False	False
Nemačka Jugozapadna Afrika bila je jedina nemačka kolonija u kojoj su se Nemci naselili u velikom broju.	velikom	260.0	16.0	False	False
Većina krušaka je listopadna, ali jedna ili dve vrste u Jugoistočnoj Aziji su zimzelene.	krušaka	261.0	2.0	True	False
Većina krušaka je listopadna, ali jedna ili dve vrste u Jugoistočnoj Aziji su zimzelene.	vrste	261.0	10.0	False	False
Procenjeni raspon godišnjih izdataka za dijetetske proizvode iznosi od 40 do 100 milijardi dolara samo u SAD.	raspon	262.0	2.0	False	False
Procenjeni raspon godišnjih izdataka za dijetetske proizvode iznosi od 40 do 100 milijardi dolara samo u SAD.	godišnjih	262.0	3.0	True	False
Procenjeni raspon godišnjih izdataka za dijetetske proizvode iznosi od 40 do 100 milijardi dolara samo u SAD.	samo	262.0	15.0	False	False
Godine 1871. Rihard Dedekind nazvao je poljem skup realnih ili kompleksnih brojeva koji je zatvoren u odnosu na četiri aritmetičke operacije.	Godine	263.0	1.0	False	False
Godine 1871. Rihard Dedekind nazvao je poljem skup realnih ili kompleksnih brojeva koji je zatvoren u odnosu na četiri aritmetičke operacije.	realnih	263.0	9.0	False	False
Njen uticaj na muža bio je veliki i uglavnom blagotvoran.	uticaj	264.0	2.0	False	False
Njen uticaj na muža bio je veliki i uglavnom blagotvoran.	veliki	264.0	7.0	False	False
Ukoliko je infekcija samo s nekoliko crva, obično nema simptoma.	infekcija	265.0	3.0	False	False
Ukoliko je infekcija samo s nekoliko crva, obično nema simptoma.	obično	265.0	9.0	False	False
Rizik se kod žena povećava za 7 % po detetu, a kod muškaraca za 4 % po detetu.	žena	266.0	4.0	False	False
Početna procena osoba s hipertenzijom treba da uključi kompletnu istoriju bolesti i fizički pregled.	kompletnu	267.0	9.0	False	False
Hugbert je započeo sprovođenje plana svog prethodnika o stvaranju nezavisne bavarske crkve.	crkve	268.0	12.0	True	False
Tokom XX veka, kako je stanovništvo dostizalo svoj genetski potencijal za visinu, težina je počela da raste mnogo brže nego visina, što je dovelo do gojaznosti.	veka	273.0	3.0	False	False
Tokom XX veka, kako je stanovništvo dostizalo svoj genetski potencijal za visinu, težina je počela da raste mnogo brže nego visina, što je dovelo do gojaznosti.	genetski	273.0	10.0	False	False
Tokom XX veka, kako je stanovništvo dostizalo svoj genetski potencijal za visinu, težina je počela da raste mnogo brže nego visina, što je dovelo do gojaznosti.	dovelo	273.0	27.0	False	False
Listu svake godine objavljuje časopis „Fortune“.	godine	274.0	3.0	False	False
Prema specijalnoj teoriji relativnosti, dva posmatrača koja se kreću relativno jedan u odnosu na drugog moraju da koriste različite vremenske koordinate.	drugog	275.0	16.0	False	False
Prema specijalnoj teoriji relativnosti, dva posmatrača koja se kreću relativno jedan u odnosu na drugog moraju da koriste različite vremenske koordinate.	koriste	275.0	19.0	False	False
Mladi fudbaleri učestvuju na raznim manifestacijama van zvanične sezone.	učestvuju	277.0	3.0	False	False
Mladi fudbaleri učestvuju na raznim manifestacijama van zvanične sezone.	raznim	277.0	5.0	False	False
Sredinom IX veka Boris I je odlučio da u Bugarskoj uspostavi hrišćanstvo kao državnu religiju.	veka	278.0	3.0	False	False
Ekvivalentno, grana je most ako i samo ako nije sadržana ni u jednom ciklusu.	most	280.0	5.0	False	False
Istraživači iz tog razloga zaključuju da smanjivanje gojaznosti može da poboljša javno zdravlje, ali da je malo verovatno da će smanjiti ukupne zdravstvene izdatke.	verovatno	281.0	19.0	False	False
Neke metode kontrole začeća mogu se koristiti odmah nakon porođaja, dok druge zahtevaju pauzu do šest meseci.	koristiti	282.0	7.0	False	False
Neke metode kontrole začeća mogu se koristiti odmah nakon porođaja, dok druge zahtevaju pauzu do šest meseci.	druge	282.0	13.0	False	False
Neke metode kontrole začeća mogu se koristiti odmah nakon porođaja, dok druge zahtevaju pauzu do šest meseci.	meseci	282.0	18.0	False	False
Njen simbol, kao i kod ostalih Cezarovih legija, bio je bik zajedno s lavom.	zajedno	283.0	14.0	True	False
Procesor 603 je poznat po veoma niskoj ceni i maloj potrošnji energije.	veoma	284.0	6.0	False	False
Procesor 603 je poznat po veoma niskoj ceni i maloj potrošnji energije.	niskoj	284.0	7.0	False	False
Procesor 603 je poznat po veoma niskoj ceni i maloj potrošnji energije.	ceni	284.0	8.0	False	False
Procesor 603 je poznat po veoma niskoj ceni i maloj potrošnji energije.	energije	284.0	12.0	False	False
Zbog toga Matilda zna samo nekoliko reči na poljskom.	zna	285.0	4.0	False	False
Zbog toga Matilda zna samo nekoliko reči na poljskom.	reči	285.0	7.0	True	False
Nalazila je da je posebno drzak bio sekretar inostranih poslova, lord Palmerston, koji je često radio bez prethodnih konsultacija s kabinetom, premijerom ili kraljicom.	drzak	286.0	6.0	False	False
Nalazila je da je posebno drzak bio sekretar inostranih poslova, lord Palmerston, koji je često radio bez prethodnih konsultacija s kabinetom, premijerom ili kraljicom.	poslova	286.0	10.0	False	False
Nalazila je da je posebno drzak bio sekretar inostranih poslova, lord Palmerston, koji je često radio bez prethodnih konsultacija s kabinetom, premijerom ili kraljicom.	lord	286.0	12.0	False	False
Nalazila je da je posebno drzak bio sekretar inostranih poslova, lord Palmerston, koji je često radio bez prethodnih konsultacija s kabinetom, premijerom ili kraljicom.	prethodnih	286.0	20.0	False	False
Filip je morao da preda flotu i da postane rimski saveznik, ali osim toga je bio pošteđen.	preda	287.0	5.0	False	False
Filip je morao da preda flotu i da postane rimski saveznik, ali osim toga je bio pošteđen.	rimski	287.0	10.0	False	False
Prema klasifikaciji Svetske zdravstvene organizacije iz 2009. godine, postoje dva tipa groznice denga: oblik bez komplikacija i težak oblik.	organizacije	288.0	5.0	False	False
Prema klasifikaciji Svetske zdravstvene organizacije iz 2009. godine, postoje dva tipa groznice denga: oblik bez komplikacija i težak oblik.	godine	288.0	8.0	False	False
