Sentence	Token	Sentence index	Token index	First Model NEW_SENSE	Second Model NEW_SENSE
Objavio je nekoliko kataloga muzejskih zbirki koji su sadržavali opsežne rasprave o životinjskim grupama, kao i opise novih vrsta.	muzejskih	138.0	5.0	False	False
Objavio je nekoliko kataloga muzejskih zbirki koji su sadržavali opsežne rasprave o životinjskim grupama, kao i opise novih vrsta.	zbirki	138.0	6.0	False	False
Objavio je nekoliko kataloga muzejskih zbirki koji su sadržavali opsežne rasprave o životinjskim grupama, kao i opise novih vrsta.	grupama	138.0	14.0	False	False
Objavio je nekoliko kataloga muzejskih zbirki koji su sadržavali opsežne rasprave o životinjskim grupama, kao i opise novih vrsta.	vrsta	138.0	20.0	True	False
Brojni sistem štapića je pozicioni brojni sistem koji su Kinezi koristili u matematici.	koristili	139.0	11.0	True	False
Aljaska slavi tu kupovinu svake godine poslednjeg ponedeljka u martu, koji je poznat kao Sjuardov dan.	poznat	140.0	14.0	False	False
Kršten je u palati Sorgenfri 9. aprila 1899. godine.	palati	141.0	4.0	True	False
Kršten je u palati Sorgenfri 9. aprila 1899. godine.	godine	141.0	9.0	False	False
Teška voda se koristi kao moderator neutrona i za hlađenje nuklearnih reaktora.	koristi	142.0	4.0	True	False
Teška voda se koristi kao moderator neutrona i za hlađenje nuklearnih reaktora.	kao	142.0	5.0	False	False
Teška voda se koristi kao moderator neutrona i za hlađenje nuklearnih reaktora.	neutrona	142.0	7.0	True	False
Eritreja je zvanično postala italijanska kolonija.	postala	143.0	4.0	False	False
Do kraja godine planinski putevi su zatvoreni.	godine	144.0	3.0	False	False
Do kraja godine planinski putevi su zatvoreni.	putevi	144.0	5.0	False	False
Do kraja godine planinski putevi su zatvoreni.	zatvoreni	144.0	7.0	True	False
Sledećeg leta bend je prvi put svirao na festivalima u Finskoj i drugim zemljama.	Sledećeg	146.0	1.0	False	False
Sledećeg leta bend je prvi put svirao na festivalima u Finskoj i drugim zemljama.	leta	146.0	2.0	True	False
Sledećeg leta bend je prvi put svirao na festivalima u Finskoj i drugim zemljama.	prvi	146.0	5.0	False	False
Sledećeg leta bend je prvi put svirao na festivalima u Finskoj i drugim zemljama.	drugim	146.0	13.0	False	False
Umro je u pedeset devetoj godini vladavine, prema svim dostupnim izvorima.	godini	147.0	6.0	False	False
Tokom helenističkog perioda u nekim gradovima državama osnivane su javne škole.	gradovima	149.0	6.0	False	False
Tokom naredne dve decenije gradovi na nivou prefektura zamenili su ogromnu većinu kineskih prefektura; proces je još uvek u toku.	naredne	150.0	2.0	False	False
Tokom naredne dve decenije gradovi na nivou prefektura zamenili su ogromnu većinu kineskih prefektura; proces je još uvek u toku.	gradovi	150.0	5.0	True	False
Tokom naredne dve decenije gradovi na nivou prefektura zamenili su ogromnu većinu kineskih prefektura; proces je još uvek u toku.	zamenili	150.0	9.0	False	False
Tokom naredne dve decenije gradovi na nivou prefektura zamenili su ogromnu većinu kineskih prefektura; proces je još uvek u toku.	ogromnu	150.0	11.0	False	False
Tokom naredne dve decenije gradovi na nivou prefektura zamenili su ogromnu većinu kineskih prefektura; proces je još uvek u toku.	većinu	150.0	12.0	False	False
Bombardovanje, koje je pažljivo ciljano pomoću snimanja iz vazduha, počelo je 22. septembra.	ciljano	151.0	6.0	False	False
Bombardovanje, koje je pažljivo ciljano pomoću snimanja iz vazduha, počelo je 22. septembra.	počelo	151.0	12.0	False	False
Partnerstvo za mir je program NATO-a koji ima za cilj stvaranje poverenja između NATO-a i drugih država u Evropi i u bivšem Sovjetskom Savezu.	stvaranje	152.0	11.0	False	False
Partnerstvo za mir je program NATO-a koji ima za cilj stvaranje poverenja između NATO-a i drugih država u Evropi i u bivšem Sovjetskom Savezu.	drugih	152.0	16.0	False	False
Partnerstvo za mir je program NATO-a koji ima za cilj stvaranje poverenja između NATO-a i drugih država u Evropi i u bivšem Sovjetskom Savezu.	Savezu	152.0	24.0	False	False
Stoga se pretpostavljalo da regioni H II moraju biti oni u kojima se formiraju nove zvezde.	moraju	153.0	8.0	False	False
Nova italijanska vlada odlučila je da konfiskuje mnogo crkvenih nepokretnosti, uključujući i biblioteku Koledža.	vlada	154.0	3.0	True	False
Nova italijanska vlada odlučila je da konfiskuje mnogo crkvenih nepokretnosti, uključujući i biblioteku Koledža.	mnogo	154.0	8.0	False	False
Nova italijanska vlada odlučila je da konfiskuje mnogo crkvenih nepokretnosti, uključujući i biblioteku Koledža.	biblioteku	154.0	14.0	False	False
Od danas će me svi naraštaji zvati blaženim, Svemogući za mene učini velika dela i sveto je Ime njegovo.	zvati	155.0	7.0	True	False
Od danas će me svi naraštaji zvati blaženim, Svemogući za mene učini velika dela i sveto je Ime njegovo.	velika	155.0	14.0	False	False
Od danas će me svi naraštaji zvati blaženim, Svemogući za mene učini velika dela i sveto je Ime njegovo.	dela	155.0	15.0	False	False
Nekoliko zemalja koristi ga kao svoju zvaničnu valutu, a u mnogim drugim zemljama to je de fakto valuta.	koristi	156.0	3.0	False	False
Nekoliko zemalja koristi ga kao svoju zvaničnu valutu, a u mnogim drugim zemljama to je de fakto valuta.	kao	156.0	5.0	False	False
Nekoliko zemalja koristi ga kao svoju zvaničnu valutu, a u mnogim drugim zemljama to je de fakto valuta.	drugim	156.0	13.0	False	False
Iz finansijskih razloga i potreba scenarija, originalna knjiga je podeljena na dva filma koja su snimana jedan za drugim.	scenarija	157.0	6.0	False	False
Iz finansijskih razloga i potreba scenarija, originalna knjiga je podeljena na dva filma koja su snimana jedan za drugim.	originalna	157.0	8.0	False	False
Iz finansijskih razloga i potreba scenarija, originalna knjiga je podeljena na dva filma koja su snimana jedan za drugim.	filma	157.0	14.0	False	False
Nakon doktorata Pejn je proučavala zvezde visokog sjaja kako bi razumela strukturu Mlečnog puta.	proučavala	158.0	5.0	True	False
Nakon doktorata Pejn je proučavala zvezde visokog sjaja kako bi razumela strukturu Mlečnog puta.	visokog	158.0	7.0	False	False
Nakon doktorata Pejn je proučavala zvezde visokog sjaja kako bi razumela strukturu Mlečnog puta.	puta	158.0	14.0	True	False
Godine 1885. Topan je počela da se obučava za medicinsku sestru u bolnici Kembridž.	Godine	159.0	1.0	False	False
Godine 1885. Topan je počela da se obučava za medicinsku sestru u bolnici Kembridž.	bolnici	159.0	13.0	False	False
Jupiter je obično četvrto najsjajnije telo na nebu (posle Sunca, Meseca i Venere); ponekad se Mars čini svetlijim od Jupitera.	se			False	False
Jupiter je obično četvrto najsjajnije telo na nebu (posle Sunca, Meseca i Venere); ponekad se Mars čini svetlijim od Jupitera.	obično	161.0	3.0	False	False
Jupiter je obično četvrto najsjajnije telo na nebu (posle Sunca, Meseca i Venere); ponekad se Mars čini svetlijim od Jupitera.	nebu	161.0	8.0	False	False
Nakon Ruprehtove smrti 1410. godine njegovu zemlju su podelila njegova četiri sina.	godine	162.0	5.0	False	False
Tokom Drugog svetskog rata pariski članovi francuskog pokreta otpora koristili su sistem tunela.	pokreta			False	False
Tokom Drugog svetskog rata pariski članovi francuskog pokreta otpora koristili su sistem tunela.	koristili	163.0	10.0	True	False
Programiranje u paru je dinamična tehnika razvoja softvera u kojoj dva programera rade zajedno na jednoj radnoj stanici.	rade	164.0	13.0	False	False
Programiranje u paru je dinamična tehnika razvoja softvera u kojoj dva programera rade zajedno na jednoj radnoj stanici.	zajedno	164.0	14.0	False	False
Luanda je glavni i najveći grad Angole.	glavni	165.0	3.0	False	False
Mađarska je preživela i mongolsku invaziju 1285. godine.	godine	166.0	8.0	False	False
Ovaj rad je kasnije proširen na Magelanske oblake, dodavanjem 2.000.000 podataka o promenljivim zvezdama.	rad	170.0	2.0	False	False
Ovaj rad je kasnije proširen na Magelanske oblake, dodavanjem 2.000.000 podataka o promenljivim zvezdama.	promenljivim	170.0	14.0	False	False
Naknadne vojne i ekonomske tenzije između Britanije i Nemačke bile su glavni uzroci Prvog svetskog rata, tokom kojeg se Britanija u velikoj meri oslanjala na čitavo svoje carstvo.	Prvog	172.0	14.0	False	False
Naknadne vojne i ekonomske tenzije između Britanije i Nemačke bile su glavni uzroci Prvog svetskog rata, tokom kojeg se Britanija u velikoj meri oslanjala na čitavo svoje carstvo.	meri	172.0	24.0	False	False
Jedan od načina predstavljanja euklidske ravni jeste da je to skup tačaka koje zadovoljavaju određene odnose, koji se mogu izraziti pomoću rastojanja i ugla.	načina	175.0	3.0	False	False
Jedan od načina predstavljanja euklidske ravni jeste da je to skup tačaka koje zadovoljavaju određene odnose, koji se mogu izraziti pomoću rastojanja i ugla.	skup	175.0	11.0	True	False
Jedan od načina predstavljanja euklidske ravni jeste da je to skup tačaka koje zadovoljavaju određene odnose, koji se mogu izraziti pomoću rastojanja i ugla.	izraziti	175.0	21.0	True	False
Jedan od načina predstavljanja euklidske ravni jeste da je to skup tačaka koje zadovoljavaju određene odnose, koji se mogu izraziti pomoću rastojanja i ugla.	rastojanja	175.0	23.0	False	False
Zbog toga on ne pravi jasnu razliku između filozofije i teologije, jer veruje da se obe bave istom temom.	se			False	False
Zbog toga on ne pravi jasnu razliku između filozofije i teologije, jer veruje da se obe bave istom temom.	pravi	176.0	5.0	True	False
Zbog toga on ne pravi jasnu razliku između filozofije i teologije, jer veruje da se obe bave istom temom.	veruje	176.0	14.0	False	False
Zbog toga on ne pravi jasnu razliku između filozofije i teologije, jer veruje da se obe bave istom temom.	istom	176.0	19.0	False	False
Zbog toga on ne pravi jasnu razliku između filozofije i teologije, jer veruje da se obe bave istom temom.	temom	176.0	20.0	False	False
Poslednjih godina života narušio je zdravlje prekomernim konzumiranjem alkohola.	Poslednjih	180.0	1.0	False	False
Poslednjih godina života narušio je zdravlje prekomernim konzumiranjem alkohola.	prekomernim	180.0	7.0	False	False
Zatim je proučavala promenljive zvezde i sa svojim pomoćnicima zabeležila više od 1.250.000 podataka.	proučavala	182.0	3.0	True	False
Berkeley Software Distribution, poznat kao BSD, derivat je UNIX-a, koji počev od sedamdesetih godina XX veka distribuira Univerzitet Berkli u Kaliforniji.	poznat	183.0	5.0	False	False
Berkeley Software Distribution, poznat kao BSD, derivat je UNIX-a, koji počev od sedamdesetih godina XX veka distribuira Univerzitet Berkli u Kaliforniji.	počev	183.0	14.0	False	False
Berkeley Software Distribution, poznat kao BSD, derivat je UNIX-a, koji počev od sedamdesetih godina XX veka distribuira Univerzitet Berkli u Kaliforniji.	godina	183.0	17.0	False	False
Berkeley Software Distribution, poznat kao BSD, derivat je UNIX-a, koji počev od sedamdesetih godina XX veka distribuira Univerzitet Berkli u Kaliforniji.	veka	183.0	19.0	False	False
Berkeley Software Distribution, poznat kao BSD, derivat je UNIX-a, koji počev od sedamdesetih godina XX veka distribuira Univerzitet Berkli u Kaliforniji.	Univerzitet	183.0	21.0	False	False
Njena teritorija je obuhvatala veći deo današnjih belgijskih provincija Lijež i Limburg, i neke eksklave u drugim delovima Belgije i Holandije.	drugim	184.0	18.0	False	False
Svetlosna godina je rastojanje koje svetlost pređe kroz vakuum za jednu godinu.	rastojanje	185.0	4.0	False	False
Svetlosna godina je rastojanje koje svetlost pređe kroz vakuum za jednu godinu.	godinu	185.0	12.0	False	False
Poznat je po tome što je bio prvi istočni car koji je donosio zakone na grčkom, a ne na latinskom.	prvi	188.0	8.0	False	False
Poznat je po tome što je bio prvi istočni car koji je donosio zakone na grčkom, a ne na latinskom.	istočni	188.0	9.0	False	False
Astronomsko pacifičko društvo svake godine dodeljuje zlatnu medalju „Ketrin Vulf Brus“ za izuzetan životni doprinos astronomiji.	izuzetan	189.0	15.0	False	False
Prvi napredak u rešavanju napravio je Karl Fridrih Gaus, pa se stoga problem po njemu i zove.	Prvi	190.0	1.0	False	False
Prvi napredak u rešavanju napravio je Karl Fridrih Gaus, pa se stoga problem po njemu i zove.	napravio	190.0	5.0	False	False
Prvi napredak u rešavanju napravio je Karl Fridrih Gaus, pa se stoga problem po njemu i zove.	problem	190.0	14.0	True	False
Ovaj fenomen je najočigledniji u Japanu, ali u izvesnoj meri se javlja i u drugim zemljama.	fenomen	191.0	2.0	False	False
Ovaj fenomen je najočigledniji u Japanu, ali u izvesnoj meri se javlja i u drugim zemljama.	izvesnoj	191.0	10.0	False	False
Ovaj fenomen je najočigledniji u Japanu, ali u izvesnoj meri se javlja i u drugim zemljama.	meri	191.0	11.0	False	False
Ovaj fenomen je najočigledniji u Japanu, ali u izvesnoj meri se javlja i u drugim zemljama.	drugim	191.0	16.0	False	False
Nakon pet ili više godina veliki delovi kože mogu odumreti, ostavljajući ožiljke.	kože	192.0	8.0	False	False
Francuska mornarica zauzela je grad kako bi sprečila britansko osvajanje tog područja.	grad	193.0	5.0	True	False
Francuska mornarica zauzela je grad kako bi sprečila britansko osvajanje tog područja.	sprečila	193.0	8.0	False	False
Svaka zemlja je imala 10 članova žirija, a svaki je svojoj omiljenoj pesmi dodelio po jedan bod.	dodelio	194.0	15.0	False	False
Sat je zadržao svoj originalni srednjovekovni izgled.	zadržao	195.0	3.0	False	False
Sat je zadržao svoj originalni srednjovekovni izgled.	izgled	195.0	7.0	False	False
Godine 1975. i 2012. nagrada nije dodeljena.	Godine	196.0	1.0	False	False
Kuper je prvobitno razmatrao samo slučaj formiranja izolovanog para u metalu.	samo	197.0	5.0	False	False
Kuper je prvobitno razmatrao samo slučaj formiranja izolovanog para u metalu.	izolovanog	197.0	8.0	False	False
Veštački horizontalni transfer gena je oblik genetskog inženjeringa.	oblik	198.0	6.0	False	False
Dobila je podršku mnogih bogatih i uticajnih sponzora.	bogatih	199.0	5.0	True	False
Njegov učenik Ares iz Lindosa napravio je Kolosa s Rodosa, jedno od sedam svetskih čuda starog veka.	sedam			False	False
Njegov učenik Ares iz Lindosa napravio je Kolosa s Rodosa, jedno od sedam svetskih čuda starog veka.	napravio	200.0	6.0	False	False
Holandsko kolonijalno naselje Novi Amsterdam kasnije je postalo Njujork.	naselje	202.0	3.0	False	False
Holandsko kolonijalno naselje Novi Amsterdam kasnije je postalo Njujork.	Novi	202.0	4.0	True	False
Holandsko kolonijalno naselje Novi Amsterdam kasnije je postalo Njujork.	postalo	202.0	8.0	False	False
Problem je nazvan po Bazelu, rodnom gradu Ojlera i porodice Bernuli, koja je bezuspešno pokušavala da ga reši.	Problem	203.0	1.0	False	False
Problem je nazvan po Bazelu, rodnom gradu Ojlera i porodice Bernuli, koja je bezuspešno pokušavala da ga reši.	porodice	203.0	11.0	False	False
Dvadeset i šest švajcarskih kantona ima autonomiju u saveznoj državi.	autonomiju	204.0	7.0	False	False
Leži na reci Mekong.	Leži	205.0	1.0	False	False
Profesor fizike na Univerzitetu Berkli u Kaliforniji Dž. Robert Openhajmer imenovan je za naučnog rukovodioca projekta Menhetn 1942. godine.	imenovan	206.0	11.0	False	False
Profesor fizike na Univerzitetu Berkli u Kaliforniji Dž. Robert Openhajmer imenovan je za naučnog rukovodioca projekta Menhetn 1942. godine.	naučnog	206.0	14.0	False	False
Profesor fizike na Univerzitetu Berkli u Kaliforniji Dž. Robert Openhajmer imenovan je za naučnog rukovodioca projekta Menhetn 1942. godine.	rukovodioca	206.0	15.0	False	False
U sedmom pokušaju uspela je da pređe u Španiju preko Pirineja.	pređe	207.0	7.0	False	False
Jedanaest dana nakon smrti Klimenta VIII 62 kardinala su ušla u konklavu.	dana	208.0	2.0	False	False
Jedanaest dana nakon smrti Klimenta VIII 62 kardinala su ušla u konklavu.	smrti	208.0	4.0	False	False
Sam grad mora da potiče iz tog doba.	mora	209.0	3.0	False	False
Tako je Vilijamova smrt označila kraj personalne unije između Hanovera i Ujedinjenog Kraljevstva, koja je trajala od 1714. godine.	smrt	210.0	4.0	False	False
Tako je Vilijamova smrt označila kraj personalne unije između Hanovera i Ujedinjenog Kraljevstva, koja je trajala od 1714. godine.	označila	210.0	5.0	False	False
Nepune dve godine nakon Uma-kanove smrti kanat se dobrovoljno potčinio ruskoj vlasti.	vlasti	211.0	14.0	False	False
Osim anime serija, studio Pjero je napravio jedanaest filmova i jedanaest originalnih video-animacija (OVA).	filmova	212.0	10.0	False	False
Osim anime serija, studio Pjero je napravio jedanaest filmova i jedanaest originalnih video-animacija (OVA).	video	212.0	14.0	False	False
Baza podataka ChemSpider u vlasništvu je Kraljevskog hemijskog društva.	Kraljevskog	213.0	7.0	True	False
Baza podataka ChemSpider u vlasništvu je Kraljevskog hemijskog društva.	društva	213.0	9.0	True	False
Mešavina azotne i hlorovodonične kiseline bila je poznata kao carska voda (aqua regia), slavljena zbog svoje sposobnosti da rastvara zlato, cara svih metala.	Mešavina	216.0	1.0	False	False
Da, ovaj zid će pasti širom Evrope.	zid	217.0	4.0	False	False
Da, ovaj zid će pasti širom Evrope.	pasti	217.0	6.0	False	False
Normansko osvajanje Londona ogledalo se ne samo u novoj vladajućoj klasi već i u načinu na koji je grad bio strukturiran.	načinu	218.0	15.0	False	False
U aprilu 2017. pesma je dobila engleski remiks s kanadskim pevačem Džastinom Biberom.	dobila	219.0	6.0	False	False
Grešku u Daltonovoj teoriji načelno je 1811. ispravio Amedeo Avogadro.	ispravio	220.0	8.0	False	False
Rajhsver, nova posleratna vojska, osnovana je 23. marta 1921. godine.	vojska	221.0	5.0	False	False
Rajhsver, nova posleratna vojska, osnovana je 23. marta 1921. godine.	godine	221.0	12.0	False	False
Uz to, uklonjena je kompatibilnost sa operativnim sistemom Windows 2000.	uklonjena	223.0	4.0	False	False
Pošto je veći deo katedrale izgrađen za samo 38 godina, ona ima jedinstven ujednačen arhitektonski stil–ranu englesku gotiku.	deo	225.0	4.0	False	False
Pošto je veći deo katedrale izgrađen za samo 38 godina, ona ima jedinstven ujednačen arhitektonski stil–ranu englesku gotiku.	stil	225.0	17.0	False	False
Kraljica je zadobila povredu kada ju je napao bivši vojni oficir Robert Pejt, koji je verovatno bio lud.	Kraljica	226.0	1.0	True	False
Kraljica je zadobila povredu kada ju je napao bivši vojni oficir Robert Pejt, koji je verovatno bio lud.	verovatno	226.0	17.0	False	False
U sličnom napadu, nezaposleni Irac Vilijam Hamilton pucao je iz pištolja napunjenog barutom u Viktorijinu kočiju dok je prolazila duž Konstitjušn Hila u Londonu.	pucao	227.0	9.0	False	False
U sličnom napadu, nezaposleni Irac Vilijam Hamilton pucao je iz pištolja napunjenog barutom u Viktorijinu kočiju dok je prolazila duž Konstitjušn Hila u Londonu.	kočiju	227.0	17.0	False	False
Centralno odeljenje je izmenjeno, a zdanja palate su uklonjena.	odeljenje	228.0	2.0	True	False
Ovaj dan se provodi u odavanju počasti mrtvima.	provodi	229.0	4.0	True	False
Ubrzo je postalo jasno da Kolumbo nije stigao do Azije, već da je pronašao novi kontinent–Ameriku.	postalo	230.0	3.0	False	False
Ubrzo je postalo jasno da Kolumbo nije stigao do Azije, već da je pronašao novi kontinent–Ameriku.	novi	230.0	16.0	False	False
Isto mišljenje izneli su i zapadni naučnici.	Isto	231.0	1.0	False	False
Ovo je prvi put u istoriji turnira da nije proglašen pobednik.	prvi	234.0	3.0	False	False
Ovo je prvi put u istoriji turnira da nije proglašen pobednik.	proglašen	234.0	10.0	False	False
Ovo je prvi put u istoriji turnira da nije proglašen pobednik.	pobednik	234.0	11.0	False	False
Tamo su napravili kolibe i kućice od naboja za zimu.	Tamo	235.0	1.0	False	False
Tamo su napravili kolibe i kućice od naboja za zimu.	kolibe	235.0	4.0	False	False
Ona se pojavljuje samo u knjigama.	samo	236.0	4.0	False	False
U poslednjih nekoliko godina Nueva Germanija je postala prijatnija destinacija, s pansionima koji nude noćenje s doručkom i improvizovanim istorijskim muzejem.	poslednjih	238.0	2.0	False	False
U poslednjih nekoliko godina Nueva Germanija je postala prijatnija destinacija, s pansionima koji nude noćenje s doručkom i improvizovanim istorijskim muzejem.	nekoliko	238.0	3.0	False	False
U poslednjih nekoliko godina Nueva Germanija je postala prijatnija destinacija, s pansionima koji nude noćenje s doručkom i improvizovanim istorijskim muzejem.	postala	238.0	8.0	False	False
Na izlasku ih posmatra neki čudan čovek.	posmatra	239.0	4.0	False	False
Na izlasku ih posmatra neki čudan čovek.	čovek	239.0	7.0	False	False
Svaki vojnik je morao da obezbedi sopstveno oružje, oklop, konja i hranu.	oružje	240.0	8.0	False	False
Rudolf Virhov je tvrdio da nove ćelije nastaju od postojećih ćelijskom deobom (omnis cellula ex cellula).	nove	241.0	6.0	True	False
Rudolf Virhov je tvrdio da nove ćelije nastaju od postojećih ćelijskom deobom (omnis cellula ex cellula).	ćelijskom	241.0	11.0	False	False
Rudolf Virhov je tvrdio da nove ćelije nastaju od postojećih ćelijskom deobom (omnis cellula ex cellula).	deobom	241.0	12.0	False	False
On mnogo voli svog sina.	mnogo	242.0	2.0	False	False
Rumunska vojska je ipak napala.	vojska	243.0	2.0	False	False
Rumunska vojska je ipak napala.	napala	243.0	5.0	False	False
Putnici svih nacionalnosti koji prolaze kroz Katar leteći Katar ervejzom imaju pravo da se prijave za besplatnu tranzitnu vizu koja važi 96 sati.	Putnici	244.0	1.0	False	False
Nadogradivost: sistem treba da funkcioniše efikasno čak i sa hiljadama ili milionima čvorova.	sistem	245.0	3.0	False	False
Oleskiv je pitao Genika da li bi mogao da vodi njegovu drugu grupu Ukrajinaca na putu za Kanadu i da im pomogne da se smeste.	vodi	247.0	10.0	False	False
Oleskiv je pitao Genika da li bi mogao da vodi njegovu drugu grupu Ukrajinaca na putu za Kanadu i da im pomogne da se smeste.	drugu	247.0	12.0	False	False
Oleskiv je pitao Genika da li bi mogao da vodi njegovu drugu grupu Ukrajinaca na putu za Kanadu i da im pomogne da se smeste.	grupu	247.0	13.0	False	False
Oleskiv je pitao Genika da li bi mogao da vodi njegovu drugu grupu Ukrajinaca na putu za Kanadu i da im pomogne da se smeste.	putu	247.0	16.0	False	False
Zahvaljujući tome, angažovana je da piše pesme za Britni Spirs, grupu New Kids on the Block, Fergi i The Pussycat Dolls.	piše	248.0	7.0	False	False
Sovjetski Savez je po ustavu bio federacija.	Savez	250.0	2.0	False	False
Događaji u Ulmu su se sada bližili kraju.	se			False	False
Događaji u Ulmu su se sada bližili kraju.	sada	251.0	6.0	False	False
Domaće tržište reklama sastoji se od medijskih projekata.	sastoji			False	False
Godine 1990. ona i Edoardo Benato pevali su „Un ’ estate italiana“, zvaničnu pesmu Svetskog prvenstva u fudbalu 1990, koju je komponovao Đorđo Moroder.	Godine	253.0	1.0	False	False
Godine 1990. ona i Edoardo Benato pevali su „Un ’ estate italiana“, zvaničnu pesmu Svetskog prvenstva u fudbalu 1990, koju je komponovao Đorđo Moroder.	Svetskog	253.0	18.0	False	False
Godine 1990. ona i Edoardo Benato pevali su „Un ’ estate italiana“, zvaničnu pesmu Svetskog prvenstva u fudbalu 1990, koju je komponovao Đorđo Moroder.	fudbalu	253.0	21.0	False	False
Konan Varvarin je lik koji je stvorio Robert E. Hauard.	lik	255.0	4.0	True	False
Konan Varvarin je lik koji je stvorio Robert E. Hauard.	stvorio	255.0	7.0	False	False
Za taj album su Jonas Brothers obradili dve hit pesme britanskog benda Busted–„Year 3000“ i „What I Go to School For“.	album	256.0	3.0	True	False
Dobitnici nagrade EBBA nastupaju uživo tokom emisije, kao i tokom samog festivala.	emisije	257.0	7.0	False	False
Izgleda da su bili povezani s pravljenjem hleba.	Izgleda	258.0	1.0	False	False
Izgleda da su bili povezani s pravljenjem hleba.	povezani	258.0	5.0	False	False
Obe zastave moraju biti na istoj visini i jednake veličine.	istoj	259.0	6.0	False	False
Obe zastave moraju biti na istoj visini i jednake veličine.	veličine	259.0	10.0	False	False
Drugi lokusi su pokazali zaštitni efekat, kao što su HLA-C554 i HLA-DRB1*11.	pokazali	261.0	4.0	False	False
Drugi lokusi su pokazali zaštitni efekat, kao što su HLA-C554 i HLA-DRB1*11.	efekat	261.0	6.0	False	False
Savet je morao pažljivo da manevriše između Nemaca, čije su trupe bile prisutne u Litvaniji, i zahteva litvanskog naroda.	Savet	262.0	1.0	False	False
Savet je morao pažljivo da manevriše između Nemaca, čije su trupe bile prisutne u Litvaniji, i zahteva litvanskog naroda.	naroda	262.0	21.0	True	False
Onaj ko je gluv ne može čuti muziku.	muziku	263.0	8.0	False	False
Njihove ćerke su se poudavale po mnogim zapadnoevropskim kraljevskim i kneževskim porodicama.	porodicama	264.0	12.0	False	False
Neki su se takmičili u različitim težinskim kategorijama.	različitim	265.0	6.0	False	False
Poznat je kao geocentrični model sveta ili Ptolomejev sistem, nazvan po Ptolomeju.	sveta	268.0	6.0	True	False
Poznat je kao geocentrični model sveta ili Ptolomejev sistem, nazvan po Ptolomeju.	sistem	268.0	9.0	True	False
Dana 18. marta kosmonaut Aleksej Leonov napušta svoju letelicu Voshod 2 na 12 minuta i postaje prva osoba koja je šetala svemirom.	napušta	270.0	7.0	False	False
Dana 18. marta kosmonaut Aleksej Leonov napušta svoju letelicu Voshod 2 na 12 minuta i postaje prva osoba koja je šetala svemirom.	letelicu	270.0	9.0	False	False
Dana 18. marta kosmonaut Aleksej Leonov napušta svoju letelicu Voshod 2 na 12 minuta i postaje prva osoba koja je šetala svemirom.	prva	270.0	17.0	False	False
Dana 18. marta kosmonaut Aleksej Leonov napušta svoju letelicu Voshod 2 na 12 minuta i postaje prva osoba koja je šetala svemirom.	šetala	270.0	21.0	False	False
Kod primarne tuberkuloze (oko 1–5 % slučajeva) to se dešava ubrzo nakon inicijalne infekcije.	slučajeva	271.0	10.0	False	False
Ovaj glotalni ploziv nikada se ne piše na početku reči.	početku	272.0	9.0	False	False
Ovaj glotalni ploziv nikada se ne piše na početku reči.	reči	272.0	10.0	True	False
Najčešći uzročnik infekcije je ešerihija koli, mada je u retkim slučajevima mogu izazvati i druge bakterije ili gljivice.	slučajevima	273.0	12.0	False	False
Najčešći uzročnik infekcije je ešerihija koli, mada je u retkim slučajevima mogu izazvati i druge bakterije ili gljivice.	izazvati	273.0	14.0	False	False
Najčešći uzročnik infekcije je ešerihija koli, mada je u retkim slučajevima mogu izazvati i druge bakterije ili gljivice.	gljivice	273.0	19.0	False	False
Primer je programski jezik Java.	Primer	274.0	1.0	False	False
Zasnovan je na standardu koji je uspostavio Kongres orijentalista u Atini 1912. godine.	godine	275.0	13.0	False	False
Generalna skupština Ujedinjenih nacija usvaja Univerzalnu deklaraciju o ljudskim pravima.	skupština	277.0	2.0	False	False
Generalna skupština Ujedinjenih nacija usvaja Univerzalnu deklaraciju o ljudskim pravima.	deklaraciju	277.0	7.0	False	False
To pitanje je složenije za sveštenike.	pitanje	278.0	2.0	True	False
Ne nudi podršku za formate OpenDocument.	nudi	280.0	2.0	False	False
Ne nudi podršku za formate OpenDocument.	podršku	280.0	3.0	False	False
Rimski kalendar je bio organizovan oko verskih obreda.	organizovan	281.0	5.0	False	False
Sadrži metodu, sada poznatu kao Njutn–Rafsonova metoda, za aproksimaciju korena jednačine.	sada	282.0	4.0	False	False
Sadrži metodu, sada poznatu kao Njutn–Rafsonova metoda, za aproksimaciju korena jednačine.	poznatu	282.0	5.0	False	False
To je zbir poena dodeljenih za pet činilaca: nivo svesti, cijanoza, stridor, ulazak vazduha i retrakcija.	nivo	283.0	10.0	True	False
Vakcinacija novorođenčadi protiv hemofilusa influence tipa B počela je 1988. godine i dovela je do dramatičnog pada broja slučajeva ubrzo nakon toga.	godine	284.0	11.0	False	False
Vakcinacija novorođenčadi protiv hemofilusa influence tipa B počela je 1988. godine i dovela je do dramatičnog pada broja slučajeva ubrzo nakon toga.	dovela	284.0	13.0	False	False
Vakcinacija novorođenčadi protiv hemofilusa influence tipa B počela je 1988. godine i dovela je do dramatičnog pada broja slučajeva ubrzo nakon toga.	pada	284.0	17.0	False	False
Vakcinacija novorođenčadi protiv hemofilusa influence tipa B počela je 1988. godine i dovela je do dramatičnog pada broja slučajeva ubrzo nakon toga.	broja	284.0	18.0	False	False
