Sentence	Token	Sentence index	Token index	First Model NEW_SENSE	Second Model NEW_SENSE
Niko u našoj zemlji–ni radnici, ni seljaci, pisci niti lekari, odrasli ni deca, kao ni članovi vlade–ne žele ni veliki ni „mali“ rat.	zemlji	126.0	4.0	False	False
Niko u našoj zemlji–ni radnici, ni seljaci, pisci niti lekari, odrasli ni deca, kao ni članovi vlade–ne žele ni veliki ni „mali“ rat.	veliki	126.0	28.0	False	False
Niko u našoj zemlji–ni radnici, ni seljaci, pisci niti lekari, odrasli ni deca, kao ni članovi vlade–ne žele ni veliki ni „mali“ rat.	mali	126.0	31.0	False	False
Lečenje zahteva upotrebu više antibiotika tokom dužeg perioda.	zahteva	127.0	2.0	False	False
Lečenje zahteva upotrebu više antibiotika tokom dužeg perioda.	perioda	127.0	8.0	False	False
Tokom festivala održane su prijateljske fudbalske utakmice i druga dešavanja.	prijateljske	128.0	5.0	False	False
Tokom festivala održane su prijateljske fudbalske utakmice i druga dešavanja.	druga	128.0	9.0	False	False
Mesečeva iluzija je optička iluzija zbog koje nam Mesec izgleda veći blizu horizonta nego kad je više na nebu.	nebu	129.0	19.0	False	False
Posle još nekoliko pobuna Saksonci su konačno poraženi 804. godine.	godine	130.0	10.0	False	False
Analize Mesečevih vremenski promenljivih rotacija pokazuju da je jezgro bar delimično istopljeno.	promenljivih	131.0	4.0	False	False
Analize Mesečevih vremenski promenljivih rotacija pokazuju da je jezgro bar delimično istopljeno.	pokazuju	131.0	6.0	False	False
Analize Mesečevih vremenski promenljivih rotacija pokazuju da je jezgro bar delimično istopljeno.	jezgro	131.0	9.0	False	False
Neptun je u rimskoj mitologiji bio bog mora, ekvivalent grčkom Posejdonu.	rimskoj	132.0	4.0	False	False
Neptun je u rimskoj mitologiji bio bog mora, ekvivalent grčkom Posejdonu.	mitologiji	132.0	5.0	False	False
Istovremeno može da se usmeri na više ciljeva.	usmeri	133.0	5.0	False	False
Istovremeno može da se usmeri na više ciljeva.	ciljeva	133.0	8.0	False	False
Obilne monsunske kiše u julu i avgustu povremeno uzrokuju klizišta koja mogu da blokiraju put satima ili duže.	blokiraju	134.0	14.0	False	False
U januaru 2003. upisala se na Univerzitet u Stokholmu, gde je započela studije istorije umetnosti.	Univerzitet	135.0	7.0	False	False
Ruta KKH (KKH) prati jedan od mnogih puteva drevnog Puta svile.	prati	136.0	6.0	False	False
Ruta KKH (KKH) prati jedan od mnogih puteva drevnog Puta svile.	Puta	136.0	12.0	False	False
Od 2010. piše mesečnu kolumnu za časopis Jewish Current (Joods Actueel), najtiražniju jevrejsku publikaciju u Belgiji.	časopis	138.0	7.0	False	False
Stanovništvo je prihvatilo prevlast kralja Norveške, iako je i dalje poštovalo svoj zakon.	dalje	139.0	11.0	False	False
Ersted je dao značajan doprinos hemiji time što je prvi put izolovao aluminijum.	prvi	140.0	10.0	False	False
Bio je kustos prve monografske izložbe o Biblioteci Zamojski.	Biblioteci	141.0	8.0	False	False
Grad je prvo uspostavljen kao sedište britanske kolonijalne vlade.	Grad	142.0	1.0	True	False
Grad je prvo uspostavljen kao sedište britanske kolonijalne vlade.	prvo	142.0	3.0	False	False
Baza podataka o bolestima je veb prezentacija koja besplatno pruža informacije o vezama između oboljenja, simptoma i lekova.	bolestima	143.0	4.0	True	False
Baza podataka o bolestima je veb prezentacija koja besplatno pruža informacije o vezama između oboljenja, simptoma i lekova.	besplatno	143.0	9.0	False	False
Ova veza izazvala je mnoge reakcije, pa čak ni Periklov rođeni sin Ksantip, koji je imao političke ambicije, nije oklevao da okleveta svog oca.	veza	144.0	2.0	False	False
Neki astronomi smatraju da prstenaste galaksije nastaju kada manja galaksija prođe kroz centar veće.	prođe	145.0	11.0	False	False
Neki astronomi smatraju da prstenaste galaksije nastaju kada manja galaksija prođe kroz centar veće.	centar	145.0	13.0	False	False
Glavna tema filma je povratak Nemačke kao velike sile, sa Hitlerom kao vođom koji će doneti slavu naciji.	tema	146.0	2.0	False	False
Glavna tema filma je povratak Nemačke kao velike sile, sa Hitlerom kao vođom koji će doneti slavu naciji.	kao	146.0	7.0	False	False
Glavna tema filma je povratak Nemačke kao velike sile, sa Hitlerom kao vođom koji će doneti slavu naciji.	kao	146.0	13.0	False	False
Ovog puta nije bio sam: primio je kod sebe jednog svog nećaka i njegovu prijateljicu Jutej, koji su se oporavljali od bolesti.	sam	148.0	5.0	False	False
Ovog puta nije bio sam: primio je kod sebe jednog svog nećaka i njegovu prijateljicu Jutej, koji su se oporavljali od bolesti.	primio	148.0	7.0	False	False
Ovog puta nije bio sam: primio je kod sebe jednog svog nećaka i njegovu prijateljicu Jutej, koji su se oporavljali od bolesti.	bolesti	148.0	24.0	False	False
Tekstovi pesama su promenjeni kako bi se uklonilo pominjanje Josifa Staljina.	pesama	149.0	2.0	False	False
Tekstovi pesama su promenjeni kako bi se uklonilo pominjanje Josifa Staljina.	uklonilo	149.0	8.0	False	False
On obično igra na poziciji levog krila ili levog beka.	obično	151.0	2.0	False	False
On obično igra na poziciji levog krila ili levog beka.	poziciji	151.0	5.0	False	False
Uspostavljena je i posebna Komisija za finansijska i administrativna pitanja (CFAA) kako bi pomogla Birou Evropskog odbora regija (CoR).	posebna	152.0	4.0	False	False
Uspostavljena je i posebna Komisija za finansijska i administrativna pitanja (CFAA) kako bi pomogla Birou Evropskog odbora regija (CoR).	Birou	152.0	17.0	False	False
Osiguravanjem lakog i slobodnog pristupa podacima, može se poboljšati njihova inovativna upotreba i ekonomski potencijal.	ekonomski	153.0	15.0	False	False
Članovi Evropskog odbora regija (CoR) sastaju se na plenarnoj sednici u Briselu šest puta godišnje kako bi vodili raspravu i usvajali stavove, izveštaje i rezolucije.	izveštaje	154.0	26.0	False	False
Narukvica ima dve niti, plavu i zelenu, i može je nositi svako ko se poistovećuje sa vrednostima ovog programa.	nositi	155.0	13.0	False	False
Rezolucije omogućavaju Odboru da iznese svoj stav o važnim i aktuelnim pitanjima.	Rezolucije	156.0	1.0	False	False
Ceremoniju je snimio holandski javni radiodifuzni kanal NOS / NTR i emitovao je putem NED3.	Ceremoniju	157.0	1.0	True	False
Veliki broj zvezda je starosti između milijardu i 10 milijardi godina.	broj	158.0	2.0	False	False
Veliki broj zvezda je starosti između milijardu i 10 milijardi godina.	godina	158.0	11.0	False	False
Priče o uspehu Evropskog socijalnog fonda (ESF): preko 70 priča o uspehu koje pokazuju kako su projekti ESF pomogli da se poboljša radni život ljudi širom Evrope.	pokazuju	159.0	17.0	False	False
Priče o uspehu Evropskog socijalnog fonda (ESF): preko 70 priča o uspehu koje pokazuju kako su projekti ESF pomogli da se poboljša radni život ljudi širom Evrope.	pomogli	159.0	22.0	False	False
Priče o uspehu Evropskog socijalnog fonda (ESF): preko 70 priča o uspehu koje pokazuju kako su projekti ESF pomogli da se poboljša radni život ljudi širom Evrope.	radni	159.0	26.0	False	False
Priče o uspehu Evropskog socijalnog fonda (ESF): preko 70 priča o uspehu koje pokazuju kako su projekti ESF pomogli da se poboljša radni život ljudi širom Evrope.	život	159.0	27.0	False	False
Tako je projekat ujedinio mlade igrače četiri kontinenta — Afrike, Evroazije, Severne Amerike i Južne Amerike.	ujedinio	160.0	4.0	False	False
Češka Republika je 12. marta 1999. postala članica NATO, zajedno s Poljskom i Mađarskom.	članica	162.0	8.0	False	False
Češka Republika je 12. marta 1999. postala članica NATO, zajedno s Poljskom i Mađarskom.	zajedno	162.0	11.0	False	False
Neki zakoni zahtevaju i komunikaciju između država članica i Evropske komisije (na primer, za obaveštavanje o nacionalnim merama za implementaciju prava Evropske unije).	nacionalnim	163.0	19.0	False	False
Neki zakoni zahtevaju i komunikaciju između država članica i Evropske komisije (na primer, za obaveštavanje o nacionalnim merama za implementaciju prava Evropske unije).	merama	163.0	20.0	False	False
Strategija definiše ciljeve finansiranja ESF-a, koje delimično ili u potpunosti deli sa drugim strukturnim finansiranjem.	ciljeve	164.0	3.0	False	False
Strategija definiše ciljeve finansiranja ESF-a, koje delimično ili u potpunosti deli sa drugim strukturnim finansiranjem.	deli	164.0	12.0	False	False
Strategija definiše ciljeve finansiranja ESF-a, koje delimično ili u potpunosti deli sa drugim strukturnim finansiranjem.	drugim	164.0	14.0	False	False
Strategija definiše ciljeve finansiranja ESF-a, koje delimično ili u potpunosti deli sa drugim strukturnim finansiranjem.	strukturnim	164.0	15.0	False	False
Strategija definiše ciljeve finansiranja ESF-a, koje delimično ili u potpunosti deli sa drugim strukturnim finansiranjem.	finansiranjem	164.0	16.0	False	False
Unutar Evropske unije lokalne i regionalne vlasti lobirale su za povećanje učešća u poslovima EU.	povećanje	165.0	11.0	False	False
Unutar Evropske unije lokalne i regionalne vlasti lobirale su za povećanje učešća u poslovima EU.	poslovima	165.0	14.0	False	False
Cilj konvergencije: stimulisati rast i zapošljavanje u najnerazvijenijim regionima.	Cilj	166.0	1.0	False	False
Cilj konvergencije: stimulisati rast i zapošljavanje u najnerazvijenijim regionima.	rast	166.0	5.0	False	False
U teškim slučajevima povezanim sa gripom A ili B mogu se primeniti antivirusni inhibitori neuraminidaze.	teškim	167.0	2.0	False	False
U teškim slučajevima povezanim sa gripom A ili B mogu se primeniti antivirusni inhibitori neuraminidaze.	slučajevima	167.0	3.0	False	False
Cilj portala je i da institucije i druga tela EU učini transparentnijim i odgovornijim.	Cilj	168.0	1.0	False	False
Cilj portala je i da institucije i druga tela EU učini transparentnijim i odgovornijim.	institucije	168.0	6.0	True	False
Cilj portala je i da institucije i druga tela EU učini transparentnijim i odgovornijim.	druga	168.0	8.0	False	False
Cilj portala je i da institucije i druga tela EU učini transparentnijim i odgovornijim.	tela	168.0	9.0	True	False
Zajednički istraživački centar Evropske komisije odgovoran je za pružanje tehničke i naučne podrške inicijativi.	naučne	169.0	12.0	False	False
Strategija takođe postavlja široke ose prioriteta–akcije potrebne za postizanje ciljeva i podobne za finansiranje.	ose	170.0	5.0	True	False
Strategija takođe postavlja široke ose prioriteta–akcije potrebne za postizanje ciljeva i podobne za finansiranje.	akcije	170.0	8.0	False	False
Strategija takođe postavlja široke ose prioriteta–akcije potrebne za postizanje ciljeva i podobne za finansiranje.	podobne	170.0	14.0	False	False
U martu 1994. Odbor regija (CoR) održava svoju prvu plenarnu sednicu u Briselu.	održava	171.0	9.0	False	False
U martu 1994. Odbor regija (CoR) održava svoju prvu plenarnu sednicu u Briselu.	prvu	171.0	11.0	False	False
Softver SnatchBot je besplatan alat za kreiranje čet botova, dizajniran za društvene mreže, zasnovan na radu u oblaku.	alat	172.0	5.0	False	False
O strategiji i budžetu ESF-a pregovaraju zemlje članice EU, Evropski parlament i Komisija EU.	budžetu	173.0	4.0	False	False
Izabran je u Državnu dumu kao član Komunističke partije.	Državnu	175.0	4.0	False	False
Izabran je u Državnu dumu kao član Komunističke partije.	dumu	175.0	5.0	False	False
Izabran je u Državnu dumu kao član Komunističke partije.	kao	175.0	6.0	False	False
ESF-om se upravlja kroz sedmogodišnje programske cikluse.	upravlja	176.0	3.0	False	False
ESF-om se upravlja kroz sedmogodišnje programske cikluse.	sedmogodišnje	176.0	5.0	False	False
Postoji jedan nacionalni IMI koordinator (NIMIC) po državi članici, koji se uglavnom nalazi u državnom ministarstvu.	nacionalni	177.0	3.0	False	False
Postoji jedan nacionalni IMI koordinator (NIMIC) po državi članici, koji se uglavnom nalazi u državnom ministarstvu.	uglavnom	177.0	15.0	False	False
Evropska komisija ima za cilj da nagradama podstakne prekograničnu cirkulaciju popularnog muzičkog repertoara i da istakne veliku muzičku raznolikost Evrope.	podstakne	178.0	8.0	False	False
Evropska komisija ima za cilj da nagradama podstakne prekograničnu cirkulaciju popularnog muzičkog repertoara i da istakne veliku muzičku raznolikost Evrope.	istakne	178.0	16.0	False	False
Ekonomski faktori uključuju privredni rast, kamatne stope, devizni kurs, stopu inflacije.	Ekonomski	179.0	1.0	False	False
Kada je nadležnom organu potrebna informacija od nekog od partnera u inostranstvu, on može da pošalje zahtev za informaciju.	pošalje	180.0	17.0	False	False
Kada je nadležnom organu potrebna informacija od nekog od partnera u inostranstvu, on može da pošalje zahtev za informaciju.	informaciju	180.0	20.0	False	False
S tog položaja predložio je bratske odnose s Nueva Germanijom u Paragvaju.	položaja	183.0	3.0	False	False
S tog položaja predložio je bratske odnose s Nueva Germanijom u Paragvaju.	odnose	183.0	7.0	False	False
IMI ima za cilj da „postane fleksibilan alat u službi administrativne saradnje, doprinoseći poboljšanom upravljanju unutrašnjim tržištem“.	postane	184.0	7.0	False	False
IMI ima za cilj da „postane fleksibilan alat u službi administrativne saradnje, doprinoseći poboljšanom upravljanju unutrašnjim tržištem“.	službi	184.0	11.0	False	False
IMI ima za cilj da „postane fleksibilan alat u službi administrativne saradnje, doprinoseći poboljšanom upravljanju unutrašnjim tržištem“.	saradnje	184.0	13.0	False	False
IMI ima za cilj da „postane fleksibilan alat u službi administrativne saradnje, doprinoseći poboljšanom upravljanju unutrašnjim tržištem“.	doprinoseći	184.0	15.0	False	False
Svako društvo u kom nije obezbeđena garancija prava, niti utvrđena podela vlasti, nema Ustav.	obezbeđena	186.0	6.0	False	False
Svako društvo u kom nije obezbeđena garancija prava, niti utvrđena podela vlasti, nema Ustav.	vlasti	186.0	13.0	False	False
Kod veoma starih i veoma mladih, simptomi mogu biti nejasni ili nespecifični.	veoma	187.0	2.0	False	False
Kod veoma starih i veoma mladih, simptomi mogu biti nejasni ili nespecifični.	starih	187.0	3.0	False	False
Kod veoma starih i veoma mladih, simptomi mogu biti nejasni ili nespecifični.	veoma	187.0	5.0	False	False
Karlo Veliki je umro 28. januara 814. u Ahenu, nakon čega je sahranjen u svojoj dvorskoj kapeli u istom mestu.	Veliki	188.0	2.0	False	False
Primer takve arhive je imenik registara koji vode nadležni organi širom Evropskog ekonomskog prostora (Evropske ekonomske zone).	Primer	189.0	1.0	False	False
Primer takve arhive je imenik registara koji vode nadležni organi širom Evropskog ekonomskog prostora (Evropske ekonomske zone).	registara	189.0	6.0	False	False
Primer takve arhive je imenik registara koji vode nadležni organi širom Evropskog ekonomskog prostora (Evropske ekonomske zone).	prostora	189.0	14.0	False	False
Primer takve arhive je imenik registara koji vode nadležni organi širom Evropskog ekonomskog prostora (Evropske ekonomske zone).	zone	189.0	18.0	False	False
Rurik je ostao na vlasti do svoje smrti 879.	vlasti	190.0	5.0	False	False
Ovaj mehanizam razmene koristi liste unapred prevedenih pitanja i odgovora dostupnih na svim jezicima EU.	mehanizam	191.0	2.0	False	False
Ovaj mehanizam razmene koristi liste unapred prevedenih pitanja i odgovora dostupnih na svim jezicima EU.	koristi	191.0	4.0	False	False
Ovaj mehanizam razmene koristi liste unapred prevedenih pitanja i odgovora dostupnih na svim jezicima EU.	unapred	191.0	6.0	False	False
Ovaj mehanizam razmene koristi liste unapred prevedenih pitanja i odgovora dostupnih na svim jezicima EU.	pitanja	191.0	8.0	False	False
Ovaj mehanizam razmene koristi liste unapred prevedenih pitanja i odgovora dostupnih na svim jezicima EU.	dostupnih	191.0	11.0	False	False
Kada se koristi kao takva, to znači da nijedna strana ne dobija niti gubi teritoriju ili ekonomska i politička prava.	koristi	192.0	3.0	True	False
Kada se koristi kao takva, to znači da nijedna strana ne dobija niti gubi teritoriju ili ekonomska i politička prava.	znači	192.0	8.0	False	False
Kada se koristi kao takva, to znači da nijedna strana ne dobija niti gubi teritoriju ili ekonomska i politička prava.	strana	192.0	11.0	False	False
Kada se koristi kao takva, to znači da nijedna strana ne dobija niti gubi teritoriju ili ekonomska i politička prava.	gubi	192.0	15.0	False	False
Iako je Zemljina velika gustina u značajnoj meri rezultat gravitacione kompresije, posebno u jezgru, Merkur je mnogo manji i njegovi unutrašnji delovi nisu toliko komprimovani.	velika	193.0	4.0	False	False
Iako je Zemljina velika gustina u značajnoj meri rezultat gravitacione kompresije, posebno u jezgru, Merkur je mnogo manji i njegovi unutrašnji delovi nisu toliko komprimovani.	gustina	193.0	5.0	False	False
Iako je Zemljina velika gustina u značajnoj meri rezultat gravitacione kompresije, posebno u jezgru, Merkur je mnogo manji i njegovi unutrašnji delovi nisu toliko komprimovani.	značajnoj	193.0	7.0	False	False
Iako je Zemljina velika gustina u značajnoj meri rezultat gravitacione kompresije, posebno u jezgru, Merkur je mnogo manji i njegovi unutrašnji delovi nisu toliko komprimovani.	meri	193.0	8.0	False	False
Iako je Zemljina velika gustina u značajnoj meri rezultat gravitacione kompresije, posebno u jezgru, Merkur je mnogo manji i njegovi unutrašnji delovi nisu toliko komprimovani.	kompresije	193.0	11.0	False	False
Iako je Zemljina velika gustina u značajnoj meri rezultat gravitacione kompresije, posebno u jezgru, Merkur je mnogo manji i njegovi unutrašnji delovi nisu toliko komprimovani.	posebno	193.0	13.0	False	False
Iako je Zemljina velika gustina u značajnoj meri rezultat gravitacione kompresije, posebno u jezgru, Merkur je mnogo manji i njegovi unutrašnji delovi nisu toliko komprimovani.	unutrašnji	193.0	23.0	False	False
Ovu bolest je 1909. godine prvi opisao brazilski lekar Karlos Čagas, po kome je i dobila ime.	bolest	194.0	2.0	True	False
Ovu bolest je 1909. godine prvi opisao brazilski lekar Karlos Čagas, po kome je i dobila ime.	prvi	194.0	6.0	False	False
Ovu bolest je 1909. godine prvi opisao brazilski lekar Karlos Čagas, po kome je i dobila ime.	opisao	194.0	7.0	False	False
Deca sa zasićenošću kiseonikom ispod 92 % treba da dobiju kiseonik, a ona sa teškim oblikom krupa mogu biti hospitalizovana radi posmatranja.	oblikom	195.0	17.0	False	False
Praktičan primer zahteva za informacijama bio bi kada bi nastavnik nemačkog želeo da nastavi svoje aktivnosti u Portugalu.	Praktičan	196.0	1.0	False	False
Praktičan primer zahteva za informacijama bio bi kada bi nastavnik nemačkog želeo da nastavi svoje aktivnosti u Portugalu.	želeo	196.0	12.0	False	False
Koreni su duboki i čvrsti.	čvrsti	197.0	5.0	False	False
Dok epinefrin obično dovodi do smanjenja težine krupa u roku od 10–30 minuta, njegovo dejstvo traje samo oko 2 sata.	obično	198.0	3.0	False	False
Dok epinefrin obično dovodi do smanjenja težine krupa u roku od 10–30 minuta, njegovo dejstvo traje samo oko 2 sata.	težine	198.0	7.0	False	True
Kada imuni sistem odreaguje na infekciju, može doći do još većeg oštećenja pluća.	većeg	199.0	12.0	False	False
Glavni grad republike bio je Tbilisi, a zvanični jezik gruzijski.	zvanični			False	False
Glavni grad republike bio je Tbilisi, a zvanični jezik gruzijski.	republike	200.0	3.0	False	False
Oralno uzimanje antibiotika, mirovanje, jednostavni analgetici i tečnost obično su dovoljni za potpuno izlečenje.	obično	201.0	11.0	False	False
Oralno uzimanje antibiotika, mirovanje, jednostavni analgetici i tečnost obično su dovoljni za potpuno izlečenje.	potpuno	201.0	15.0	False	False
Iako deca često nemaju simptome kada su zaražena, i dalje su u stanju da zaraze druge.	druge	202.0	17.0	False	False
Najznačajnija dostignuća Nea Salamine bile su pobede u Kupu Kipra i Superkupu Kipra 1990. godine.	godine	203.0	15.0	False	False
Sadržaju arhive može pristupiti ili ograničena grupa nadležnih organa ili svi korisnici IMI-ja.	Sadržaju	204.0	1.0	False	False
Sadržaju arhive može pristupiti ili ograničena grupa nadležnih organa ili svi korisnici IMI-ja.	ograničena	204.0	6.0	False	False
Sadržaju arhive može pristupiti ili ograničena grupa nadležnih organa ili svi korisnici IMI-ja.	grupa	204.0	7.0	False	False
Iako su proučavani drugi načini lečenja krupa, ni za jedan ne postoji dovoljno dokaza koji bi podržali njegovu upotrebu.	proučavani	205.0	3.0	True	False
Iako su proučavani drugi načini lečenja krupa, ni za jedan ne postoji dovoljno dokaza koji bi podržali njegovu upotrebu.	drugi	205.0	4.0	False	False
Iako su proučavani drugi načini lečenja krupa, ni za jedan ne postoji dovoljno dokaza koji bi podržali njegovu upotrebu.	dovoljno	205.0	14.0	False	False
Iako su proučavani drugi načini lečenja krupa, ni za jedan ne postoji dovoljno dokaza koji bi podržali njegovu upotrebu.	dokaza	205.0	15.0	False	False
Simptomi se obično poboljšavaju u roku od dva dana, ali mogu trajati i do sedam dana.	dana	207.0	9.0	False	False
Simptomi se obično poboljšavaju u roku od dva dana, ali mogu trajati i do sedam dana.	dana	207.0	17.0	False	False
U toku noći obe vojske su učvrstile svoje položaje.	vojske	208.0	5.0	False	False
Godine 2007. prešao je u Formulu 1.	Godine	210.0	1.0	False	False
Godine 2007. prešao je u Formulu 1.	prešao	210.0	3.0	False	False
Kao dete učestvovao je u nekoliko predstava.	Kao	211.0	1.0	False	False
Kao dete učestvovao je u nekoliko predstava.	učestvovao	211.0	3.0	False	False
Kao dete učestvovao je u nekoliko predstava.	predstava	211.0	7.0	False	False
Uz lečenje, manje od 0,2 % dece zahteva endotrahealnu intubaciju.	zahteva	212.0	9.0	False	False
Na venčanje Peleja i Tetide bila su pozvana sva božanstva osim boginje razdora Eride.	pozvana	213.0	8.0	False	False
U to vreme Ruska pravoslavna crkva je trošila 100.000 dolara godišnje na misionarski rad u Severnoj Americi.	crkva	214.0	6.0	False	True
U to vreme Ruska pravoslavna crkva je trošila 100.000 dolara godišnje na misionarski rad u Severnoj Americi.	godišnje	214.0	11.0	False	False
Objavio je njihove slike u lokalnim novinama sa ispisanim imenima preko grudi, kao da su kriminalci.	Objavio	216.0	1.0	False	False
Francuski krstaši sastali su se u Etonu da razgovaraju o svom putu.	razgovaraju	217.0	9.0	False	False
U to vreme je već bio teško bolestan.	vreme	218.0	3.0	False	False
Denga se takođe može preneti putem zaraženih krvnih produkata i putem donacije organa.	preneti	219.0	5.0	False	False
Denga se takođe može preneti putem zaraženih krvnih produkata i putem donacije organa.	zaraženih	219.0	7.0	False	False
Maksimalna koncentracija u plazmi se postiže za 1–2 sata.	postiže	220.0	6.0	False	False
IMI je razvijen da olakša ovu svakodnevnu razmenu informacija.	razvijen	221.0	3.0	False	False
Postoji velika temperaturna razlika između leta i zime.	velika	222.0	2.0	False	False
Pored toga što dovode do oštećenja pluća, mnogi virusi istovremeno napadaju i druge organe i na taj način narušavaju ostale telesne funkcije.	telesne			False	False
Portal sadrži veoma širok spektar otvorenih podataka visoke vrednosti u domenima politike EU, uključujući privredu, zapošljavanje, nauku, životnu sredinu i obrazovanje.	sadrži	224.0	2.0	False	False
Portal sadrži veoma širok spektar otvorenih podataka visoke vrednosti u domenima politike EU, uključujući privredu, zapošljavanje, nauku, životnu sredinu i obrazovanje.	veoma	224.0	3.0	False	False
Portal sadrži veoma širok spektar otvorenih podataka visoke vrednosti u domenima politike EU, uključujući privredu, zapošljavanje, nauku, životnu sredinu i obrazovanje.	politike	224.0	12.0	False	False
Portal sadrži veoma širok spektar otvorenih podataka visoke vrednosti u domenima politike EU, uključujući privredu, zapošljavanje, nauku, životnu sredinu i obrazovanje.	privredu	224.0	16.0	False	False
Portal sadrži veoma širok spektar otvorenih podataka visoke vrednosti u domenima politike EU, uključujući privredu, zapošljavanje, nauku, životnu sredinu i obrazovanje.	obrazovanje	224.0	25.0	False	False
Ugovor iz Mastrihta je potpisan, što je vodilo ka stvaranju Evropske unije.	vodilo	225.0	9.0	False	False
Sedmogodišnje operativne programe planiraju države članice i njihovi regioni zajedno sa Evropskom komisijom.	Sedmogodišnje	226.0	1.0	False	False
Podstiče radnike da preuzmu odgovornost za svoj poslovni život kroz celoživotnu obuku, prilagođavanje promenama i mobilnost.	život	227.0	9.0	False	False
Podstiče radnike da preuzmu odgovornost za svoj poslovni život kroz celoživotnu obuku, prilagođavanje promenama i mobilnost.	prilagođavanje	227.0	14.0	False	False
Podstiče radnike da preuzmu odgovornost za svoj poslovni život kroz celoživotnu obuku, prilagođavanje promenama i mobilnost.	promenama	227.0	15.0	False	False
Podstiče radnike da preuzmu odgovornost za svoj poslovni život kroz celoživotnu obuku, prilagođavanje promenama i mobilnost.	mobilnost	227.0	17.0	False	False
Dalja ispitivanja–kao što su testovi krvi, rendgenski snimci i bakterijske kulture–obično nisu potrebna.	obično	229.0	16.0	False	False
Dalja ispitivanja–kao što su testovi krvi, rendgenski snimci i bakterijske kulture–obično nisu potrebna.	potrebna	229.0	18.0	True	False
Sva ljudska bića rođena su slobodna i jednaka u dostojanstvu i pravima.	pravima	230.0	12.0	False	False
U maju 2013. godine igrači juniorskog fudbalskog kluba Maribor (Slovenija) održali su humanitarnu prijateljsku utakmicu sa kambodžanskom decom.	godine	231.0	4.0	False	False
U maju 2013. godine igrači juniorskog fudbalskog kluba Maribor (Slovenija) održali su humanitarnu prijateljsku utakmicu sa kambodžanskom decom.	kluba	231.0	8.0	True	False
Prve Igre održane su 1965. godine u Brazavilu u Kongu.	Prve	232.0	1.0	False	False
Evropska zajednica usvaja evropsku zastavu.	zajednica	233.0	2.0	False	False
Među naseljima su bili glavni urbani centri Harapa i Mohendžo-daro, kao i Lotal, Dolavira, Ganerivala i Rakigari.	naseljima	234.0	2.0	False	False
Brzina disanja je broj udisaja u minutu.	Brzina	235.0	1.0	True	False
Brzina disanja je broj udisaja u minutu.	broj	235.0	4.0	False	False
Sakupljanje smeća je izumeo Džon Makarti oko 1959. godine da bi se pojednostavilo ručno upravljanje memorijom u Lisp-u.	Sakupljanje	237.0	1.0	True	False
Sakupljanje smeća je izumeo Džon Makarti oko 1959. godine da bi se pojednostavilo ručno upravljanje memorijom u Lisp-u.	smeća	237.0	2.0	True	False
Sakupljanje smeća je izumeo Džon Makarti oko 1959. godine da bi se pojednostavilo ručno upravljanje memorijom u Lisp-u.	izumeo	237.0	4.0	False	False
Sakupljanje smeća je izumeo Džon Makarti oko 1959. godine da bi se pojednostavilo ručno upravljanje memorijom u Lisp-u.	godine	237.0	9.0	False	False
Do danas je pronađeno više od 1052 grada i naseobina, uglavnom u opštem regionu reke Gagar-Hakra i njenih pritoka.	pronađeno	239.0	4.0	False	False
Do danas je pronađeno više od 1052 grada i naseobina, uglavnom u opštem regionu reke Gagar-Hakra i njenih pritoka.	opštem	239.0	14.0	False	False
Do danas je pronađeno više od 1052 grada i naseobina, uglavnom u opštem regionu reke Gagar-Hakra i njenih pritoka.	pritoka	239.0	20.0	False	False
Iste te 1923. godine Debi je razvio teoriju kojom objašnjava Komptonov efekat, promenu frekvencije rendgenskih zraka pri interakciji sa elektronima.	godine	240.0	4.0	False	False
Iste te 1923. godine Debi je razvio teoriju kojom objašnjava Komptonov efekat, promenu frekvencije rendgenskih zraka pri interakciji sa elektronima.	razvio	240.0	7.0	False	False
Iste te 1923. godine Debi je razvio teoriju kojom objašnjava Komptonov efekat, promenu frekvencije rendgenskih zraka pri interakciji sa elektronima.	objašnjava	240.0	10.0	False	False
Iste te 1923. godine Debi je razvio teoriju kojom objašnjava Komptonov efekat, promenu frekvencije rendgenskih zraka pri interakciji sa elektronima.	promenu	240.0	14.0	False	False
Nadam se da ste o tome učili na časovima istorije u školi.	školi	241.0	12.0	False	False
Zvezda žuti patuljak, srednje veličine, poput Sunca, ostaće na glavnoj sekvenci oko 10 milijardi godina.	srednje	242.0	5.0	False	False
Zvezda žuti patuljak, srednje veličine, poput Sunca, ostaće na glavnoj sekvenci oko 10 milijardi godina.	veličine	242.0	6.0	False	False
Zvezda žuti patuljak, srednje veličine, poput Sunca, ostaće na glavnoj sekvenci oko 10 milijardi godina.	godina	242.0	18.0	False	False
Pobednika su izabrala deca koja su uoči Foruma učestvovala u globalnom glasanju održanom u sve 24 zemlje učesnice.	Pobednika	243.0	1.0	False	False
Timovi koji učestvuju na prvenstvu formirani su tokom otvorenog žreba.	Timovi	244.0	1.0	False	False
Timovi koji učestvuju na prvenstvu formirani su tokom otvorenog žreba.	učestvuju	244.0	3.0	False	False
Timovi koji učestvuju na prvenstvu formirani su tokom otvorenog žreba.	prvenstvu	244.0	5.0	False	False
Timovi koji učestvuju na prvenstvu formirani su tokom otvorenog žreba.	otvorenog	244.0	9.0	False	False
