#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Zatim se imenuje izvestilac koji će sastaviti mišljenje Komiteta.
155-16	13097-13098	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
155-17	13099-13104	sveto	A	ADJ	_	_	svet	_	_	_	*	simple_wsd - DRJ0-174720/2b.:0.6232::sveukupnost država i naroda koji ih naseljavaju - ENG30-02054610-a:0.5203::koji je dostojan verskog bogosluženja - ENG30-02053818-a:0.5005::pripada ili potiče ili je povezan sa božanskom moći	http://llod.jerteh.rs/WSD/seDRJ0174720_2b.	3	simple_wsd	DRJ0-174720/2b.;ENG30-02053818-a;ENG30-02054610-a	
155-18	13105-13107	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
155-19	13108-13111	Ime	N	NOUN	_	_	ime	_	_	_	*	simple_wsd - ENG30-06333653-n:0.5964::Jezička jedinica po kojoj je poznata osoba ili stvar ili objekat ili pojava iz prirode - ENG30-10344443-n:0.5490::poznata ili značajna osoba - ENG30-06337307-n:0.4838::ime koje prethodi prezimenu	http://llod.jerteh.rs/WSD/seENG3006333653n	3	simple_wsd	ENG30-06333653-n;ENG30-06337307-n;ENG30-10344443-n	
155-20	13112-13119	njegovo	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	_	_	
155-21	13119-13120	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Nekoliko zemalja koristi ga kao svoju zvaničnu valutu, a u mnogim drugim zemljama to je de fakto valuta.
156-1	13120-13128	Nekoliko	ADV	ADV	_	_	nekoliko	_	_	_	*	simple_wsd - DRJ0-206395/1:0.6015::neodređena, manja količina. - DRJ0-206395/2:0.2589::malo, nešto.	http://llod.jerteh.rs/WSD/seDRJ0206395_1	2	simple_wsd	DRJ0-206395/1;DRJ0-206395/2	
156-2	13129-13136	zemalja	N	NOUN	_	_	zemlja	_	_	_	*	simple_wsd - ENG30-13250048-n:0.6771::Zemlja na kojoj se nalazi nekretnina. - ENG30-08544813-n:0.6339::Teritorija koju zauzima narod. - ENG30-09451517-n:0.6136::Spoljašnji, vanjski omotač zemlje ili mora.	http://llod.jerteh.rs/WSD/seENG3013250048n	11	simple_wsd	ENG30-08168978-n;ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	
156-3	13137-13144	koristi	V	VERB	_	_	koristiti	_	_	_	*	simple_wsd - CV0117:0.5436::nešto "se koristi" ako se upotrebljava redovno ili uobičajeno u u nekim oklnostima ili za neke namene - ENG30-02561332-v:0.4771::za šta sebe iskoristiti - ENG30-02436963-v:0.4667::uzrokovati da šta radi ili funkcioniše	http://llod.jerteh.rs/WSD/seCV0117	7	simple_wsd	CV0117;ENG30-01165043-v;ENG30-01224415-v;ENG30-02436963-v;ENG30-02541251-v;ENG30-02561332-v;ENG30-02707429-v	
156-4	13145-13147	ga	PRO	PRON	_	_	on	_	_	_	_	_	_	_	_	_	
156-5	13148-13151	kao	ADV	ADV	_	_	kao	_	_	_	*	simple_wsd - DRJ0-194033/1b.:0.5222::s prilogom „još“ i rečima koje znače uzrast, vremenski određuje pojam na koji se odnose. – - DRJ0-194033/2b.:0.5128::u pitanju, da se umanji nepovoljan značaj okolnosti. – - DRJ0-194033/1a.:0.4775::ispred imenice sa kojom bliže određuje ono na šta se ta imenica odnosi. –	http://llod.jerteh.rs/WSD/seDRJ0194033_1b.	5	simple_wsd	DRJ0-194033/1a.;DRJ0-194033/1b.;DRJ0-194033/2a.;DRJ0-194033/2b.;DRJ0-194033/2v.	
156-6	13152-13157	svoju	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	_	
156-7	13158-13166	zvaničnu	A	ADJ	_	_	zvaničan	_	_	_	*	simple_wsd - ENG30-00940870-a:0.6843::zvanično izjavljeno kao činjenica; eksplicitno rečeno - ENG30-01634736-a:0.6015::koji je službeno potvrđen - ENG30-00751838-a:0.5686::koji je prefinjen ili impozantan na način ili izgled; priliči kraljevskom dvoru	http://llod.jerteh.rs/WSD/seENG3000940870a	6	simple_wsd	ENG30-00751838-a;ENG30-00940870-a;ENG30-01045216-a;ENG30-01633153-a;ENG30-01634736-a;ENG30-02991463-a	
156-8	13167-13173	valutu	N	NOUN	_	_	valuta	_	_	_	*	simple_wsd - ENG30-13385913-n:0.6572::Metalni ili papirni medijum za razmenu koji je u tekućoj upotrebi.	http://llod.jerteh.rs/WSD/seENG3013385913n	1	simple_wsd	ENG30-13385913-n	
156-9	13173-13174	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
156-10	13175-13176	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	_	
156-11	13177-13178	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
156-12	13179-13185	mnogim	A	ADJ	_	_	mnogi	_	_	_	*	simple_wsd - ENG30-01551633-a:0.4801::koji se kao kvantifikator može koristiti sa mnogim imenicama i često mu prethodi `kao` ili `previše` ili `tako` ili `on…	http://llod.jerteh.rs/WSD/seENG3001551633a	1	simple_wsd	ENG30-01551633-a	
156-13	13186-13192	drugim	A	ADJ	_	_	drugi	_	_	_	*	simple_wsd - ENG30-02070030-a:0.6526::jasno različit od nekog sasvim drugog ili prvog - ENG30-02070188-a:0.6450::Ne baš onaj koji je prvo pomenut ili koji se podrazumeva; neki drugi. - ENG30-02202146-a:0.4181::dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini	http://llod.jerteh.rs/WSD/seENG3002070030a	4	simple_wsd	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
156-14	13193-13201	zemljama	N	NOUN	_	_	zemlja	_	_	_	*	simple_wsd - ENG30-13250048-n:0.6252::Zemlja na kojoj se nalazi nekretnina. - ENG30-08544813-n:0.6021::Teritorija koju zauzima narod. - ENG30-09451517-n:0.5925::Spoljašnji, vanjski omotač zemlje ili mora.	http://llod.jerteh.rs/WSD/seENG3013250048n	11	simple_wsd	ENG30-08168978-n;ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	
156-15	13202-13204	to	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	_	
156-16	13205-13207	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
156-17	13208-13210	de	F	X	_	_	de	1[257]	de fakto[257]	AdvID[257]	*[533]	simple_wsd - CVMWE-0045:0.4601::zapravo[2110]	http://llod.jerteh.rs/WSD/seCVMWE0045[2110]	1[2110]	simple_wsd	CVMWE-0045[2110]	
156-18	13211-13216	fakto	N	NOUN	_	_	fakto	1[257]	de fakto[257]	AdvID[257]	*[533]	simple_wsd - CVMWE-0045:0.4601::zapravo[2110]	http://llod.jerteh.rs/WSD/seCVMWE0045[2110]	1[2110]	simple_wsd	CVMWE-0045[2110]	
156-19	13217-13223	valuta	N	NOUN	_	_	valuta	_	_	_	*	simple_wsd - ENG30-13385913-n:0.6481::Metalni ili papirni medijum za razmenu koji je u tekućoj upotrebi.	http://llod.jerteh.rs/WSD/seENG3013385913n	1	simple_wsd	ENG30-13385913-n	
156-20	13223-13224	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Iz finansijskih razloga i potreba scenarija, originalna knjiga je podeljena na dva filma koja su snimana jedan za drugim.
157-1	13224-13226	Iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	_	_	
157-2	13227-13239	finansijskih	A	ADJ	_	_	finansijski	_	_	_	*	simple_wsd - DRJ0-186847/0:0.5467::koji se odnosi na finansije:	http://llod.jerteh.rs/WSD/seDRJ0186847_0	1	simple_wsd	DRJ0-186847/0	
157-3	13240-13247	razloga	N	NOUN	_	_	razlog	_	_	_	*	simple_wsd - ENG30-05823932-n:0.6097::Osnova za verovanje ili neverovanje; znanje na kome se verovanje zasniva. - ENG30-09179606-n:0.5737::uzrok ili namera iza akcije ili situacije, posebno u izrazu "kako i zašto" - ENG30-06739990-n:0.5596::objašnjenje uzroka nekog fenomena	http://llod.jerteh.rs/WSD/seENG3005823932n	5	simple_wsd	ENG30-05819149-n;ENG30-05823932-n;ENG30-06739990-n;ENG30-06740402-n;ENG30-09179606-n	
157-4	13248-13249	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
157-5	13250-13257	potreba	N	NOUN	_	_	potreba	_	_	_	*	simple_wsd - ENG30-14449126-n:0.5727::Stanje koje zahteva pomoć. - ENG30-09367991-n:0.5003::sve što je potrebno i što nedostaje	http://llod.jerteh.rs/WSD/seENG3014449126n	2	simple_wsd	ENG30-09367991-n;ENG30-14449126-n	
157-6	13258-13267	scenarija	N	NOUN	_	_	scenario	_	_	_	*	simple_wsd - ENG30-07009946-n:0.6719::pisana verzija pozorišnog komada ili drugog dramskog sastava; koristi se za pripremu za izvođenje - ENG30-07012135-n:0.4400::nacrt ili sinopsis komada (ili drugog kxiževnog dela)	http://llod.jerteh.rs/WSD/seENG3007009946n	2	simple_wsd	ENG30-07009946-n;ENG30-07012135-n	
157-7	13267-13268	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
157-8	13269-13279	originalna	A	ADJ	_	_	originalan	_	_	_	*	simple_wsd - ENG30-01686439-a:0.5070::Onak koji je produktivan, svež, neobičan; nešto što je prvi put smišljeno. - ENG30-02460964-a:0.4940::bitno ili autentično odražavanje suštine nečega - ENG30-01806124-a:0.4542::koji ima moć da stvara	http://llod.jerteh.rs/WSD/seENG3001686439a	3	simple_wsd	ENG30-01686439-a;ENG30-01806124-a;ENG30-02460964-a	
157-9	13280-13286	knjiga	N	NOUN	_	_	knjiga	_	_	_	*	simple_wsd - ENG30-02870092-n:0.5250::Fizički objekat koji se sastoji od određenog broja povezanih stranica. - ENG30-06410904-n:0.5190::Primerak pisanog dela ili kompozicije koje izdato (štampano na povezanim listovima). - ENG30-06413579-n:0.4971::obično velika i učena knjiga	http://llod.jerteh.rs/WSD/seENG3002870092n	4	simple_wsd	ENG30-02870092-n;ENG30-06394865-n;ENG30-06410904-n;ENG30-06413579-n	
157-10	13287-13289	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
157-11	13290-13299	podeljena	V	VERB	_	_	podeliti	_	_	_	*	simple_wsd - ENG30-00642098-v:0.5748::Izvršiti operaciju deljenja. - ENG30-01563724-v:0.5135::podeliti na delove, komade ili sekcije - ENG30-01063930-v:0.5114::Preneti nekome svoj stav ili mišljenje	http://llod.jerteh.rs/WSD/seENG3000642098v	7	simple_wsd	ENG30-00642098-v;ENG30-01063930-v;ENG30-01563724-v;ENG30-02031158-v;ENG30-02201644-v;ENG30-02255268-v;ENG30-02294436-v	
157-12	13300-13302	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	
157-13	13303-13306	dva	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	_	
157-14	13307-13312	filma	N	NOUN	_	_	film	_	_	_	*	simple_wsd - ENG30-06613686-n:0.6022::Oblik zabave koji predstavlja neku priču nizom slika koje stvaraju iluziju kontinuiranog kretanja. - ENG30-06262567-n:0.5128::Medijum koji širi pokretne slike. - ENG30-03338821-n:0.4216::Fotografski papir koji se sastoji of celuloidne osnove koja je prevučena fotografskom emulzijom i na kome se pravi nega…	http://llod.jerteh.rs/WSD/seENG3006613686n	3	simple_wsd	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	
157-15	13313-13317	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	_	
157-16	13318-13320	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
157-17	13321-13328	snimana	V	VERB	_	_	snimati	_	_	_	*	simple_wsd - ENG30-00998399-v:0.4887::napraviti elektronski zapis - ENG30-02156225-v:0.4284::posmatrati kao okom	http://llod.jerteh.rs/WSD/seENG3000998399v	2	simple_wsd	ENG30-00998399-v;ENG30-02156225-v	
157-18	13329-13334	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	_	_	
157-19	13335-13337	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	_	
157-20	13338-13344	drugim	A	ADJ	_	_	drugi	_	_	_	*	simple_wsd - ENG30-02070188-a:0.6325::Ne baš onaj koji je prvo pomenut ili koji se podrazumeva; neki drugi. - ENG30-02070030-a:0.5960::jasno različit od nekog sasvim drugog ili prvog - ENG30-02202146-a:0.4237::dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini	http://llod.jerteh.rs/WSD/seENG3002070188a	4	simple_wsd	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	
157-21	13344-13345	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Nakon doktorata Pejn je proučavala zvezde visokog sjaja kako bi razumela strukturu Mlečnog puta.
158-1	13345-13350	Nakon	PREP	ADP	_	_	nakon	_	_	_	_	_	_	_	_	_	
158-2	13351-13360	doktorata	N	NOUN	_	_	doktorat	_	_	_	*	simple_wsd - DRJ0-237371/1:0.6625::najviši akademski stepen, doktorska titula koja se stiče izradom i odbranom doktorske disertacije: - DRJ0-237371/2:0.6528::ispit koji se polaže za sticanje toga stepena, doktorski ispit:	http://llod.jerteh.rs/WSD/seDRJ0237371_1	2	simple_wsd	DRJ0-237371/1;DRJ0-237371/2	
158-3	13361-13365	Pejn	N	PROPN	http://www.wikidata.org/entity/Q234909	PERS	Pejn	_	_	_	_	_	_	_	_	_	
158-4	13366-13368	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
158-5	13369-13379	proučavala	V	VERB	_	_	proučavati	_	_	_	*	simple_wsd - ENG30-00607114-v:0.5894::učiti čitanjem knjiga - ENG30-00644583-v:0.5889::Razmotriti nešto detaljno, podvrgnuti analizi da bi se otkrila njegova suštinska svojstva ili značenje. - ENG30-00599992-v:0.4780::biti učenik određenog predmeta	http://llod.jerteh.rs/WSD/seENG3000607114v	3	simple_wsd	ENG30-00599992-v;ENG30-00607114-v;ENG30-00644583-v	
158-6	13380-13386	zvezde	N	NOUN	_	_	zvezda	_	_	_	*	simple_wsd - ENG30-05730930-n:0.6269::mrežna topologija čije su komponenet povezane na glavni računar - ENG30-06828389-n:0.6022::karakter nalik na zvezdu (*) koji se koristi u štampanim tekstovima - ENG30-09762509-n:0.4906::Neko ko je veoma vešt.	http://llod.jerteh.rs/WSD/seENG3005730930n	4	simple_wsd	ENG30-05730930-n;ENG30-06828389-n;ENG30-09444100-n;ENG30-09762509-n	
158-7	13387-13394	visokog	A	ADJ	_	_	visok	_	_	_	*	simple_wsd - ENG30-01213197-a:0.5864::(odnosi se na zvukove ili glasove); proizvodi visok ton - ENG30-01204557-a:0.5746::U doslovnom značenju, koji ima relativno veliku visinu ili se uspravno prostire. - ENG30-01210854-a:0.5418::Veći od uobičajenog po stepenu, intenzitetu ili iznosu.	http://llod.jerteh.rs/WSD/seENG3001213197a	6	simple_wsd	ENG30-01204557-a;ENG30-01210854-a;ENG30-01213197-a;ENG30-01375909-a;ENG30-02339120-a;ENG30-02385726-a	
158-8	13395-13400	sjaja	N	NOUN	_	_	sjaj	_	_	_	*	simple_wsd - ENG30-05018103-n:0.5342::koji je svetleći; emituje ili reflektuje svetlost - ENG30-04953380-n:0.4907::osvetljenost i animacija lica	http://llod.jerteh.rs/WSD/seENG3005018103n	2	simple_wsd	ENG30-04953380-n;ENG30-05018103-n	
158-9	13401-13405	kako	CONJ	SCONJ	_	_	kako	_	_	_	_	_	_	_	_	_	
158-10	13406-13408	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	_	
158-11	13409-13417	razumela	V	VERB	_	_	razumeti	_	_	_	*	simple_wsd - ENG30-00624476-v:0.5166::tumačiti nešto na određeni način; preneti određeno značenje ili utisak - ENG30-00588888-v:0.4904::Znati i razumeti prirodu ili značenje nekoga ili nečega. - ENG30-00593852-v:0.4078::Shvatati neki jezik.	http://llod.jerteh.rs/WSD/seENG3000624476v	3	simple_wsd	ENG30-00588888-v;ENG30-00593852-v;ENG30-00624476-v	
158-12	13418-13427	strukturu	N	NOUN	_	_	struktura	_	_	_	*	simple_wsd - ENG30-04931965-n:0.5306::Način na koji se nešto konstruiše i raspored njegovih delova.	http://llod.jerteh.rs/WSD/seENG3004931965n	1	simple_wsd	ENG30-04931965-n	
158-13	13428-13435	Mlečnog	A	ADJ	_	_	mlečan	_	_	_	*	simple_wsd - ENG30-02893994-a:0.6101::koji se odnosi na žlezde ženki sisara koje daju mleko - ENG30-00434384-a:0.5808::koji podseća na mleko po boji ili zamućenju; koji nije bistar - CV0194:0.5716::koji se odnosi na mleko, koji je od mleka, koji sadrži mleko	http://llod.jerteh.rs/WSD/seENG3002893994a	3	simple_wsd	CV0194;ENG30-00434384-a;ENG30-02893994-a	
158-14	13436-13440	puta	N	NOUN	_	_	put	_	_	_	*	simple_wsd - ENG30-00312691-n:0.6294::putovanje ili prolaz - ENG30-04564698-n:0.6223::Svaka tvorevina koja se sastoji od ceste ili puta koji omogućava prolaz iz jednog mesta u drugo. - ENG30-00415676-n:0.5885::Pravac ponašanja.	http://llod.jerteh.rs/WSD/seENG3000312691n	8	simple_wsd	ENG30-00038262-n;ENG30-00295701-n;ENG30-00312691-n;ENG30-00415676-n;ENG30-04096066-n;ENG30-04564698-n;ENG30-07309599-n;ENG30-09387222-n	
158-15	13440-13441	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Godine 1885. Topan je počela da se obučava za medicinsku sestru u bolnici Kembridž.
159-1	13441-13447	Godine	N	NOUN	_	_	godina	_	_	_	*	simple_wsd - ENG30-15204297-n:0.5983::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-08238660-n:0.5384::Zajednica studenata ili đaka koji zajedno diplomiraju. - ENG30-15202634-n:0.5299::Godina računata od 1. januara do 31. decembra po Gregorijanskom kalendaru.	http://llod.jerteh.rs/WSD/seENG3015204297n	5	simple_wsd	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	
159-2	13448-13453	1885.	A	ADJ	_	_	1885.	_	_	_	_	_	_	_	_	_	
159-3	13454-13459	Topan	N	PROPN	http://www.wikidata.org/entity/Q447564	PERS	Topan	_	_	_	_	_	_	_	_	_	
159-4	13460-13462	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
159-5	13463-13469	počela	V	VERB	_	_	početi	_	_	_	*	simple_wsd - ENG30-01070777-v:0.5089::početi govoriti, razumeti, čitati i pisati kakav jezik - ENG30-02608823-v:0.4841::imati početak koji se karakteriše na određeni način - ENG30-02609203-v:0.4824::imati početak (o vremenskom događaju)	http://llod.jerteh.rs/WSD/seENG3001070777v	8	simple_wsd	ENG30-00345761-v;ENG30-01070777-v;ENG30-02379528-v;ENG30-02600948-v;ENG30-02608347-v;ENG30-02608823-v;ENG30-02609203-v;ENG30-02679227-v	
159-6	13470-13472	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	
159-7	13473-13475	se	PAR	PART	_	_	se	2	*	IRV	*[534]	simple_wsd - CVMWE-0246:0.4285::naučiti nešto, steći/sticati neko znanje[2111]	http://llod.jerteh.rs/WSD/seCVMWE0246[2111]	1[2111]	simple_wsd	CVMWE-0246[2111]	
159-8	13476-13483	obučava	V	VERB	_	_	obučavati	2	obučavati se	IRV	*[534]	simple_wsd - CVMWE-0246:0.4285::naučiti nešto, steći/sticati neko znanje[2111]	http://llod.jerteh.rs/WSD/seCVMWE0246[2111]	1[2111]	simple_wsd	CVMWE-0246[2111]	
159-9	13484-13486	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	_	
159-10	13487-13497	medicinsku	A	ADJ	http://www.wikidata.org/entity/Q186360[31]	ROLE[31]	medicinski	1[258]	medicinska sestra[258]	NID[258]	*[535]	simple_wsd - ENG30-10366966-n:0.4354::Osoba obučena za brigu o bolesnicima (obično pod nadzorom lekara).[2112]	http://llod.jerteh.rs/WSD/seENG3010366966n[2112]	1[2112]	simple_wsd	ENG30-10366966-n[2112]	
159-11	13498-13504	sestru	N	NOUN	http://www.wikidata.org/entity/Q186360[31]	ROLE[31]	sestra	1[258]	medicinska sestra[258]	NID[258]	*[535]	simple_wsd - ENG30-10366966-n:0.4354::Osoba obučena za brigu o bolesnicima (obično pod nadzorom lekara).[2112]	http://llod.jerteh.rs/WSD/seENG3010366966n[2112]	1[2112]	simple_wsd	ENG30-10366966-n[2112]	
159-12	13505-13506	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
159-13	13507-13514	bolnici	N	NOUN	http://www.wikidata.org/entity/Q5025447[32]	ORG[32]	bolnica	_	_	_	*	simple_wsd - ENG30-08054417-n:0.6392::medicinska ustanova u kojoj se bolesnim ili povređenim osobama pruža medicinska ili hirurška nega - ENG30-03739518-n:0.5295::zgrade u kojoj se ljudi bave medicinom - ENG30-03540595-n:0.4440::zdravstveni objekat gde pacijenti dobijaju lečenje	http://llod.jerteh.rs/WSD/seENG3008054417n	4	simple_wsd	ENG30-03528100-n;ENG30-03540595-n;ENG30-03739518-n;ENG30-08054417-n	
159-14	13515-13523	Kembridž	N	PROPN	http://www.wikidata.org/entity/Q5025447[32]	ORG[32]	Kembridž	_	_	_	_	_	_	_	_	_	
159-15	13523-13524	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Zatvor je simptom, a ne oboljenje.
160-1	13524-13530	Zatvor	N	NOUN	_	_	zatvor	_	_	_	*	simple_wsd - ENG30-13937284-n:0.6723::situacija nalik na zatvor; mesto prividnog zatočeništva - ENG30-13999206-n:0.6708::stanje bivanja u zatočeništvu - ENG30-04005630-n:0.6658::zatvor, ustanova u kojoj osuđena lica izdržavaju kaznu zatvora	http://llod.jerteh.rs/WSD/seENG3013937284n	5	simple_wsd	ENG30-03592245-n;ENG30-04005630-n;ENG30-13937284-n;ENG30-13999206-n;ENG30-14371161-n	
160-2	13531-13533	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
160-3	13534-13541	simptom	N	NOUN	_	_	simptom	_	_	_	*	simple_wsd - ENG30-14299637-n:0.5642::U medicini, bilo kakav osećaj ili promena u telesnim funkcijama koje pacijent doživljava a povezuju se s određenom bole… - ENG30-14301785-n:0.5001::u medicini  objektivan dokaz o prisustvu poremećaja ili bolesti.	http://llod.jerteh.rs/WSD/seENG3014299637n	2	simple_wsd	ENG30-14299637-n;ENG30-14301785-n	
160-4	13541-13542	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
160-5	13543-13544	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	_	
160-6	13545-13547	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	_	_	
160-7	13548-13557	oboljenje	N	NOUN	_	_	oboljenje	_	_	_	*	simple_wsd - ENG30-14070360-n:0.6413::Narušenost zdravlja ili stanje nenormalnog funkcionisanja.	http://llod.jerteh.rs/WSD/seENG3014070360n	1	simple_wsd	ENG30-14070360-n	
160-8	13557-13558	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Jupiter je obično četvrto najsjajnije telo na nebu (posle Sunca, Meseca i Venere); ponekad se Mars čini svetlijim od Jupitera.
161-1	13558-13565	Jupiter	N	PROPN	http://www.wikidata.org/entity/Q319	LOC	Jupiter	_	_	_	_	_	_	_	_	_	
161-2	13566-13568	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
161-3	13569-13575	obično	ADV	ADV	_	_	obično	_	_	_	*	simple_wsd - ENG30-00155621-b:0.4043::obično; po pravilu - ENG30-00041954-b:0.3781::bez razlike jednog od drugih - ENG30-00106921-b:0.3135::u normalnim uslovima	http://llod.jerteh.rs/WSD/seENG3000155621b	3	simple_wsd	ENG30-00041954-b;ENG30-00106921-b;ENG30-00155621-b	
161-4	13576-13583	četvrto	A	ADJ	_	_	četvrti	_	_	_	*	simple_wsd - ENG30-02202443-a:0.4434::dolazi odmah posle trećeg i neposredno pre petog u položaju ili vremenu ili stepenu ili veličini	http://llod.jerteh.rs/WSD/seENG3002202443a	1	simple_wsd	ENG30-02202443-a	
161-5	13584-13595	najsjajnije	A	ADJ	_	_	sjajan	_	_	_	*	simple_wsd - ENG30-01285376-a:0.5064::onaj koji je okarakterisan veličinom; - ENG30-00278551-a:0.4986::onaj koji emituje ili reflektuje svetlo, lako ili u velikoj količini; - ENG30-01676517-a:0.4398::izuzetno dobar; ove reči se koriste za naglašavanje značenja drugih reči	http://llod.jerteh.rs/WSD/seENG3001285376a	4	simple_wsd	ENG30-00150505-a;ENG30-00278551-a;ENG30-01285376-a;ENG30-01676517-a	
161-6	13596-13600	telo	N	NOUN	_	_	telo	_	_	_	*	simple_wsd - ENG30-05217859-n:0.5903::Telo mrtve životinje ili osobe. - ENG30-07965085-n:0.5656::Grupa ljudi koji su povezani nekom zajedničkom vezom ili zanimanjem i posmatraju se kao celina. - ENG30-05549830-n:0.5300::Telo ne računajući glavu i vrat i udove.	http://llod.jerteh.rs/WSD/seENG3005217859n	8	simple_wsd	ENG30-02861886-n;ENG30-05216365-n;ENG30-05217859-n;ENG30-05549830-n;ENG30-06394701-n;ENG30-07965085-n;ENG30-08436288-n;ENG30-09224911-n	
161-7	13601-13603	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	
161-8	13604-13608	nebu	N	NOUN	_	_	nebo	_	_	_	*	simple_wsd - ENG30-08521267-n:0.5937::Prividna površina imaginarne sfere na kojoj izgleda kao da se nebeska tela projektuju. - ENG30-09436708-n:0.5011::Svemir kako se vidi sa zemlje. - ENG30-08565506-n:0.3954::bilo koje mesto blaženstva ili užitka	http://llod.jerteh.rs/WSD/seENG3008521267n	4	simple_wsd	ENG30-05627785-n;ENG30-08521267-n;ENG30-08565506-n;ENG30-09436708-n	
161-9	13609-13610	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	_	
161-10	13610-13615	posle	PREP	ADP	_	_	posle	_	_	_	_	_	_	_	_	_	
161-11	13616-13621	Sunca	N	PROPN	http://www.wikidata.org/entity/Q525	LOC	Sunce	_	_	_	_	_	_	_	_	_	
161-12	13621-13622	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	
161-13	13623-13629	Meseca	N	PROPN	http://www.wikidata.org/entity/Q405	LOC	Mesec	_	_	_	_	_	_	_	_	_	
161-14	13630-13631	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
161-15	13632-13638	Venere	N	PROPN	http://www.wikidata.org/entity/Q313	LOC	Venera	_	_	_	_	_	_	_	_	_	
161-16	13638-13639	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	_	
161-17	13639-13640	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	_	_	
