#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=On obično igra na poziciji levog krila ili levog beka.
158-1	760-766	Veliki	A	ADJ	_	_	velik	_	_	_	ENG30-01375909-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	U kontekstu rečenice, 'veliki broj' se odnosi na količinu zvezda, što odgovara značenju 'iznad proseka po veličini ili broju ili količini ili snazi ili iznosu'.	
158-2	767-771	broj	N	NOUN	_	_	broj	_	_	_	ENG30-05121418-n	6	ENG30-05121418-n;ENG30-06326526-n;ENG30-06391766-n;ENG30-06596978-n;ENG30-06807198-n;ENG30-13591761-n	U datom kontekstu, reč 'broj' se odnosi na nedefinisanu količinu zvezda, što odgovara značenju 'svojstvo koje poseduje zbir, ukupnost ili nedefinisana količina jedinica ili pojedinaca'.	
158-3	772-778	zvezda	N	NOUN	_	_	zvezda	_	_	_	ENG30-09444100-n	4	ENG30-05730930-n;ENG30-06828389-n;ENG30-09444100-n;ENG30-09762509-n	U navedenom kontekstu, 'zvezda' se odnosi na nebesko telo, što odgovara značenju 'Nebesko telo od vrućih gasova koje emituje energiju iz termonuklearnih reakciju u svom središtu (astronomija)'.	
158-4	779-781	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
158-5	782-790	starosti	N	NOUN	_	_	starost	_	_	_	ENG30-04924103-n	2	ENG30-04924103-n;ENG30-15153787-n	U kontekstu rečenice, "starost" se odnosi na to koliko dugo zvezde postoje, što odgovara definiciji "Kako dugo nešto postoji."	
158-6	791-797	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
158-7	798-807	milijardu	N	NOUN	_	_	milijarda	_	_	_	ENG30-13751829-n	2	ENG30-13751829-n;ENG30-13752172-n	U kontekstu rečenice, 'milijarda' se koristi kao broj koji označava jedinicu praćenu sa 9 nula, što odgovara prvom značenju.	
158-8	808-809	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
158-9	810-812	10	NUM	NUM	_	_	10	_	_	_	_	_	_	_	
158-10	813-822	milijardi	N	NOUN	_	_	milijarda	_	_	_	ENG30-13751829-n	2	ENG30-13751829-n;ENG30-13752172-n	U kontekstu rečenice, 'milijarda' se koristi kao broj koji predstavlja jedinicu praćenu sa 9 nula, što je standardno značenje ovog broja.	
158-11	823-829	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U kontekstu rečenice, 'godina' se odnosi na vremenski period od 365 (ili 366) dana, što odgovara značenju vremenskog perioda koji se koristi za merenje starosti zvezda.	
158-12	829-830	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Priče o uspehu Evropskog socijalnog fonda (ESF): preko 70 priča o uspehu koje pokazuju kako su projekti ESF pomogli da se poboljša radni život ljudi širom Evrope.
159-1	830-835	Priče	N	NOUN	_	_	priča	_	_	_	ENG30-07221094-n	2	ENG30-06369829-n;ENG30-07221094-n	U datom kontekstu, reč 'priče' se odnosi na izveštaje ili narative o događajima i dešavanjima, konkretno o uspesima projekata Evropskog socijalnog fonda. Dakle, značenje 'priča o događajima ili dešavanjima' je najprikladnije.	
159-2	836-837	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	
159-3	838-844	uspehu	N	NOUN	_	_	uspeh	_	_	_	ENG30-00063652-n	3	ENG30-00063652-n;ENG30-07319103-n;ENG30-14474894-n	U datom kontekstu, 'uspeh' se odnosi na postignuća Evropskog socijalnog fonda, odnosno na projekte koji su bili uspešni u poboljšanju radnog života ljudi.	
159-4	845-854	Evropskog	A	ADJ	http://www.wikidata.org/entity/Q846996[77]	ORG[77]	evropski	_	_	_	_	_	_	_	
159-5	855-865	socijalnog	A	ADJ	http://www.wikidata.org/entity/Q846996[77]	ORG[77]	socijalan	_	_	_	_	_	_	_	
159-6	866-871	fonda	N	NOUN	http://www.wikidata.org/entity/Q846996[77]	ORG[77]	fond	_	_	_	_	_	_	_	
159-7	872-873	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
159-8	873-876	ESF	ABB	X	http://www.wikidata.org/entity/Q846996	ORG	ESF	_	_	_	_	_	_	_	
159-9	876-877	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
159-10	877-878	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	
159-11	879-884	preko	PREP	ADP	_	_	preko	_	_	_	_	_	_	_	
159-12	885-887	70	NUM	NUM	_	_	70	_	_	_	_	_	_	_	
159-13	888-893	priča	N	NOUN	_	_	priča	_	_	_	ENG30-07221094-n	2	ENG30-06369829-n;ENG30-07221094-n	U datom kontekstu, reč 'priča' se odnosi na izveštaje ili opise događaja i dešavanja u vezi sa uspehom Evropskog socijalnog fonda, a ne na književno delo.	
159-14	894-895	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	
159-15	896-902	uspehu	N	NOUN	_	_	uspeh	_	_	_	ENG30-00063652-n	3	ENG30-00063652-n;ENG30-07319103-n;ENG30-14474894-n	U kontekstu rečenice, 'uspeh' se odnosi na postignuća projekata ESF, odnosno na uspešne ishode tih projekata koji su poboljšali radni život ljudi.	
159-16	903-907	koje	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
159-17	908-916	pokazuju	V	VERB	_	_	pokazivati	_	_	_	ENG30-00772640-v	8	ENG30-00772640-v;ENG30-00923307-v;ENG30-00923793-v;ENG30-00928232-v;ENG30-01339505-v;ENG30-01589056-v;ENG30-02137132-v;ENG30-02143283-v	U kontekstu rečenice, 'pokazuju' znači da priče o uspehu pružaju dokaze o tome kako su projekti ESF poboljšali radni život ljudi. Dakle, značenje 'pružiti dokaze o' je najprikladnije.	
159-18	917-921	kako	ADV	ADV	_	_	kako	_	_	_	ENG30-00111712-b	2	ENG30-00111546-b;ENG30-00111712-b	U datom kontekstu, 'kako' se koristi da objasni na koji način su projekti ESF pomogli u poboljšanju radnog života ljudi, što odgovara značenju 'na koji način ili način ili kojim sredstvima'.	
159-19	922-924	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
159-20	925-933	projekti	N	NOUN	_	_	projekt	_	_	_	DRJ0-218747/1	3	DRJ0-218747/1;DRJ0-218747/2;DRJ0-218747/3	U kontekstu rečenice, 'projekti ESF' se odnose na razrađene programe i akcije koje su pomogle da se poboljša radni život ljudi, što odgovara značenju 'razrađen program, plan za ostvarenje kakvog istraživanja, poduhvata, akcije, zamisli; samo to istraživanje, akcija, zamisao'.	
159-21	934-937	ESF	ABB	X	http://www.wikidata.org/entity/Q846996	ORG	ESF	_	_	_	_	_	_	_	
159-22	938-945	pomogli	V	VERB	_	_	pomoći	_	_	_	ENG30-02735897-v	5	ENG30-00082081-v;ENG30-01757338-v;ENG30-02547586-v;ENG30-02555434-v;ENG30-02735897-v	U kontekstu rečenice, 'pomogli' znači da su projekti ESF bili od koristi u poboljšanju radnog života ljudi.	
159-23	946-948	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	
159-24	949-951	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	
159-25	952-960	poboljša	V	VERB	_	_	poboljšati	_	_	_	ENG30-00205885-v	3	ENG30-00205885-v;ENG30-00229605-v;ENG30-00549982-v	U kontekstu rečenice, 'poboljšati' znači učiniti radni život ljudi boljim, što se direktno poklapa sa značenjem 'učiniti boljim'.	
159-26	961-966	radni	A	ADJ	_	_	radni	_	_	_	ENG30-00833334-a	2	ENG30-00833334-a;ENG30-00864461-a	U kontekstu 'radni život', reč 'radni' se odnosi na aspekte života koji su povezani sa radom i zaposlenjem, odnosno na uslove i kvalitet života koji su omogućeni ili poboljšani kroz rad.	
159-27	967-972	život	N	NOUN	_	_	život	_	_	_	ENG30-05810561-n	11	ENG30-00006269-n;ENG30-05810561-n;ENG30-09178727-n;ENG30-10260706-n;ENG30-11473291-n;ENG30-13954253-n;ENG30-13961399-n;ENG30-13963192-n;ENG30-15140405-n;ENG30-15140744-n;ENG30-15140892-n	U kontekstu rečenice, 'život' se odnosi na iskustvo življenja i aktivnosti ljudi, posebno u vezi sa poboljšanjem radnih uslova.	
159-28	973-978	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-07942152-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	U kontekstu rečenice, 'ljudi' se odnosi na grupu ljudskih bića kojima su projekti ESF pomogli da poboljšaju radni život, što odgovara definiciji 'Bilo koja grupa ljudskih bića, muškaraca, žena ili dece, zajedno (množina)'.	
159-29	979-984	širom	PREP	ADP	_	_	širom	_	_	_	_	_	_	_	
159-30	985-991	Evrope	N	PROPN	http://www.wikidata.org/entity/Q46	LOC	Evropa	_	_	_	_	_	_	_	
159-31	991-992	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Tako je projekat ujedinio mlade igrače četiri kontinenta — Afrike, Evroazije, Severne Amerike i Južne Amerike.
160-1	992-996	Tako	ADV	ADV	_	_	tako	_	_	_	ENG30-00121002-b	7	ENG30-00037641-b;ENG30-00043003-b;ENG30-00117620-b;ENG30-00121002-b;ENG30-00121135-b;ENG30-00146594-b;ENG30-00146926-b	U datoj rečenici, 'tako' se koristi da pokaže da je projekat ujedinio mlade igrače kao rezultat ili na taj način, što odgovara značenju 'na taj način ili zbog toga'.	
160-2	997-999	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
160-3	1000-1008	projekat	N	NOUN	_	_	projekt	_	_	_	DRJ0-218747/1	3	DRJ0-218747/1;DRJ0-218747/2;DRJ0-218747/3	U datom kontekstu, reč 'projekat' se odnosi na plan ili poduhvat koji ima za cilj ujedinjenje mladih igrača sa različitih kontinenata, što odgovara značenju 'razrađen program, plan za ostvarenje kakvog istraživanja, poduhvata, akcije, zamisli; samo to istraživanje, akcija, zamisao'.	
160-4	1009-1017	ujedinio	V	VERB	_	_	ujediniti	_	_	_	ENG30-00243124-v	4	ENG30-00243124-v;ENG30-02469835-v;ENG30-02622234-v;ENG30-02631163-v	U ovom kontekstu, 'ujediniti' znači pridružiti ili kombinovati mlade igrače sa različitih kontinenata u okviru projekta.	
160-5	1018-1023	mlade	A	ADJ	_	_	mlad	_	_	_	ENG30-01674464-a	2	ENG30-00818008-a;ENG30-01674464-a	U datom kontekstu, reč 'mlade' se odnosi na ljude, konkretno igrače, koji su u ranom stadijumu života, što odgovara značenju 'koristi se za ljude i živa bića, koji su u ranom stadijumu života ili razvoja i rasta'.	
160-6	1024-1030	igrače	N	NOUN	*	ROLE	igrač	_	_	_	ENG30-10439851-n	1	ENG30-10439851-n	U datom kontekstu, 'igrač' se odnosi na osobu koja učestvuje u nekoj igri ili sportu, što se uklapa u definiciju 'osoba koja učestvuje ili je vešta u nekoj igri'.	
160-7	1031-1037	četiri	NUM	NUM	_	_	četiri	_	_	_	_	_	_	_	
160-8	1038-1048	kontinenta	N	NOUN	_	_	kontinent	_	_	_	ENG30-09254614-n	1	ENG30-09254614-n	Rečenica opisuje projekat koji ujedinjuje mlade igrače sa različitih kontinenata, što se direktno odnosi na kontinente kao velike kopnene mase na Zemlji.	
160-9	1049-1050	—	PUNCT	PUNCT	_	_	—	_	_	_	_	_	_	_	
160-10	1051-1057	Afrike	N	PROPN	http://www.wikidata.org/entity/Q15	LOC	Afrika	_	_	_	_	_	_	_	
160-11	1057-1058	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
160-12	1059-1068	Evroazije	N	PROPN	http://www.wikidata.org/entity/Q5401	LOC	Evroazija	_	_	_	_	_	_	_	
160-13	1068-1069	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
160-14	1070-1077	Severne	A	ADJ	http://www.wikidata.org/entity/Q49[78]	LOC[78]	severni	_	_	_	_	_	_	_	
160-15	1078-1085	Amerike	N	PROPN	http://www.wikidata.org/entity/Q49[78]	LOC[78]	Amerika	_	_	_	_	_	_	_	
160-16	1086-1087	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
160-17	1088-1093	Južne	A	ADJ	http://www.wikidata.org/entity/Q18[79]	LOC[79]	južni	_	_	_	_	_	_	_	
160-18	1094-1101	Amerike	N	PROPN	http://www.wikidata.org/entity/Q18[79]	LOC[79]	Amerika	_	_	_	_	_	_	_	
160-19	1101-1102	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Dok se definisanje strategije vrši na nivou EU, implementacija finansiranja Evropskog socijalnog fonda (ESF) je odgovornost država članica EU i regiona.
161-1	1102-1105	Dok	CONJ	SCONJ	_	_	Dok	_	_	_	_	_	_	_	
161-2	1106-1108	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	
161-3	1109-1120	definisanje	N	NOUN	_	_	definisanje	_	_	_	ENG30-13555446-n	1	ENG30-13555446-n	U datom kontekstu, "definisanje strategije" se odnosi na proces utvrđivanja i oblikovanja strategije, što odgovara značenju 'svaki proces koji služi za definisanje oblika nečega'.	
161-4	1121-1131	strategije	N	NOUN	_	_	strategija	_	_	_	ENG30-05905348-n	2	ENG30-05905348-n;ENG30-06249177-n	U datom kontekstu, 'strategija' se odnosi na plan akcije koji se definiše na nivou EU, što odgovara značenju 'razvijen i sistematski plan akcije'.	
161-5	1132-1136	vrši	V	VERB	_	_	vršiti	_	_	_	ENG30-02374764-v	2	ENG30-02374764-v;ENG30-02568672-v	U datom kontekstu, 'vršiti' znači obavljati funkciju definisanja strategije na nivou EU.	
161-6	1137-1139	na	PREP	ADP	_	_	na	1[812]	na nivou[812]	AdpID[812]	LLM-0132[3509]	1[3509]	LLM-0132[3509]	U datom kontekstu, 'na nivou EU' znači 'u skladu sa standardima ili stepenom koji postavlja EU', što odgovara značenju 'u skladu sa'.[3509]	
161-7	1140-1145	nivou	N	NOUN	_	_	nivo	1[812]	na nivou[812]	AdpID[812]	LLM-0132[3509]	1[3509]	LLM-0132[3509]	U datom kontekstu, 'na nivou EU' znači 'u skladu sa standardima ili stepenom koji postavlja EU', što odgovara značenju 'u skladu sa'.[3509]	
161-8	1146-1148	EU	ABB	X	http://www.wikidata.org/entity/Q458	ORG	EU	_	_	_	_	_	_	_	
161-9	1148-1149	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
161-10	1150-1164	implementacija	N	NOUN	_	_	implementacija	_	_	_	ENG30-01127379-n	1	ENG30-01127379-n	Implementacija u kontekstu rečenice se odnosi na izvršenje finansiranja Evropskog socijalnog fonda, što odgovara značenju 'čin postizanja nekog cilja ili izvršenja nekog naređenja'.	
161-11	1165-1177	finansiranja	N	NOUN	_	_	finansiranje	_	_	_	ENG30-13365698-n	2	ENG30-01099109-n;ENG30-13365698-n	U kontekstu rečenice, 'finansiranje' se odnosi na finansijska sredstva koja se obezbeđuju za implementaciju Evropskog socijalnog fonda (ESF), što odgovara značenju 'finansijska sredstva obezbeđena za omogućavanje nekog projekta'.	
161-12	1178-1187	Evropskog	A	ADJ	http://www.wikidata.org/entity/Q846996[80]	ORG[80]	evropski	_	_	_	_	_	_	_	
161-13	1188-1198	socijalnog	A	ADJ	http://www.wikidata.org/entity/Q846996[80]	ORG[80]	socijalan	_	_	_	_	_	_	_	
161-14	1199-1204	fonda	N	NOUN	http://www.wikidata.org/entity/Q846996[80]	ORG[80]	fond	_	_	_	_	_	_	_	
161-15	1205-1206	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
161-16	1206-1209	ESF	ABB	X	http://www.wikidata.org/entity/Q846996	ORG	ESF	_	_	_	_	_	_	_	
161-17	1209-1210	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
161-18	1211-1213	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
161-19	1214-1225	odgovornost	N	NOUN	_	_	odgovornost	_	_	_	ENG30-01124246-n	2	ENG30-01124246-n;ENG30-04669247-n	U kontekstu rečenice, 'odgovornost' se odnosi na obavezu država članica EU i regiona da sprovedu finansiranje Evropskog socijalnog fonda (ESF), što predstavlja mehanizam društvene kontrole za sprovođenje društvenih standarda.	
161-20	1226-1232	država	N	NOUN	_	_	država	2[813]	država članica[813]	NID[813]	LLM-0040[3510]	1[3510]	LLM-0040[3510]	U kontekstu rečenice, 'država članica' se odnosi na zemlju koja je deo Evropske unije, što se uklapa u definiciju zemlje koja je deo neke međunarodne organizacije ili zajednice.[3510]	
161-21	1233-1240	članica	N	NOUN	_	_	članica	2[813]	država članica[813]	NID[813]	LLM-0040[3510]	1[3510]	LLM-0040[3510]	U kontekstu rečenice, 'država članica' se odnosi na zemlju koja je deo Evropske unije, što se uklapa u definiciju zemlje koja je deo neke međunarodne organizacije ili zajednice.[3510]	
161-22	1241-1243	EU	ABB	X	http://www.wikidata.org/entity/Q458	ORG	EU	_	_	_	_	_	_	_	
161-23	1244-1245	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
161-24	1246-1253	regiona	N	NOUN	_	_	region	_	_	_	RSSJ-45108/0	1	RSSJ-45108/0	U navedenom kontekstu, 'region' se odnosi na prostor unutar država članica EU koji ima određene zajedničke karakteristike relevantne za implementaciju finansiranja Evropskog socijalnog fonda.	
161-25	1253-1254	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Češka Republika je 12. marta 1999. postala članica NATO, zajedno s Poljskom i Mađarskom.
162-1	1254-1259	Češka	A	ADJ	http://www.wikidata.org/entity/Q213[81]	LOC[81]	češki	_	_	_	_	_	_	_	
162-2	1260-1269	Republika	N	NOUN	http://www.wikidata.org/entity/Q213[81]	LOC[81]	republika	_	_	_	_	_	_	_	
162-3	1270-1272	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
162-4	1273-1276	12.	A	ADJ	_	_	12.	_	_	_	NEW_SENSE	0	_	_	
162-5	1277-1282	marta	N	NOUN	_	_	mart	_	_	_	ENG30-15210870-n	1	ENG30-15210870-n	U navedenom kontekstu, 'mart' se odnosi na mesec u godini, konkretno na treći mesec, što odgovara definiciji značenja 'Mesec koji dolazi posle februara a pre aprila u kalendaru'.	
162-6	1283-1288	1999.	A	ADJ	_	_	1999.	_	_	_	NEW_SENSE	0	_	_	
162-7	1289-1296	postala	V	VERB	_	_	postati	_	_	_	ENG30-00149583-v	5	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	U kontekstu rečenice, 'postati' znači ući u određeno stanje, odnosno stanje članstva u NATO-u. Ovo značenje se najbolje uklapa u dati kontekst.	
162-8	1297-1304	članica	N	NOUN	_	_	članica	_	_	_	DRJ0-190732/0б	2	DRJ0-190732/0а.;DRJ0-190732/0б.	U navedenom kontekstu, 'članica' se odnosi na državu (Češku Republiku) koja je postala deo NATO organizacije. Dakle, značenje 'zemlja, država pripadnica neke organizacije' je najprikladnije.	
162-9	1305-1309	NATO	ABB	X	http://www.wikidata.org/entity/Q7184	ORG	NATO	_	_	_	_	_	_	_	
162-10	1309-1310	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
162-11	1311-1318	zajedno	ADV	ADV	_	_	zajedno	_	_	_	ENG30-00117082-b	4	ENG30-00116588-b;ENG30-00116994-b;ENG30-00117082-b;ENG30-00197710-b	U datom kontekstu, 'zajedno' znači da su Češka Republika, Poljska i Mađarska ušle u NATO u isto vreme, u spoju, kombinovano.	
162-12	1319-1320	s	PREP	ADP	_	_	s	_	_	_	_	_	_	_	
162-13	1321-1329	Poljskom	N	PROPN	http://www.wikidata.org/entity/Q36	LOC	Poljska	_	_	_	_	_	_	_	
162-14	1330-1331	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
162-15	1332-1341	Mađarskom	N	PROPN	http://www.wikidata.org/entity/Q28	LOC	Mađarska	_	_	_	_	_	_	_	
162-16	1341-1342	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Neki zakoni zahtevaju i komunikaciju između država članica i Evropske komisije (na primer, za obaveštavanje o nacionalnim merama za implementaciju prava Evropske unije).
163-1	1342-1346	Neki	PRO	DET	_	_	neki	_	_	_	_	_	_	_	
163-2	1347-1353	zakoni	N	NOUN	_	_	zakon	_	_	_	ENG30-06564387-n	2	ENG30-06532330-n;ENG30-06564387-n	U kontekstu rečenice, 'zakoni' se odnose na akte koje donosi zakonodavno telo, što odgovara značenju pod ID-jem ENG30-06564387-n.	
163-3	1354-1363	zahtevaju	V	VERB	_	_	zahtevati	_	_	_	ENG30-02627934-v	6	ENG30-00754942-v;ENG30-00784727-v;ENG30-02267989-v;ENG30-02275365-v;ENG30-02627934-v;ENG30-02635547-v	U datom kontekstu, zakoni 'zahtevaju' komunikaciju, što znači da je to potrebno, ispravno ili propisano zakonom. Ovo se najbolje uklapa u značenje 'Zahtevati jer je korisno, pravedno ili ispravno'.	
163-4	1364-1365	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
163-5	1366-1378	komunikaciju	N	NOUN	_	_	komunikacija	_	_	_	ENG30-07279285-n	2	ENG30-00033020-n;ENG30-07279285-n	U datom kontekstu, 'komunikacija' se odnosi na interakciju i razmenu informacija između država članica i Evropske komisije, što odgovara značenju 'komunikativna interakcija'.	
163-6	1379-1385	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
163-7	1386-1392	država	N	NOUN	_	_	država	1[814]	država članica[814]	NID[814]	LLM-0040[3511]	1[3511]	LLM-0040[3511]	U navedenom kontekstu, 'država članica' se odnosi na zemlju koja je deo Evropske unije, što je međunarodna zajednica. Dakle, značenje 'zemlja koja je deo neke međunarodne organizacije ili zajednice' je najprikladnije.[3511]	
163-8	1393-1400	članica	N	NOUN	_	_	članica	1[814]	država članica[814]	NID[814]	LLM-0040[3511]	1[3511]	LLM-0040[3511]	U navedenom kontekstu, 'država članica' se odnosi na zemlju koja je deo Evropske unije, što je međunarodna zajednica. Dakle, značenje 'zemlja koja je deo neke međunarodne organizacije ili zajednice' je najprikladnije.[3511]	
163-9	1401-1402	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
163-10	1403-1411	Evropske	A	ADJ	http://www.wikidata.org/entity/Q8880[82]	ORG[82]	evropski	_	_	_	_	_	_	_	
163-11	1412-1420	komisije	N	NOUN	http://www.wikidata.org/entity/Q8880[82]	ORG[82]	komisija	_	_	_	_	_	_	_	
163-12	1421-1422	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
163-13	1422-1424	na	PREP	ADP	_	_	na	3[815]	na primer[815]	PartID[815]	LLM-0135[3512]	1[3512]	LLM-0135[3512]	U navedenoj rečenici, 'na primer' se koristi da uvede konkretan primer komunikacije između država članica i Evropske komisije, što odgovara definiciji značenja 'uvodi primer ili ilustraciju'.[3512]	
163-14	1425-1431	primer	N	NOUN	_	_	primer	3[815]	na primer[815]	PartID[815]	LLM-0135[3512]	1[3512]	LLM-0135[3512]	U navedenoj rečenici, 'na primer' se koristi da uvede konkretan primer komunikacije između država članica i Evropske komisije, što odgovara definiciji značenja 'uvodi primer ili ilustraciju'.[3512]	
163-15	1431-1432	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
163-16	1433-1435	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
163-17	1436-1449	obaveštavanje	N	NOUN	_	_	obaveštavanje	_	_	_	CVDf-222/0	1	CVDf-222/0	U navedenom kontekstu, 'obaveštavanje' se odnosi na akciju prenošenja informacija između država članica i Evropske komisije, što odgovara definiciji glagolske imenice od obaveštavati i akciji kojom se neko obaveštava.	
163-18	1450-1451	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	
163-19	1452-1463	nacionalnim	A	ADJ	_	_	nacionalan	_	_	_	ENG30-01105840-a	7	ENG30-00526984-a;ENG30-01038332-a;ENG30-01105840-a;ENG30-01567862-a;ENG30-01861776-a;ENG30-02988060-a;ENG30-02988402-a	U kontekstu rečenice, 'nacionalne mere' se odnose na mere koje se primenjuju na celu naciju ili zemlju, što odgovara značenju 'odnosi se na ili se primenjuje na ili pripada celoj naciji ili zemlji'.	
163-20	1464-1470	merama	N	NOUN	_	_	mera	_	_	_	ENG30-00174412-n	7	ENG30-00033615-n;ENG30-00174412-n;ENG30-05117660-n;ENG30-05901508-n;ENG30-06501622-n;ENG30-13815342-n;ENG30-13941125-n	U kontekstu rečenice, 'mere' se odnose na korake ili poteze koje države preduzimaju u cilju implementacije prava Evropske unije, što odgovara značenju 'bilo koji potez povučen kao korak bliže cilju'.	
163-21	1471-1473	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	
163-22	1474-1488	implementaciju	N	NOUN	_	_	implementacija	_	_	_	ENG30-01127379-n	1	ENG30-01127379-n	U navedenom kontekstu, "implementacija" se odnosi na izvršavanje ili sprovođenje prava Evropske unije, što se uklapa u definiciju "čin postizanja nekog cilja ili izvršenja nekog naređenja".	
163-23	1489-1494	prava	N	NOUN	_	_	pravo	_	_	_	ENG30-08441203-n	4	ENG30-04850341-n;ENG30-05142180-n;ENG30-05174653-n;ENG30-08441203-n	U kontekstu rečenice, 'prava Evropske unije' se odnose na skup pravila i zakona koje je uspostavila Evropska unija, što odgovara značenju 'skup pravila koja nameće autoritet'.	
163-24	1495-1503	Evropske	A	ADJ	http://www.wikidata.org/entity/Q458[83]	ORG[83]	evropski	_	_	_	_	_	_	_	
163-25	1504-1509	unije	N	NOUN	http://www.wikidata.org/entity/Q458[83]	ORG[83]	unija	_	_	_	_	_	_	_	
163-26	1509-1510	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
163-27	1510-1511	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Strategija definiše ciljeve finansiranja ESF-a, koje delimično ili u potpunosti deli sa drugim strukturnim finansiranjem.
164-1	1511-1521	Strategija	N	NOUN	_	_	strategija	_	_	_	ENG30-05905348-n	2	ENG30-05905348-n;ENG30-06249177-n	U datom kontekstu, 'strategija' se odnosi na plan finansiranja, što odgovara značenju razvijenog i sistematskog plana akcije.	
164-2	1522-1530	definiše	V	VERB	_	_	definisati	_	_	_	ENG30-02611630-v	2	ENG30-00957378-v;ENG30-02611630-v	U datom kontekstu, 'definisati' znači odrediti ciljeve finansiranja, što odgovara značenju 'odrediti bitnu osobinu'.	
164-3	1531-1538	ciljeve	N	NOUN	_	_	cilj	_	_	_	ENG30-05980875-n	5	ENG30-05143077-n;ENG30-05980875-n;ENG30-05981230-n;ENG30-07262108-n;ENG30-08567877-n	U kontekstu rečenice, 'ciljevi' se odnose na željena stanja ili ishode finansiranja ESF-a, što odgovara definiciji stanja stvari koje plan treba da postigne.	
164-4	1539-1551	finansiranja	N	NOUN	_	_	finansiranje	_	_	_	ENG30-01099109-n	2	ENG30-01099109-n;ENG30-13365698-n	U kontekstu rečenice, 'finansiranje' se odnosi na sam čin obezbeđivanja sredstava, a ne na konkretna sredstva. Strategija definiše ciljeve samog procesa finansiranja.	
164-5	1552-1557	ESF-a	ABB	X	http://www.wikidata.org/entity/Q764847	ORG	ESF	_	_	_	_	_	_	_	
164-6	1557-1558	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
164-7	1559-1563	koje	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
