#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
104-7	9567-9574	obučili	V	VERB	_	_	obučiti	_	_	_	ENG30-02387034-v	4	ENG30-00602805-v;ENG30-00603298-v;ENG30-02387034-v;ENG30-02553697-v	*	simple_wsd - ENG30-02387034-v:0.5673::pripremiti (nekoga) za buduću ulogu ili dužnost - ENG30-00603298-v:0.5565::Pripremati za budući zadatak ili karijeru. - ENG30-00602805-v:0.5472::proći trening ili obuku radi pripreme za određenu ulogu, funkciju ili profesiju	
104-8	9575-9577	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
104-9	9578-9587	francuski	A	ADJ	*	DEMO	francuski	_	_	_	ENG30-06964901-n	2	ENG30-02958392-a;ENG30-06964901-n	*	simple_wsd - ENG30-06964901-n:0.5573::romanski jezik kojim se govori u Fancuskoj i u zemljama koje su bile Francuske kolonije. - ENG30-02958392-a:0.5447::koji se odnosi na Francusku, njene ljude i kulturu	
104-10	9588-9593	vojni	A	ADJ	http://www.wikidata.org/entity/\*[57]	ROLE[57]	vojni	_	_	_	ENG30-01545149-a	2	ENG30-01545149-a;ENG30-02764251-a	*	simple_wsd - ENG30-01545149-a:0.5874::karakterističan za vojnike ili vojsku - ENG30-02764251-a:0.4496::odnosi se na proučavanje principa ratovanja	
104-11	9594-9603	savetnici	N	NOUN	http://www.wikidata.org/entity/\*[57]	ROLE[57]	savetnik	_	_	_	ENG30-00591236-n	2	ENG30-00591236-n;ENG30-09968845-n	*	simple_wsd - ENG30-00591236-n:0.5868::Pozicija savetnika. - ENG30-09968845-n:0.5658::neko ko daje savete o problemima	
104-12	9603-9604	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
104-13	9605-9608	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	_	
104-14	9609-9615	većinu	N	NOUN	_	_	većina	1	*	VID	CVMWE-0034[2071]	1[2071]	CVMWE-0034[2071]	*[519]	simple_wsd - CVMWE-0034:0.5414::sačinjavati, tvoriti veći deo u nekom skupu[2071]	
104-15	9616-9618	su	V	AUX	_	_	jesam	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0034[519]	1[519]	CVMWE-0034[519]	*[519]	U ovom kontekstu, 'činiti većinu' znači da su samurajske snage predstavljale veći deo ukupnih snaga, što odgovara značenju 'sačinjavati, tvoriti veći deo u nekom skupu'.[519]	
104-16	9619-9625	činile	V	VERB	_	_	činiti	1	činiti većinu	VID	CVMWE-0034[2071]	1[2071]	CVMWE-0034[2071]	*[519]	simple_wsd - CVMWE-0034:0.5414::sačinjavati, tvoriti veći deo u nekom skupu[2071]	
104-17	9626-9636	samurajske	A	ADJ	_	_	samurajski	_	_	_	RSSJ-46954/0	1	RSSJ-46954/0	*	simple_wsd - RSSJ-46954/0:0.5448::koji se odnosi na samuraje ili je karakterističan za njih; hrabar, viteški.	
104-18	9637-9642	snage	N	NOUN	_	_	snaga	_	_	_	ENG30-05194578-n	10	ENG30-00103834-n;ENG30-04809642-n;ENG30-05029706-n;ENG30-05034225-n;ENG30-05099796-n;ENG30-05194578-n;ENG30-08198398-n;ENG30-11452079-n;ENG30-11453016-n;ENG30-14050143-n	*	simple_wsd - ENG30-05194578-n:0.6154::snažan efekat ili uticaj - ENG30-04809642-n:0.5532::(odnosi se na zakon) koji ima pravnu važnost - ENG30-11452079-n:0.4941::Sposobnost fizičkih sistema da rade; jedinice za energiju su džuli i ergi.	
104-19	9642-9643	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Krajem Prvog svetskog rata ušla je u sastav Velike Rumunije.
105-1	9643-9649	Krajem	PREP	ADP	_	_	krajem	_	_	_	_	_	_	_	_	
105-2	9650-9655	Prvog	A	ADJ	http://www.wikidata.org/entity/Q361[58]	EVENT[58]	prvi	_	_	_	ENG30-01467919-a	7	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a;ENG30-02202047-a	*	simple_wsd - ENG30-01467919-a:0.5946::koji je velikog slova - ENG30-01009343-a:0.5792::služi za pokretanje - ENG30-00228294-a:0.5675::rangiran iznad svih ostalih	
105-3	9656-9664	svetskog	A	ADJ	http://www.wikidata.org/entity/Q361[58]	EVENT[58]	svetski	1[265]	svetski rat[265]	NID[265]	ENG30-00996817-n[2072]	1[2072]	ENG30-00996817-n[2072]	*[520]	simple_wsd - ENG30-00996817-n:0.6666::rat u koji su uključene sve veće svetske sile[2072]	
105-4	9665-9669	rata	N	NOUN	http://www.wikidata.org/entity/Q361[58]	EVENT[58]	rat	1[265]	svetski rat[265]	NID[265]	ENG30-00996817-n[2072]	1[2072]	ENG30-00996817-n[2072]	*[520]	simple_wsd - ENG30-00996817-n:0.6666::rat u koji su uključene sve veće svetske sile[2072]	
105-5	9670-9674	ušla	V	VERB	_	_	ući	2	ući u sastav	VID	CVMWE-0468[2073]	1[2073]	CVMWE-0468[2073]	*[521]	simple_wsd - CVMWE-0468:0.2104::postati deo nečega[2073]	
105-6	9675-9677	je	V	AUX	_	_	jesam	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0468[521]	1[521]	CVMWE-0468[521]	*[521]	U ovom kontekstu, 'ući u sastav' znači da je neka teritorija postala deo Velike Rumunije, što odgovara značenju 'postati deo nečega'.[521]	
105-7	9678-9679	u	PREP	ADP	_	_	u	2	*	VID	CVMWE-0468[2073]	1[2073]	CVMWE-0468[2073]	*[521]	simple_wsd - CVMWE-0468:0.2104::postati deo nečega[2073]	
105-8	9680-9686	sastav	N	NOUN	_	_	sastav	2	*	VID	CVMWE-0468[2073]	1[2073]	CVMWE-0468[2073]	*[521]	simple_wsd - CVMWE-0468:0.2104::postati deo nečega[2073]	
105-9	9687-9693	Velike	A	ADJ	http://www.wikidata.org/entity/Q218[59]	ORG[59]	veliki	_	_	_	ENG30-02163307-a	1	ENG30-02163307-a	*	simple_wsd - ENG30-02163307-a:0.5723::prilično veliki ili važan po svom efektu; uticajan	
105-10	9694-9702	Rumunije	N	PROPN	http://www.wikidata.org/entity/Q218[59]	ORG[59]	Rumunija	_	_	_	_	_	_	_	_	
105-11	9702-9703	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Mnogi ga smatraju jednim od najvažnijih vladara u norveškoj istoriji.
106-1	9703-9708	Mnogi	A	ADJ	_	_	mnogi	_	_	_	ENG30-01551633-a	1	ENG30-01551633-a	*	simple_wsd - ENG30-01551633-a:0.4151::koji se kao kvantifikator može koristiti sa mnogim imenicama i često mu prethodi `kao` ili `previše` ili `tako` ili `on…	
106-2	9709-9711	ga	PRO	PRON	_	_	on	_	_	_	_	_	_	_	_	
106-3	9712-9720	smatraju	V	VERB	_	_	smatrati	_	_	_	ENG30-00689950-v	6	ENG30-00631737-v;ENG30-00683771-v;ENG30-00689950-v;ENG30-00690614-v;ENG30-00693780-v;ENG30-00727901-v	*	simple_wsd - ENG30-00689950-v:0.5925::Imati o nečemu neko mišljenje. - ENG30-00690614-v:0.5747::držati da neko ili nešto ima određenu osobinu ili neki kvalitet. - ENG30-00727901-v:0.5362::imati na umu kao svrhu	
106-4	9721-9727	jednim	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	_	
106-5	9728-9730	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
106-6	9731-9742	najvažnijih	A	ADJ	_	_	važan	_	_	_	ENG30-01275562-a	4	ENG30-00655779-a;ENG30-01275562-a;ENG30-01467919-a;ENG30-01830403-a	*	simple_wsd - ENG30-01275562-a:0.5709::Od velikog značaja ili važnosti. - ENG30-01467919-a:0.5600::koji je velikog slova - ENG30-00655779-a:0.5333::od izuzetnog značaja; od vitalnog značaja za rešavanje krize	
106-7	9743-9750	vladara	N	NOUN	http://www.wikidata.org/entity/Q1097498	ROLE	vladar	_	_	_	ENG30-10541229-n	2	ENG30-10231515-n;ENG30-10541229-n	*	simple_wsd - ENG30-10541229-n:0.7030::Osoba koja vlada ili koamnduje. - ENG30-10231515-n:0.6098::muški suveren; vladar kraljevstva	
106-8	9751-9752	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
106-9	9753-9762	norveškoj	A	ADJ	*	DEMO	norveški	_	_	_	ENG30-02959912-a	1	ENG30-02959912-a	*	simple_wsd - ENG30-02959912-a:0.4828::koji se tiče Norveške, njenih ljudi i kulture	
106-10	9763-9771	istoriji	N	NOUN	_	_	istorija	_	_	_	ENG30-06156752-n	5	ENG30-06155567-n;ENG30-06156752-n;ENG30-06514093-n;ENG30-15121406-n;ENG30-15123996-n	*	simple_wsd - ENG30-06156752-n:0.5784::sve što se iz prošlosti pamti kao sačuvano u pisanoj formi; skup znanja - ENG30-06514093-n:0.5256::zabeleška ili pripovedni opis prošlih događaja - ENG30-15123996-n:0.4869::Kontinuitet događaja koji se sukcesivno dešavaju od prošlosti do sadašnjosti i vode čak u budućnost.	
106-11	9771-9772	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Dunavska komisija je odlučila da uništi dva stuba koja su ometala plovidbu.
107-1	9772-9780	Dunavska	A	ADJ	http://www.wikidata.org/entity/Q911204[60]	ORG[60]	dunavski	_	_	_	DRJ0-238799/0	1	DRJ0-238799/0	*	simple_wsd - DRJ0-238799/0:0.6735::koji se odnosi na Dunav:	
107-2	9781-9789	komisija	N	NOUN	http://www.wikidata.org/entity/Q911204[60]	ORG[60]	komisija	_	_	_	ENG30-08324514-n	2	ENG30-08324514-n;ENG30-08414807-n	*	simple_wsd - ENG30-08324514-n:0.6502::Specijalna grupa koja je delegirana da razmotri neku stvar. - ENG30-08414807-n:0.6402::komisija imenovana da sudi takmičenje	
107-3	9790-9792	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
107-4	9793-9801	odlučila	V	VERB	_	_	odlučiti	_	_	_	ENG30-00697589-v	2	ENG30-00697589-v;ENG30-00698855-v	*	simple_wsd - ENG30-00697589-v:0.6302::Doći do odluke o nekoj stvari. - ENG30-00698855-v:0.5163::Dovesti do kraja.	
107-5	9802-9804	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
107-6	9805-9811	uništi	V	VERB	_	_	uništiti	_	_	_	ENG30-01619929-v	4	ENG30-00470701-v;ENG30-00471711-v;ENG30-01564144-v;ENG30-01619929-v	*	simple_wsd - ENG30-01619929-v:0.5196::ukinuti, čega uništenje ili opoziv uzrokovati - ENG30-00470701-v:0.5106::Usmrtiti u velikom broju. - ENG30-01564144-v:0.4633::potpuno uništiti; nepovratno oštetiti	
107-7	9812-9815	dva	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	
107-8	9816-9821	stuba	N	NOUN	_	_	stub	_	_	_	ENG30-03073977-n	3	ENG30-03073977-n;ENG30-03074380-n;ENG30-03988170-n	*	simple_wsd - ENG30-03073977-n:0.5913::U arhitekturi, visoki valjkasti objekat, vertikalno postavljen koji podupire neku strukturu. - ENG30-03988170-n:0.5695::Drveni ili metalni potporanj koji je čvrsto postavljen u uspravni položaj. - ENG30-03074380-n:0.5603::Vertikalna struktura koja samostalno stoji i ništa ne podržava, kao spomenik.	
107-9	9822-9826	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
107-10	9827-9829	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
107-11	9830-9837	ometala	V	VERB	_	_	ometati	_	_	_	ENG30-02557199-v	2	ENG30-02557199-v;ENG30-02558172-v	*	simple_wsd - ENG30-02557199-v:0.5619::sprečavati napredovanje ili postizanje nečega - ENG30-02558172-v:0.5514::ometati ili sprečiti (napore, planove ili želje)	
107-12	9838-9846	plovidbu	N	NOUN	_	_	plovidba	_	_	_	DRJ0-212195/0	1	DRJ0-212195/0	*	simple_wsd - DRJ0-212195/0:0.5871::saobraćaj brodova i drugih plovila po morima, rekama, jezerima; putovanje brodom.; putovanje brodom po svim morima i vo…	
107-13	9846-9847	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Fermentisani mlečni proizvodi (poput jogurta) korisni su na sličan način.
108-1	9847-9859	Fermentisani	A	ADJ	_	_	fermentisan	_	_	_	ENG30-02287733-a	1	ENG30-02287733-a	*	simple_wsd - ENG30-02287733-a:0.5412::koji je prošao fermentaciju	
108-2	9860-9866	mlečni	A	ADJ	_	_	mlečan	1[266]	mlečni proizvod[266]	NID[266]	ENG30-07843775-n[2074]	1[2074]	ENG30-07843775-n[2074]	*[522]	simple_wsd - ENG30-07843775-n:0.5227::proizvodi od mleka: puter, sir, jogurt, pavlaka.[2074]	
108-3	9867-9876	proizvodi	N	NOUN	_	_	proizvod	1[266]	mlečni proizvod[266]	NID[266]	ENG30-07843775-n[2074]	1[2074]	ENG30-07843775-n[2074]	*[522]	simple_wsd - ENG30-07843775-n:0.5227::proizvodi od mleka: puter, sir, jogurt, pavlaka.[2074]	
108-4	9877-9878	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	
108-5	9878-9883	poput	PREP	ADP	_	_	poput	_	_	_	_	_	_	_	_	
108-6	9884-9891	jogurta	N	NOUN	_	_	jogurt	_	_	_	BILI-00000952	1	BILI-00000952	*	simple_wsd - BILI-00000952:0.4983::Mleko ukiseljeno pomoću posebnog fermenta.	
108-7	9891-9892	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	
108-8	9893-9900	korisni	A	ADJ	_	_	koristan	_	_	_	ENG30-00931833-a	4	ENG30-00931833-a;ENG30-02273643-a;ENG30-02494923-a;ENG30-02495922-a	*	simple_wsd - ENG30-00931833-a:0.4405::koji je pogodan za postizanje određenog cilja; podrazumeva nedostatak brige za pravdu - ENG30-02495922-a:0.4284::Biti od koristi ili koji pruža uslugu. - ENG30-02494923-a:0.3736::koji je angažovan postizanjem nečega	
108-9	9901-9903	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
108-10	9904-9906	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
108-11	9907-9913	sličan	A	ADJ	_	_	sličan	_	_	_	ENG30-01409581-a	4	ENG30-01409581-a;ENG30-01410606-a;ENG30-02071420-a;ENG30-02381495-a	*	simple_wsd - ENG30-01409581-a:0.6090::sličan ili sličan; ima iste ili neke od istih karakteristika; često se koristi u kombinaciji - ENG30-01410606-a:0.5305::ima iste ili slične karakteristike - ENG30-02071420-a:0.4837::Koji odgovara nečemu ili podseća na nešto.	
108-12	9914-9919	način	N	NOUN	_	_	način	_	_	_	ENG30-04910135-n	5	ENG30-00172710-n;ENG30-04910135-n;ENG30-04928903-n;ENG30-13801424-n;ENG30-13939604-n	*	simple_wsd - ENG30-04910135-n:0.5866::način rada ili ponašanja - ENG30-13801424-n:0.5091::stavovi zasnovani na činjenici, želji, mogućnosti i sl. koje prenose glagol ili klauza - ENG30-13939604-n:0.4882::opšte stanje stvari	
108-13	9919-9920	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Leže čekajući zatrpani peskom i samo im oči vire.
109-1	9920-9924	Leže	V	VERB	_	_	ležati	_	_	_	ENG30-01985029-v	5	ENG30-01547001-v;ENG30-01985029-v;ENG30-02653381-v;ENG30-02690708-v;ENG30-02734338-v	*	simple_wsd - ENG30-01985029-v:0.5954::preći u ležeći položaj - ENG30-02690708-v:0.5499::Biti smešten negde; zauzimati određeni položaj. - ENG30-02734338-v:0.5470::Biti i ostajati u određenom stanju ili uslovu.	
109-2	9925-9933	čekajući	V	VERB	_	_	čekati	_	_	_	ENG30-02637938-v	1	ENG30-02637938-v	*	simple_wsd - ENG30-02637938-v:0.5155::Ostati na mestu, predviđajući ili očekujući nešto.	
109-3	9934-9942	zatrpani	A	ADJ	_	_	zatrpan	_	_	_	RSSJ-14608/0	1	RSSJ-14608/0	*	simple_wsd - RSSJ-14608/0:0.4762::koji je prekriven ili ispunjen nečim, obično zemljom, snegom ili drugim materijalom.	
109-4	9943-9949	peskom	N	NOUN	_	_	pesak	_	_	_	ENG30-15019030-n	1	ENG30-15019030-n	*	simple_wsd - ENG30-15019030-n:0.5374::Rastresit materijal koji se sastoji od zrnaca stena ili korala.	
109-5	9950-9951	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
109-6	9952-9956	samo	ADV	ADV	_	_	samo	_	_	_	ENG30-00004722-b	6	ENG30-00004722-b;ENG30-00008600-b;ENG30-00011011-b;ENG30-00028797-b;ENG30-00158309-b;ENG30-00505114-b	*	simple_wsd - ENG30-00004722-b:0.4961::i ništa više; ne više nego, svega - ENG30-00011011-b:0.4864::ne pre nego (događaj, vremenski trenutak) - ENG30-00008600-b:0.4070::bez uključivanja ili učešća drugih	
109-7	9957-9959	im	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	_	
109-8	9960-9963	oči	N	NOUN	_	_	oči	_	_	_	DRJ0-210627/0	1	DRJ0-210627/0	*	simple_wsd - DRJ0-210627/0:0.2604::mn. od oko.	
109-9	9964-9968	vire	V	VERB	_	_	viriti	_	_	_	DRJ0-230931/2	2	DRJ0-230931/1;DRJ0-230931/2	*	simple_wsd - DRJ0-230931/2:0.5656::delimično, malo se videti ispod, iznad ili iza nečega, pomaljati se, štrčati;; nazirati se.; kaže se za onoga koji izgl… - DRJ0-230931/1:0.5454::gledati kroz uzan otvor, obično krišom; krišom gledati iza nekog zaklona.	
109-10	9968-9969	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Prevencija bolesti kod ljudi postiže se vakcinacijom životinja protiv ove bolesti.
110-1	9969-9979	Prevencija	N	NOUN	_	_	prevencija	_	_	_	DRJ0-215648/0	1	DRJ0-215648/0	*	simple_wsd - DRJ0-215648/0:0.2759::preventiva.	
110-2	9980-9987	bolesti	N	NOUN	_	_	bolest	_	_	_	ENG30-14070360-n	2	ENG30-14061805-n;ENG30-14070360-n	*	simple_wsd - ENG30-14070360-n:0.4513::Narušenost zdravlja ili stanje nenormalnog funkcionisanja. - ENG30-14061805-n:0.4013::Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.	
110-3	9988-9991	kod	PREP	ADP	_	_	kod	_	_	_	_	_	_	_	_	
110-4	9992-9997	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-08208016-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	*	simple_wsd - ENG30-08208016-n:0.5189::Grupa ljudi koji su spremni da se povinuju naređenjima. - ENG30-07942152-n:0.4172::Bilo koja grupa ljudskih bića, muškaraca, žena ili dece, zajedno (množina). - ENG30-10289176-n:0.3299::muški podređeni	
110-5	9998-10005	postiže	V	VERB	_	_	postignuti	_	_	_	ENG30-02355596-v	2	ENG30-02355596-v;ENG30-02526085-v	*	simple_wsd - ENG30-02355596-v:0.6324::postići bod ili cilj - ENG30-02526085-v:0.4442::Ostvariti s naporom.	
110-6	10006-10008	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	
110-7	10009-10021	vakcinacijom	N	NOUN	_	_	vakcinacija	_	_	_	ENG30-00823884-n	1	ENG30-00823884-n	*	simple_wsd - ENG30-00823884-n:0.6250::primanje vakcine kao zaštite protiv zaraznih bolesti	
110-8	10022-10031	životinja	N	NOUN	_	_	životinja	_	_	_	ENG30-00015388-n	1	ENG30-00015388-n	*	simple_wsd - ENG30-00015388-n:0.5360::Živo biće koje karakteriše voljno kretanje.	
110-9	10032-10038	protiv	PREP	ADP	_	_	protiv	_	_	_	_	_	_	_	_	
110-10	10039-10042	ove	PRO	DET	_	_	ovaj	_	_	_	_	_	_	_	_	
110-11	10043-10050	bolesti	N	NOUN	_	_	bolest	_	_	_	ENG30-14070360-n	2	ENG30-14061805-n;ENG30-14070360-n	*	simple_wsd - ENG30-14070360-n:0.4557::Narušenost zdravlja ili stanje nenormalnog funkcionisanja. - ENG30-14061805-n:0.4165::Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.	
110-12	10050-10051	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Kao prestolonaslednik Danske, dobio je mesto u Državnom savetu i kasnije je pomagao svom ocu u obavljanju vladarskih dužnosti.
111-1	10051-10054	Kao	ADV	ADV	_	_	kao	_	_	_	DRJ0-194033/1a.	5	DRJ0-194033/1a.;DRJ0-194033/1b.;DRJ0-194033/2a.;DRJ0-194033/2b.;DRJ0-194033/2v.	*	simple_wsd - DRJ0-194033/1a.:0.5543::ispred imenice sa kojom bliže određuje ono na šta se ta imenica odnosi. – - DRJ0-194033/1b.:0.5401::s prilogom „još“ i rečima koje znače uzrast, vremenski određuje pojam na koji se odnose. – - DRJ0-194033/2a.:0.5249::ističe približnost: izgleda, reklo bi se. –	
111-2	10055-10072	prestolonaslednik	N	NOUN	http://www.wikidata.org/entity/Q207293	ROLE	prestolonaslednik	_	_	_	DRJ0-216880/0	1	DRJ0-216880/0	*	simple_wsd - DRJ0-216880/0:0.5792::naslednik prestola.	
111-3	10073-10079	Danske	N	PROPN	http://www.wikidata.org/entity/Q35	LOC	Danska	_	_	_	_	_	_	_	_	
111-4	10079-10080	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
111-5	10081-10086	dobio	V	VERB	_	_	dobiti	_	_	_	ENG30-00056930-v	19	ENG30-00056930-v;ENG30-00065639-v;ENG30-00087736-v;ENG30-00094460-v;ENG30-00522751-v;ENG30-00524682-v;ENG30-01108148-v;ENG30-02108654-v;ENG30-02109645-v;ENG30-02210119-v;ENG30-02238085-v;ENG30-02247390-v;ENG30-02288295-v;ENG30-02292125-v;ENG30-02293148-v;ENG30-02315525-v;ENG30-02355596-v;ENG30-02359340-v;ENG30-02611373-v	*	simple_wsd - ENG30-00056930-v:0.6447::Doneti na svet novorođenče. - ENG30-00524682-v:0.6102::preuzeti određeni oblik, atribut ili aspekt - ENG30-02611373-v:0.6009::Biti u nekom određenom stanju ili uslovima	
111-6	10087-10089	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
111-7	10090-10095	mesto	N	NOUN	_	_	mesto	_	_	_	ENG30-08513718-n	15	CV0090;ENG30-00027167-n;ENG30-00586262-n;ENG30-00721431-n;ENG30-04286128-n;ENG30-05611822-n;ENG30-06401107-n;ENG30-06483454-n;ENG30-08513718-n;ENG30-08621598-n;ENG30-08664443-n;ENG30-13777764-n;ENG30-13926786-n;ENG30-13947645-n;ENG30-14429985-n	*	simple_wsd - ENG30-08513718-n:0.5984::Bilo koje mesto ostavljeno za neku namenu. - ENG30-13947645-n:0.5914::Odgovarajuća ili određena društvena situacija. - ENG30-04286128-n:0.5539::poslovni objekat za zabavu	
111-8	10096-10097	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
111-9	10098-10106	Državnom	A	ADJ	_	_	državni	1[267]	državni savet[267]	NID[267]	CVMWE-0080[2075]	1[2075]	CVMWE-0080[2075]	*[523]	simple_wsd - CVMWE-0080:0.6124::vladino telo u zemlji ili nekom njenom delu koje može imati različite funkcije[2075]	
111-10	10107-10113	savetu	N	NOUN	_	_	savet	1[267]	državni savet[267]	NID[267]	CVMWE-0080[2075]	1[2075]	CVMWE-0080[2075]	*[523]	simple_wsd - CVMWE-0080:0.6124::vladino telo u zemlji ili nekom njenom delu koje može imati različite funkcije[2075]	
111-11	10114-10115	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
111-12	10116-10123	kasnije	ADV	ADV	_	_	kasnije	_	_	_	ENG30-00061203-b	2	ENG30-00061203-b;ENG30-00155488-b	*	simple_wsd - ENG30-00061203-b:0.5168::događa se u vreme koje sledi nakon referentnog vremena - ENG30-00155488-b:0.4155::u nekom budućem trenutku	
111-13	10124-10126	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
111-14	10127-10134	pomagao	V	VERB	_	_	pomagati	_	_	_	ENG30-02414710-v	3	ENG30-02414710-v;ENG30-02554422-v;ENG30-02555434-v	*	simple_wsd - ENG30-02414710-v:0.6249::Raditi kao pomoćnik u podređenoj funkciji ili funkciji podrške. - ENG30-02555434-v:0.5209::doprineti unapređenju - ENG30-02554422-v:0.2901::promovisati rast	
111-15	10135-10139	svom	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	
111-16	10140-10143	ocu	N	NOUN	_	_	otac	_	_	_	ENG30-10080869-n	2	ENG30-10080869-n;ENG30-10107303-n	*	simple_wsd - ENG30-10080869-n:0.6575::Muški roditelj, koristi se i za obraćanje sopstevnom roditelju. - ENG30-10107303-n:0.5549::osoba koja osniva ili uspostavlja neku instituciju	
111-17	10144-10145	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
111-18	10146-10156	obavljanju	N	NOUN	_	_	obavljanje	_	_	_	CVDf-223/0	1	CVDf-223/0	*	simple_wsd - CVDf-223/0:0.6678::glagolska imenica od obavljati, ili: akcija izvršavanja ili izvođenja nečega	
111-19	10157-10167	vladarskih	A	ADJ	_	_	vladarski	_	_	_	ENG30-02857587-a	2	ENG30-00792641-a;ENG30-02857587-a	*	simple_wsd - ENG30-02857587-a:0.6000::koji se odnosi na vladarsku profesiju - ENG30-00792641-a:0.3855::koji ima najviši status, autoritet ili moć	
111-20	10168-10176	dužnosti	N	NOUN	_	_	dužnost	_	_	_	ENG30-13945102-n	4	ENG30-00719494-n;ENG30-01129920-n;ENG30-05833022-n;ENG30-13945102-n	*	simple_wsd - ENG30-13945102-n:0.6863::O vladi i vladinim službenicima, onaj ko ima položaj (ko je na dužnosti) ima vlast. - ENG30-01129920-n:0.5880::Društvena snaga koja povezuje osobe sa njihovim obavezama i izaziva akcije koja snaga nalaže. - ENG30-00719494-n:0.4947::Posao koji ste u obavezi da uradite zbog moralnih ili zakonskih razloga.	
111-21	10176-10177	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Nemiri vezani za pirinač bili su bez premca u modernoj japanskoj istoriji po obimu, veličini i nasilju.
112-1	10177-10183	Nemiri	N	NOUN	_	_	nemir	_	_	_	ENG30-04625284-n	2	ENG30-04625284-n;ENG30-13977043-n	*	simple_wsd - ENG30-04625284-n:0.5087::Nemogućnost da se odmori, opusti ili bude miran. - ENG30-13977043-n:0.4956::stanje nereda u kome se odvija grupno nasilje	
112-2	10184-10190	vezani	A	ADJ	_	_	vezan	_	_	_	ENG30-01955494-a	5	CV0195;ENG30-00256636-a;ENG30-01058854-a;ENG30-01955494-a;ENG30-02112108-a	*	simple_wsd - ENG30-01955494-a:0.5745::koji je pokriven ili umotan u zavoj - ENG30-02112108-a:0.5173::koji ukjljučuje zajedničku aktivnost dvoje ili više njih - ENG30-01058854-a:0.5146::koji se drži sa drugim elementom, supstancom ili materijom u hemijskoj ili fizičkoj vezi	
112-3	10191-10193	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
