#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
41-2	3553-3555	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
41-3	3556-3564	uništili	V	VERB	_	_	uništiti	_	_	_	ENG30-00470701-v	4	ENG30-00470701-v;ENG30-00471711-v;ENG30-01564144-v;ENG30-01619929-v	*	simple_wsd - ENG30-00470701-v:0.9555::Usmrtiti u velikom broju. - ENG30-01564144-v:0.9449::potpuno uništiti; nepovratno oštetiti - ENG30-00471711-v:0.8818::prekinuti ili izbaciti	
41-4	3565-3569	Huni	N	PROPN	http://www.wikidata.org/entity/Q45813	DEMO	Hun	_	_	_	_	_	_	_	_	
41-5	3570-3574	447.	A	ADJ	_	_	447.	_	_	_	_	_	_	_	_	
41-6	3575-3581	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15204297-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-15204297-n:0.3813::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-15203791-n:0.3060::Vremenski period od 365 (ili 366) dana. - ENG30-15201505-n:0.2977::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca.	
41-7	3581-3582	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
41-8	3583-3586	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	_	
41-9	3587-3589	ga	PRO	PRON	_	_	on	_	_	_	_	_	_	_	_	
41-10	3590-3592	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
41-11	3593-3600	obnovio	V	VERB	_	_	obnoviti	_	_	_	ENG30-02552449-v	8	ENG30-00168588-v;ENG30-00473799-v;ENG30-01631072-v;ENG30-01655902-v;ENG30-02426799-v;ENG30-02552449-v;ENG30-02553262-v;ENG30-02747709-v	*	simple_wsd - ENG30-02552449-v:0.9445::Povratiti u izvorno stanje. - ENG30-02426799-v:0.8212::vratiti u prvobitno postojanje, upotrebu, funkciju ili položaj - ENG30-02747709-v:0.7737::nastaviti nakon prekida	
41-12	3601-3612	vizantijski	A	ADJ	*	DEMO	vizantijski	_	_	_	RSSJ-5484/0	1	RSSJ-5484/0	*	simple_wsd - RSSJ-5484/0:0.3987::koji se odnosi na Vizantiju, njenu istoriju, kulturu ili umetnost.	
41-13	3613-3616	car	N	NOUN	http://www.wikidata.org/entity/Q39018	ROLE	car	_	_	_	ENG30-02301935-n	4	CV0268;ENG30-02278839-n;ENG30-02301935-n;ENG30-10053004-n	*	simple_wsd - ENG30-02301935-n:0.5369::veliki moljac umerenih šuma Evroazije sa providnim krilima sa velikim krljuštima - ENG30-10053004-n:0.4840::muški valdar imperije, carevine - CV0268:0.0488::onaj ili ono što se ističe u nečemu iznos svih ili svega (snagom lepotom, hrabrošću itd.)	
41-14	3617-3627	Justinijan	N	PROPN	http://www.wikidata.org/entity/Q41866	PERS	Justinijan	_	_	_	_	_	_	_	_	
41-15	3628-3629	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
41-16	3630-3632	VI	RN	NUM	_	_	VI	_	_	_	_	_	_	_	_	
41-17	3633-3637	veku	N	NOUN	_	_	vek	_	_	_	ENG30-15140892-n	3	ENG30-15140744-n;ENG30-15140892-n;ENG30-15205532-n	*	simple_wsd - ENG30-15140892-n:0.8762::Period od sadašnjosti do smrti. - ENG30-15140744-n:0.8165::Period između rođenja i sadašnjosti. - ENG30-15205532-n:0.7439::Sto godina.	
41-18	3638-3639	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
41-19	3640-3651	preimenovan	V	VERB	_	_	preimenovati	_	_	_	ENG30-01029212-v	1	ENG30-01029212-v	*	simple_wsd - ENG30-01029212-v:0.1076::dodeliti novo ime	
41-20	3652-3654	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
41-21	3655-3656	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
41-22	3657-3666	Trijadica	N	PROPN	http://www.wikidata.org/entity/Q6644660	LOC	Trijadica	_	_	_	_	_	_	_	_	
41-23	3666-3667	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=U napadu su učestvovala dva korpusa u glavnom napadu i dva korpusa koja su izvodila diverzione napade na Ipr.
42-1	3667-3668	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
42-2	3669-3675	napadu	N	NOUN	_	_	napad	_	_	_	ENG30-00974444-n	11	ENG30-00770543-n;ENG30-00773814-n;ENG30-00941140-n;ENG30-00964569-n;ENG30-00972621-n;ENG30-00974444-n;ENG30-01220619-n;ENG30-01221611-n;ENG30-07456906-n;ENG30-14081375-n;ENG30-14406303-n	*	simple_wsd - ENG30-00974444-n:0.8803::bliska borba tokom kulminacije vojnog napada - ENG30-14081375-n:0.8186::iznenadno ispoljavanje bolesti ili zaraze - ENG30-00770543-n:0.7880::čin koji zanemaruje kakav raniji dogovor ili čije pravo	
42-3	3676-3678	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
42-4	3679-3690	učestvovala	V	VERB	_	_	učestvovati	_	_	_	ENG30-02450256-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	*	simple_wsd - ENG30-02450256-v:0.7896::uzeti, uzimati učešća u nekoj zajedničkoj akciji, sudelovati - ENG30-01082606-v:0.6638::postati učesnik; biti uključen u šta - ENG30-02375131-v:0.6304::Izvršiti aktivnost ili uzeti učešće; biti uključen.	
42-5	3691-3694	dva	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	
42-6	3695-3702	korpusa	N	NOUN	_	_	korpus	_	_	_	ENG30-08212527-n	3	ENG30-05221526-n;ENG30-08212527-n;ENG30-08213079-n	*	simple_wsd - ENG30-08212527-n:0.6620::Vojna jedinica koja se obično sastoji od dve ili više divizija. - ENG30-05221526-n:0.5206::glavni deo organa ili drugih telesnih struktura - ENG30-08213079-n:0.4633::skup ljudi koji su udruženi	
42-7	3703-3704	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
42-8	3705-3712	glavnom	A	ADJ	_	_	glavni	_	_	_	ENG30-01472628-a	6	ENG30-00730215-a;ENG30-01012990-a;ENG30-01277426-a;ENG30-01472628-a;ENG30-01852174-a;ENG30-01852548-a	*	simple_wsd - ENG30-01472628-a:0.7403::veće važnosti ili ugleda ili ranga - ENG30-01852174-a:0.7228::prvog ranga ili važnosti ili vrednosti; direktno i neposredno, a ne iz druge ruke - ENG30-01852548-a:0.6838::koji je od primarnog značaja	
42-9	3713-3719	napadu	N	NOUN	_	_	napad	_	_	_	ENG30-00974444-n	11	ENG30-00770543-n;ENG30-00773814-n;ENG30-00941140-n;ENG30-00964569-n;ENG30-00972621-n;ENG30-00974444-n;ENG30-01220619-n;ENG30-01221611-n;ENG30-07456906-n;ENG30-14081375-n;ENG30-14406303-n	*	simple_wsd - ENG30-00974444-n:0.8669::bliska borba tokom kulminacije vojnog napada - ENG30-14081375-n:0.7901::iznenadno ispoljavanje bolesti ili zaraze - ENG30-00770543-n:0.7520::čin koji zanemaruje kakav raniji dogovor ili čije pravo	
42-10	3720-3721	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
42-11	3722-3725	dva	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	
42-12	3726-3733	korpusa	N	NOUN	_	_	korpus	_	_	_	ENG30-08212527-n	3	ENG30-05221526-n;ENG30-08212527-n;ENG30-08213079-n	*	simple_wsd - ENG30-08212527-n:0.7157::Vojna jedinica koja se obično sastoji od dve ili više divizija. - ENG30-05221526-n:0.5367::glavni deo organa ili drugih telesnih struktura - ENG30-08213079-n:0.5236::skup ljudi koji su udruženi	
42-13	3734-3738	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
42-14	3739-3741	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
42-15	3742-3750	izvodila	V	VERB	_	_	izvoditi	1	izvoditi napad	LVC.full	CVMWE-0157[2029]	1[2029]	CVMWE-0157[2029]	*[474]	simple_wsd - CVMWE-0157:0.3728::napadati[2029]	
42-16	3751-3761	diverzione	A	ADJ	_	_	diverzioni	_	_	_	DRJ0-236331/0	1	DRJ0-236331/0	*[474]|*[475]	simple_wsd - DRJ0-236331/0:0.8157::koji se odnosi na diverziju, diverzantski.	
42-17	3762-3768	napade	N	NOUN	_	_	napad	1	*	LVC.full	CVMWE-0157[2029]	1[2029]	CVMWE-0157[2029]	*[474]	simple_wsd - CVMWE-0157:0.3728::napadati[2029]	
42-18	3769-3771	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
42-19	3772-3775	Ipr	N	PROPN	http://www.wikidata.org/entity/Q102728	LOC	Ipr	_	_	_	_	_	_	_	_	
42-20	3775-3776	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=U jesen 2004. godine započela je kurs etnologije na istom univerzitetu.
43-1	3776-3777	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
43-2	3778-3783	jesen	N	NOUN	_	_	jesen	_	_	_	ENG30-15236859-n	1	ENG30-15236859-n	*	simple_wsd - ENG30-15236859-n:0.7118::Godišnje doba kada lišće opada sa drveća.	
43-3	3784-3789	2004.	A	ADJ	_	_	2004.	_	_	_	_	_	_	_	_	
43-4	3790-3796	godine	N	NOUN	_	_	godina	_	_	_	ENG30-08238660-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-08238660-n:0.8398::Zajednica studenata ili đaka koji zajedno diplomiraju. - ENG30-15201505-n:0.6270::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca. - ENG30-15204297-n:0.5046::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost.	
43-5	3797-3805	započela	V	VERB	_	_	započeti	_	_	_	ENG30-01070777-v	11	ENG30-00345761-v;ENG30-00348746-v;ENG30-01070777-v;ENG30-01628449-v;ENG30-01641914-v;ENG30-02379528-v;ENG30-02600948-v;ENG30-02608347-v;ENG30-02608823-v;ENG30-02609203-v;ENG30-02679227-v	*	simple_wsd - ENG30-01070777-v:0.8785::početi govoriti, razumeti, čitati i pisati kakav jezik - ENG30-02679227-v:0.8097::biti prva stvar ili tačka, predstavljati početak, dolaziti prvi u nizu - ENG30-01628449-v:0.7850::stvoriti	
43-6	3806-3808	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
43-7	3809-3813	kurs	N	NOUN	_	_	kurs	_	_	_	ENG30-00884466-n	3	ENG30-00884466-n;ENG30-08377085-n;ENG30-13325010-n	*	simple_wsd - ENG30-00884466-n:0.8391::Obrazovanje koje se prenosi kroz seriju časova. - ENG30-08377085-n:0.3135::Povezani niz događaja ili radnji. - ENG30-13325010-n:0.0056::iznos naknade ili plaćanja u odnosu na neku osnovu	
43-8	3814-3824	etnologije	N	NOUN	_	_	etnologija	_	_	_	ENG30-06146880-n	1	ENG30-06146880-n	*	simple_wsd - ENG30-06146880-n:0.5714::grana antropologije koja se bavi podelom ljudskog roda na rase, njihovim poreklom, distribucijom i karakterističnim oso…	
43-9	3825-3827	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
43-10	3828-3833	istom	A	ADJ	_	_	isti	_	_	_	ENG30-01410606-a	4	ENG30-01410606-a;ENG30-01411065-a;ENG30-02062670-a;ENG30-02068476-a	*	simple_wsd - ENG30-01410606-a:0.7438::ima iste ili slične karakteristike - ENG30-02062670-a:0.5302::slično ili uporedivo prema vrsti ili kvalitetu ili količini ili stepenu - ENG30-02068476-a:0.4516::isti u identitetu	
43-11	3834-3846	univerzitetu	N	NOUN	_	_	univerzitet	_	_	_	ENG30-08274923-n	4	ENG30-04511002-n;ENG30-08274923-n;ENG30-08286163-n;ENG30-08286569-n	*	simple_wsd - ENG30-08274923-n:0.9802::akademski svet - ENG30-08286569-n:0.8569::velika ustanova višeg učenja s raznovrsnim usmerenjima koja služi za obrazovanje za život i za struku i za dodelu zvanja - ENG30-04511002-n:0.7963::Objekat u kome je sedište visokog obrazovanja, uključujući upravu, smeštaj kao i prostorije za istraživanje i nastavu.	
43-12	3846-3847	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Međunarodni dan maternjeg jezika (International Mother Language Day, IMLD) održava se 21. februara svake godine širom sveta u cilju promovisanja svesti o jezičkoj i kulturnoj raznolikosti, kao i promovisanja višejezičnosti.
44-1	3847-3858	Međunarodni	A	ADJ	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	*	simple_wsd - ENG30-01568375-a:0.5058::koji se tiče ili pripada bar dvema nacijama ili državama	
44-2	3859-3862	dan	N	NOUN	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	dan	_	_	_	ENG30-15157225-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	*	simple_wsd - ENG30-15157225-n:0.9089::Dan posvećen nekoj posebnoj nameni. - ENG30-15164957-n:0.9057::Vreme posle izlaska sunca a pre zalaska, dok je napolju još svetlo. - ENG30-15136453-n:0.7445::Časovi u toku dana kada čovek ne spava (posebno radnih dana).	
44-3	3863-3872	maternjeg	A	ADJ	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	maternji	1[229]	maternji jezik[229]	NID[229]	ENG30-06904748-n[2030]	2[2030]	ENG30-06903396-n;ENG30-06904748-n[2030]	*[476]	simple_wsd - ENG30-06904748-n:0.9346::jezik koji je najpre usvojen u detinjstvu ili onaj kome se daje prednost u višejezičnoj situaciji - ENG30-06903396-n:0.8702::Jezik koji je osoba govorila od najranijeg detinjstva.[2030]	
44-4	3873-3879	jezika	N	NOUN	http://www.wikidata.org/entity/Q42375[27]	EVENT[27]	jezik	1[229]	maternji jezik[229]	NID[229]	ENG30-06904748-n[2030]	2[2030]	ENG30-06903396-n;ENG30-06904748-n[2030]	*[476]	simple_wsd - ENG30-06904748-n:0.9346::jezik koji je najpre usvojen u detinjstvu ili onaj kome se daje prednost u višejezičnoj situaciji - ENG30-06903396-n:0.8702::Jezik koji je osoba govorila od najranijeg detinjstva.[2030]	
44-5	3880-3881	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	_	
44-6	3881-3894	International	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	International	_	_	_	_	_	_	_	_	
44-7	3895-3901	Mother	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	Mother	_	_	_	_	_	_	_	_	
44-8	3902-3910	Language	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	Language	_	_	_	_	_	_	_	_	
44-9	3911-3914	Day	F	X	http://www.wikidata.org/entity/Q42375[28]	EVENT[28]	Day	_	_	_	_	_	_	_	_	
44-10	3914-3915	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
44-11	3916-3920	IMLD	ABB	X	http://www.wikidata.org/entity/Q42375	EVENT	IMLD	_	_	_	_	_	_	_	_	
44-12	3920-3921	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	_	
44-13	3922-3929	održava	V	VERB	_	_	održavati	_	_	_	ENG30-02681795-v	8	ENG30-00118764-v;ENG30-00456937-v;ENG30-00896497-v;ENG30-01065877-v;ENG30-01428011-v;ENG30-02202928-v;ENG30-02283716-v;ENG30-02681795-v	*	simple_wsd - ENG30-02681795-v:0.6994::Držati u određenom stanju, poziciji ili aktivnosti; npr. držati čistim. - ENG30-00118764-v:0.5493::redovno obaveštavati - ENG30-00456937-v:0.5210::osposobiti za upotrebu	
44-14	3930-3932	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	
44-15	3933-3936	21.	A	ADJ	_	_	21.	_	_	_	_	_	_	_	_	
44-16	3937-3945	februara	N	NOUN	_	_	februar	_	_	_	ENG30-15210486-n	1	ENG30-15210486-n	*	simple_wsd - ENG30-15210486-n:0.8034::Mesec koji dolazi posle januara a pre marta u kalendaru.	
44-17	3946-3951	svake	PRO	DET	_	_	svaki	_	_	_	_	_	_	_	_	
44-18	3952-3958	godine	N	NOUN	_	_	godina	_	_	_	ENG30-08238660-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-08238660-n:0.9064::Zajednica studenata ili đaka koji zajedno diplomiraju. - ENG30-15201505-n:0.6552::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca. - ENG30-15204297-n:0.5431::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost.	
44-19	3959-3964	širom	PREP	ADP	_	_	širom	2[230]	širom sveta[230]	AdvID[230]	CVMWE-0400[2031]	1[2031]	CVMWE-0400[2031]	*[477]	simple_wsd - CVMWE-0400:0.9329::celim prostranstvom sveta[2031]	
44-20	3965-3970	sveta	N	NOUN	_	_	svet	2[230]	širom sveta[230]	AdvID[230]	CVMWE-0400[2031]	1[2031]	CVMWE-0400[2031]	*[477]	simple_wsd - CVMWE-0400:0.9329::celim prostranstvom sveta[2031]	
44-21	3971-3972	u	PREP	ADP	_	_	u	3[231]	u cilju[231]	AdpID[231]	LLM-0273[2032]	1[2032]	LLM-0273[2032]	*[478]	simple_wsd - LLM-0273:0.9196::Sa namerom da se postigne; radi ostvarenja.[2032]	
44-22	3973-3978	cilju	N	NOUN	_	_	cilj	3[231]	u cilju[231]	AdpID[231]	LLM-0273[2032]	1[2032]	LLM-0273[2032]	*[478]	simple_wsd - LLM-0273:0.9196::Sa namerom da se postigne; radi ostvarenja.[2032]	
44-23	3979-3991	promovisanja	N	NOUN	_	_	promovisanje	_	_	_	RSSJ-42503/0	1	RSSJ-42503/0	*	simple_wsd - RSSJ-42503/0:0.7904::radnja kojom se nešto ili neko promoviše; unapređivanje na viši položaj; predstavljanje javnosti.	
44-24	3992-3998	svesti	N	NOUN	_	_	svest	_	_	_	ENG30-05676911-n	3	ENG30-05675130-n;ENG30-05675905-n;ENG30-05676911-n	*	simple_wsd - ENG30-05676911-n:0.7513::samoosvešćenje uz dodatnu spoznaju da su i drugi svesni vas - ENG30-05675905-n:0.7496::Posedovanje znanja o nečemu. - ENG30-05675130-n:0.5687::kognitivno stanje pune pozornosti u kome ste svesni sebe i svoje situacije	
44-25	3999-4000	o	PREP	ADP	_	_	o	_	_	_	_	_	_	_	_	
44-26	4001-4009	jezičkoj	A	ADJ	_	_	jezički	_	_	_	ENG30-02842445-a	1	ENG30-02842445-a	*	simple_wsd - ENG30-02842445-a:0.6112::Koji se sastoji ili odnosi na jezik (kao govor)	
44-27	4010-4011	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
44-28	4012-4021	kulturnoj	A	ADJ	_	_	kulturan	_	_	_	ENG30-01947741-a	4	ENG30-01947741-a;ENG30-02248693-a;ENG30-02872501-a;ENG30-02898922-a	*	simple_wsd - ENG30-01947741-a:0.9540::koji je obeležen prefinjenošću ukusa i ponašanja - ENG30-02248693-a:0.7499::koji označava ili je karakterističan za način života koji je izgradila grupa ljudi - ENG30-02898922-a:0.7438::koji se odnosi na sposobnosti i ponašanje kojima neka grupa daje prednost	
44-29	4022-4034	raznolikosti	N	NOUN	_	_	raznolikost	_	_	_	RSSJ-44196/0	1	RSSJ-44196/0	*	simple_wsd - RSSJ-44196/0:0.5749::postojanje mnoštva različitih oblika, vrsta ili elemenata.	
44-30	4034-4035	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
44-31	4036-4039	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
44-32	4040-4041	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
44-33	4042-4054	promovisanja	N	NOUN	_	_	promovisanje	_	_	_	RSSJ-42503/0	1	RSSJ-42503/0	*	simple_wsd - RSSJ-42503/0:0.7904::radnja kojom se nešto ili neko promoviše; unapređivanje na viši položaj; predstavljanje javnosti.	
44-34	4055-4069	višejezičnosti	N	NOUN	_	_	višejezičnost	_	_	_	DRJ0-231101/0	1	DRJ0-231101/0	*	simple_wsd - DRJ0-231101/0:0.8539::osobina onoga što je višejezično.	
44-35	4069-4070	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Radioaktivni otpad je otpad koji sadrži radioaktivni materijal.
45-1	4070-4082	Radioaktivni	A	ADJ	_	_	radioaktivan	1[232]	radioaktivan otpad[232]	NID[232]	LLM-0220[2033]	1[2033]	LLM-0220[2033]	*[479]	simple_wsd - LLM-0220:0.7903::Materijal koji sadrži radioaktivne supstance i nema dalju upotrebu.[2033]	
45-2	4083-4088	otpad	N	NOUN	_	_	otpad	1[232]	radioaktivan otpad[232]	NID[232]	LLM-0220[2033]	1[2033]	LLM-0220[2033]	*[479]	simple_wsd - LLM-0220:0.7903::Materijal koji sadrži radioaktivne supstance i nema dalju upotrebu.[2033]	
45-3	4089-4091	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
45-4	4092-4097	otpad	N	NOUN	_	_	otpad	_	_	_	ENG30-14857497-n	2	ENG30-14856263-n;ENG30-14857497-n	*	simple_wsd - ENG30-14857497-n:0.8813::bezvredni materijal za odlaganje - ENG30-14856263-n:0.7035::bilo koja građa koja se ne koristi, nego se odbacuje kao bezvredna ili neželjena	
45-5	4098-4102	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
45-6	4103-4109	sadrži	V	VERB	_	_	sadržati	_	_	_	ENG30-02677097-v	8	ENG30-02629535-v;ENG30-02629793-v;ENG30-02633356-v;ENG30-02636516-v;ENG30-02677097-v;ENG30-02700867-v;ENG30-02701210-v;ENG30-02730813-v	*	simple_wsd - ENG30-02677097-v:0.6086::blisko i često inkriminirajuće povezani - ENG30-02629793-v:0.3971::u opseg uključiti; uključiti kao deo nečeg šireg; imati svoju sferu ili teritoriju - ENG30-02701210-v:0.3869::biti sposoban držati ili sadržavati	
45-7	4110-4122	radioaktivni	A	ADJ	_	_	radioaktivan	2[233]	radioaktivni materijal[233]	NID[233]	CVMWE-0374[2034]	1[2034]	CVMWE-0374[2034]	*[480]	simple_wsd - CVMWE-0374:0.7418::klasa hemikalija kod kojih je jezgro atoma nestabilno[2034]	
45-8	4123-4132	materijal	N	NOUN	_	_	materijal	2[233]	radioaktivni materijal[233]	NID[233]	CVMWE-0374[2034]	1[2034]	CVMWE-0374[2034]	*[480]	simple_wsd - CVMWE-0374:0.7418::klasa hemikalija kod kojih je jezgro atoma nestabilno[2034]	
45-9	4132-4133	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=„El Diario La Prensa“ je najveći njujorški dnevni list na španskom jeziku i najstariji u državi.
46-1	4133-4134	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
46-2	4134-4136	El	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	El	_	_	_	_	_	_	_	_	
46-3	4137-4143	Diario	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	Diario	_	_	_	_	_	_	_	_	
46-4	4144-4146	La	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	La	_	_	_	_	_	_	_	_	
46-5	4147-4153	Prensa	F	X	http://www.wikidata.org/entity/Q2066807[29]	WORK[29]	Prensa	_	_	_	_	_	_	_	_	
46-6	4153-4154	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
46-7	4155-4157	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
46-8	4158-4165	najveći	A	ADJ	_	_	velik	_	_	_	ENG30-01467919-a	11	CV0139;ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01278818-a;ENG30-01375909-a;ENG30-01386883-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	*	simple_wsd - ENG30-01467919-a:0.9866::koji je velikog slova - CV0139:0.9417::izvanredan ili neuobičajen po stepenu, veličini ili efektu - ENG30-01190683-a:0.8965::Velik po stepenu ili intenzitetu ili broju ili količini.	
46-9	4166-4175	njujorški	A	ADJ	*	DEMO	njujorški	_	_	_	RSSJ-31249/0	1	RSSJ-31249/0	*	simple_wsd - RSSJ-31249/0:0.9412::koji se odnosi na Njujork, koji je iz Njujorka.	
46-10	4176-4182	dnevni	A	ADJ	_	_	dnevni	1[234]	dnevni listovi[234]	NID[234]	LLM-0032[2035]	1[2035]	LLM-0032[2035]	*[481]	simple_wsd - LLM-0032:0.7967::Novine koje izlaze svakog dana.[2035]	
46-11	4183-4187	list	N	NOUN	_	_	list	1[234]	dnevni listovi[234]	NID[234]	LLM-0032[2035]	1[2035]	LLM-0032[2035]	*[481]	simple_wsd - LLM-0032:0.7967::Novine koje izlaze svakog dana.[2035]	
46-12	4188-4190	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
46-13	4191-4199	španskom	A	ADJ	http://www.wikidata.org/entity/Q1321	DEMO	španski	2[235]	španski jezik[235]	NID[235]	ENG30-06966825-n[2036]	1[2036]	ENG30-06966825-n[2036]	*[482]	simple_wsd - ENG30-06966825-n:0.7139::romanski jezik kojim se govori u najvećem delu Španije i u zemljama koje su bile Španske kolonije[2036]	
46-14	4200-4206	jeziku	N	NOUN	_	_	jezik	2[235]	španski jezik[235]	NID[235]	ENG30-06966825-n[2036]	1[2036]	ENG30-06966825-n[2036]	*[482]	simple_wsd - ENG30-06966825-n:0.7139::romanski jezik kojim se govori u najvećem delu Španije i u zemljama koje su bile Španske kolonije[2036]	
46-15	4207-4208	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
46-16	4209-4219	najstariji	A	ADJ	_	_	star	_	_	_	ENG30-00127137-a	6	ENG30-00127137-a;ENG30-00820219-a;ENG30-01588419-a;ENG30-01638438-a;ENG30-01643620-a;ENG30-01728614-a	*	simple_wsd - ENG30-00127137-a:0.9134::upravo prethodi nečemu drugom u vremenu ili redosledu - ENG30-01588419-a:0.7226::koji više nije nov; nezanimljiv - ENG30-00820219-a:0.4695::veoma rane faze razvoja	
46-17	4220-4221	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
46-18	4222-4228	državi	N	NOUN	_	_	država	_	_	_	ENG30-08168978-n	3	ENG30-08168978-n;ENG30-08178547-n;ENG30-08544813-n	*	simple_wsd - ENG30-08168978-n:0.4043::Politička organizacija ljudi koji su pod jednom vladom. - ENG30-08544813-n:0.3090::Teritorija koju zauzima narod. - ENG30-08178547-n:0.1905::Grupa ljudi koji čine vlast suverene države.	
46-19	4228-4229	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Poslednji kralj koji je ovde krunisan bio je Ferdinand I 1531. godine.
