#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
59-22	5461-5471	Olimpijadi	N	NOUN	http://www.wikidata.org/entity/Q5389	EVENT	olimpijada	_	_	_	ENG30-07457126-n	2	CV0190;ENG30-07457126-n	*	U kontekstu 'Olimpijski moto' jasno je da se radi o savremenim Olimpijskim igrama koje se održavaju svake četvrte godine, a ne o opštem velikom takmičenju. Zato najbolje odgovara značenje koje označava moderno oživljavanje starih grčkih igara.	
59-23	5471-5472	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Smitova je delila spavaonicu sa još devet devojaka i tamo je provodila vreme u plivanju, razgovoru i učenju ruskih pesama i plesova.
60-1	5473-5480	Smitova	A	ADJ	http://www.wikidata.org/entity/Q228579	PERS	Smitov	_	_	_	CVDf-384/0	1	CVDf-384/0	*	U rečenici „Smitova” je prisvojni pridev izveden od prezimena Smit, koji u ovoj upotrebi funkcioniše kao ženski oblik prezimena (tj. ‘gospođa/gospođica Smit’).	
60-2	5481-5483	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
60-3	5484-5490	delila	V	VERB	_	_	deliti	_	_	_	ENG30-02295550-v	7	ENG30-01563724-v;ENG30-02255268-v;ENG30-02294436-v;ENG30-02295550-v;ENG30-02621853-v;ENG30-02718309-v;ENG30-02754598-v	*	Ovde 'deliti spavaonicu' znači koristiti istu spavaonicu zajedno sa drugim devojkama, tj. zajedničko korišćenje prostora.	
60-4	5491-5501	spavaonicu	N	NOUN	_	_	spavaonica	_	_	_	ENG30-03225108-n	1	ENG30-03225108-n	*	Rečenica govori da je delila spavaonicu sa još devet devojaka, što implicira veliku sobu sa više kreveta. To se poklapa sa značenjem zajedničke spavaće sobe sa nekoliko kreveta.	
60-5	5502-5504	sa	PREP	ADP	_	_	sa	_	_	_	_	_	_	_	_	
60-6	5505-5508	još	ADV	ADV	_	_	još	_	_	_	CV0165	4	CV0131;CV0165;ENG30-00017639-b;ENG30-00027795-b	*	Ovde 'još' označava dodavanje: 'još devet devojaka' znači devet dodatnih/drugih devojaka s kojima je delila spavaonicu.	
60-7	5509-5514	devet	NUM	NUM	_	_	devet	_	_	_	_	_	_	_	_	
60-8	5515-5523	devojaka	N	NOUN	_	_	devojka	_	_	_	ENG30-09772029-n	3	ENG30-09772029-n;ENG30-09992837-n;ENG30-10129825-n	*	U kontekstu spavaonice i aktivnosti poput plivanja i učenja pesama, „devojaka” se odnosi na mlađe ženske osobe, tj. adolescentkinje. Ne radi se o ćerkama niti je bitan status neudatosti.	
60-9	5524-5525	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
60-10	5526-5530	tamo	ADV	ADV	_	_	tamo	_	_	_	ENG30-00114052-b	3	ENG30-00109328-b;ENG30-00109461-b;ENG30-00114052-b	*	„Tamo” upućuje na konkretno mesto (spavaonicu/okruženje), u značenju „na tom mestu”. Rečenica govori gde je provodila vreme, a ne kretanje prema mestu ili figurativno ‚u toj stvari’.	
60-11	5531-5533	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
60-12	5534-5543	provodila	V	VERB	_	_	provoditi	1	provoditi vreme	VID	CVMWE-0360[2043]	1[2043]	CVMWE-0360[2043]	*[489]	U rečenici se opisuje da je Smitova vreme posvećivala aktivnostima poput plivanja, razgovora i učenja pesama i plesova. To tačno odgovara značenju 'posvetiti vreme u nekoj aktivnosti'.[2043]	
60-13	5544-5549	vreme	N	NOUN	_	_	vreme	1	*	VID	CVMWE-0360[2043]	1[2043]	CVMWE-0360[2043]	*[489]	U rečenici se opisuje da je Smitova vreme posvećivala aktivnostima poput plivanja, razgovora i učenja pesama i plesova. To tačno odgovara značenju 'posvetiti vreme u nekoj aktivnosti'.[2043]	
60-14	5550-5551	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
60-15	5552-5560	plivanju	N	NOUN	_	_	plivanje	_	_	_	ENG30-00442115-n	1	ENG30-00442115-n	*	U rečenici se nabrajaju aktivnosti kojima je provodila vreme; 'plivanje' ovde označava čin plivanja.	
60-16	5560-5561	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
60-17	5562-5571	razgovoru	N	NOUN	_	_	razgovor	_	_	_	ENG30-07133701-n	2	ENG30-06366391-n;ENG30-07133701-n	*	Ovde se 'razgovor' odnosi na neformalno ćaskanje među devojkama u spavaonici, kao način provođenja vremena. Ne radi se o književnoj formi dijaloga, već o svakodnevnoj komunikaciji.	
60-18	5572-5573	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
60-19	5574-5580	učenju	N	NOUN	_	_	učenje	_	_	_	ENG30-05752544-n	4	ENG30-05752544-n;ENG30-05755883-n;ENG30-05943300-n;ENG30-06185955-n	*	'Učenje' ovde znači sticanje veština/znanja — savladavanje ruskih pesama i plesova. Ne odnosi se na doktrinu ili čitanje, već na sam proces usvajanja.	
60-20	5581-5587	ruskih	A	ADJ	*	DEMO	ruski	_	_	_	ENG30-02957276-a	1	ENG30-02957276-a	*	Ovde 'ruskih' opisuje poreklo pesama i plesova—one pripadaju Rusiji i njenoj kulturi. To odgovara značenju 'koji se tiče Rusije, njenih ljudi i kulture'.	
60-21	5588-5594	pesama	N	NOUN	_	_	pesma	_	_	_	ENG30-07048000-n	2	ENG30-06377442-n;ENG30-07048000-n	*	U izrazu 'učila je ruske pesme i plesove' radi se o muzičkim kompozicijama koje se pevaju, što odgovara značenju 'kratka muzička kompozicija sa rečima'. Ovakav kontekst isključuje tumačenje kao poema u metričkom obliku.	
60-22	5595-5596	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
60-23	5597-5604	plesova	N	NOUN	_	_	ples	_	_	_	ENG30-00428270-n	2	ENG30-00428270-n;ENG30-07020538-n	*	Pominje se učenje ruskih pesama i plesova, što upućuje na konkretne ritmičke korake i pokrete uz muziku, a ne na ples kao opšti umetnički oblik.	
60-24	5604-5605	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Tokom Drugog svetskog rata Port Vila je bio američka i australijska vazdušna baza.
61-1	5606-5611	Tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	_	
61-2	5612-5618	Drugog	A	ADJ	http://www.wikidata.org/entity/Q362[38]	EVENT[38]	drugi	_	_	_	ENG30-02202146-a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	*	Ovde 'Drugog' označava redni broj, tj. Drugi svetski rat, događaj koji dolazi odmah posle Prvog svetskog rata. Zato odgovara značenju 'dolazi odmah posle prvog u vremenu'.	
61-3	5619-5627	svetskog	A	ADJ	http://www.wikidata.org/entity/Q362[38]	EVENT[38]	svetski	1[242]	svetski rat[242]	NID[242]	ENG30-00996817-n[2044]	1[2044]	ENG30-00996817-n[2044]	*[490]	Fraza „Drugi svetski rat” odnosi se na globalni sukob u koji su bile uključene glavne svetske sile, što odgovara datoj definiciji.[2044]	
61-4	5628-5632	rata	N	NOUN	http://www.wikidata.org/entity/Q362[38]	EVENT[38]	rat	1[242]	svetski rat[242]	NID[242]	ENG30-00996817-n[2044]	1[2044]	ENG30-00996817-n[2044]	*[490]	Fraza „Drugi svetski rat” odnosi se na globalni sukob u koji su bile uključene glavne svetske sile, što odgovara datoj definiciji.[2044]	
61-5	5633-5637	Port	N	NOUN	http://www.wikidata.org/entity/Q37806[39]	LOC[39]	port	_	_	_	LLM-0357	1	LLM-0357	*	'Port' je deo toponima 'Port Vila', tj. naziva lučkog grada; ovde se koristi kao sastavni deo imena.	
61-6	5638-5642	Vila	N	PROPN	http://www.wikidata.org/entity/Q37806[39]	LOC[39]	Vila	_	_	_	_	_	_	_	_	
61-7	5643-5645	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
61-8	5646-5649	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
61-9	5650-5658	američka	A	ADJ	*	DEMO	američki	_	_	_	ENG30-02927512-a	1	ENG30-02927512-a	*	Ovde 'američka' označava da je vazdušna baza pripadala ili bila pod upravom Sjedinjenih Američkih Država. Dakle, pridev se odnosi na SAD.	
61-10	5659-5660	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
61-11	5661-5673	australijska	A	ADJ	*	DEMO	australijski	_	_	_	ENG30-03045750-a	1	ENG30-03045750-a	*	Pridev 'australijska' opisuje da je vazdušna baza bila povezana s Australijom (npr. pod australijskom kontrolom ili u njenom sastavu), dakle nešto što se tiče Australije, njenih ljudi ili institucija.	
61-12	5674-5682	vazdušna	A	ADJ	_	_	vazdušan	2[243]	vazdušna baza[243]	NID[243]	CVMWE-0484[2045]	1[2045]	CVMWE-0484[2045]	*[491]	U kontekstu se opisuje Port Vila kao američka i australijska baza iz koje deluju vojni avioni tokom rata. To odgovara značenju baze za operacije vojnih aviona.[2045]	
61-13	5683-5687	baza	N	NOUN	_	_	baza	2[243]	vazdušna baza[243]	NID[243]	CVMWE-0484[2045]	1[2045]	CVMWE-0484[2045]	*[491]	U kontekstu se opisuje Port Vila kao američka i australijska baza iz koje deluju vojni avioni tokom rata. To odgovara značenju baze za operacije vojnih aviona.[2045]	
61-14	5687-5688	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Svi u domaćinstvu, uključujući i poslugu, u idealnim slučajevima bi večerali zajedno.
62-1	5689-5692	Svi	PRO	DET	_	_	sav	_	_	_	_	_	_	_	_	
62-2	5693-5694	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
62-3	5695-5706	domaćinstvu	N	NOUN	_	_	domaćinstvo	_	_	_	ENG30-08078020-n	1	ENG30-08078020-n	*	U rečenici 'domaćinstvo' označava grupu ljudi koji žive zajedno u jednom domu. Kontekst uključivanja posluge potvrđuje da se misli na celu kućnu zajednicu.	
62-4	5706-5707	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
62-5	5708-5719	uključujući	V	VERB	_	_	uključivati	_	_	_	ENG30-02632940-v	4	ENG30-00183879-v;ENG30-00684838-v;ENG30-02632940-v;ENG30-02677567-v	*	Fraza 'uključujući i poslugu' označava da skup 'svi u domaćinstvu' ima poslugu kao deo, tj. grupa je sastavljena i od njih.	
62-6	5720-5721	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
62-7	5722-5729	poslugu	N	NOUN	_	_	posluga	_	_	_	DRJ0-214558/2	4	DRJ0-214558/1;DRJ0-214558/2;DRJ0-214558/3;DRJ0-214558/4	*	U kontekstu domaćinstva, 'posluga' se odnosi na unajmljeno kućno poslužiteljsko osoblje. Rečenica govori o tome da i oni večeraju zajedno sa ostatkom domaćinstva.	
62-8	5729-5730	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
62-9	5731-5732	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
62-10	5733-5741	idealnim	A	ADJ	_	_	idealan	_	_	_	ENG30-01751201-a	2	ENG30-00012689-a;ENG30-01751201-a	*	Ovdje 'idealnim' označava poželjne, savršene okolnosti u skladu s najvišim standardom. U idealnom slučaju svi bi večerali zajedno.	
62-11	5742-5753	slučajevima	N	NOUN	_	_	slučaj	_	_	_	ENG30-13943400-n	7	ENG30-06649426-n;ENG30-06784966-n;ENG30-07300960-n;ENG30-07308889-n;ENG30-09898892-n;ENG30-13766436-n;ENG30-13943400-n	*	Ovde 'slučajevi' označava posebne situacije ili skup okolnosti; govori se o tome da bi, u idealnim okolnostima, svi večerali zajedno.	
62-12	5754-5756	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
62-13	5757-5765	večerali	V	VERB	_	_	večerati	_	_	_	ENG30-01167981-v	1	ENG30-01167981-v	*	U rečenici se govori o tome da svi zajedno jedu večeru, što direktno odgovara značenju 'večerati; jesti večeru'.	
62-14	5766-5773	zajedno	ADV	ADV	_	_	zajedno	_	_	_	ENG30-00116994-b	4	ENG30-00116588-b;ENG30-00116994-b;ENG30-00117082-b;ENG30-00197710-b	*	Ovde 'zajedno' znači da svi večeraju na istom mestu i u isto vreme, tj. okupljeni na jednom mestu.	
62-15	5773-5774	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=SV Darmštat 98 je nemački fudbalski klub iz Darmštata u Hesenu.
63-1	5775-5777	SV	ABB	X	http://www.wikidata.org/entity/Q479351[40]	ORG[40]	SV	_	_	_	_	_	_	_	_	
63-2	5778-5786	Darmštat	N	PROPN	http://www.wikidata.org/entity/Q479351[40]	ORG[40]	Darmštat	_	_	_	_	_	_	_	_	
63-3	5787-5789	98	NUM	NUM	http://www.wikidata.org/entity/Q479351[40]	ORG[40]	98	_	_	_	_	_	_	_	_	
63-4	5790-5792	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
63-5	5793-5800	nemački	A	ADJ	*	DEMO	nemački	_	_	_	ENG30-02957469-a	2	ENG30-02957469-a;ENG30-06950528-n	*	Reč 'nemački' opisuje poreklo/vezanost fudbalskog kluba za Nemačku. Ne odnosi se na jezik, već na pripadnost državi i kulturi.	
63-6	5801-5810	fudbalski	A	ADJ	_	_	fudbalski	1[244]	fudbalski klub[244]	NID[244]	CVMWE-0097[2046]	1[2046]	CVMWE-0097[2046]	*[492]	Rečenica označava organizaciju koja okuplja i predstavlja fudbalske timove i preko koje se organizuju njihove aktivnosti; SV Darmštat 98 je upravo takav sportski klub.[2046]	
63-7	5811-5815	klub	N	NOUN	_	_	klub	1[244]	fudbalski klub[244]	NID[244]	CVMWE-0097[2046]	1[2046]	CVMWE-0097[2046]	*[492]	Rečenica označava organizaciju koja okuplja i predstavlja fudbalske timove i preko koje se organizuju njihove aktivnosti; SV Darmštat 98 je upravo takav sportski klub.[2046]	
63-8	5816-5818	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	_	
63-9	5819-5828	Darmštata	N	PROPN	http://www.wikidata.org/entity/Q2973	LOC	Darmštat	_	_	_	_	_	_	_	_	
63-10	5829-5830	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
63-11	5831-5837	Hesenu	N	PROPN	http://www.wikidata.org/entity/Q1199	LOC	Hesen	_	_	_	_	_	_	_	_	
63-12	5837-5838	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Dve vlade su počele da normalizuju odnose 2013. godine, u okviru Briselskog sporazuma.
64-1	5839-5842	Dve	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	_	
64-2	5843-5848	vlade	N	NOUN	_	_	vlada	_	_	_	ENG30-08050678-n	2	ENG30-05663671-n;ENG30-08050678-n	*	Ovde se 'vlade' odnosi na konkretne državne organe (izvršne vlasti) dve političke jedinice koje normalizuju odnose, a ne na oblik ili sistem vladavine.	
64-3	5849-5851	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
64-4	5852-5858	počele	V	VERB	_	_	početi	_	_	_	ENG30-00345761-v	8	ENG30-00345761-v;ENG30-01070777-v;ENG30-02379528-v;ENG30-02600948-v;ENG30-02608347-v;ENG30-02608823-v;ENG30-02609203-v;ENG30-02679227-v	*	Ovde 'počele' označava iniciranje radnje normalizovanja odnosa; dve vlade su započele sprovođenje te akcije 2013. godine.	
64-5	5859-5861	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
64-6	5862-5873	normalizuju	V	VERB	_	_	normalizovati	_	_	_	ENG30-00468236-v	1	ENG30-00468236-v	*	Ovde 'normalizovati odnose' znači dovesti međudržavne odnose u uobičajeno, standardno stanje, tj. uskladiti ih sa normom.	
64-7	5874-5880	odnose	N	NOUN	_	_	odnos	_	_	_	ENG30-13928668-n	4	ENG30-00031921-n;ENG30-00040962-n;ENG30-13815449-n;ENG30-13928668-n	*	Odnosi se na diplomatske odnose između država/vlada, tj. stanje uzajamnih delovanja koje se normalizuje sporazumom. Formulacija „normalizuju odnose“ tipično označava takvo stanje među zemljama.	
64-8	5881-5886	2013.	A	ADJ	_	_	2013.	_	_	_	_	_	_	_	_	
64-9	5887-5893	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	Izraz '2013. godine' odnosi se na konkretnu kalendarsku godinu po Gregorijanskom kalendaru. Ne radi se o opštem trajanju od 365/366 dana niti o posebnoj vrsti godine (školskoj, fiskalnoj).	
64-10	5893-5894	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
64-11	5895-5896	u	PREP	ADP	_	_	u	1[245]	u okviru[245]	AdpID[245]	LLM-0280[2047]	1[2047]	LLM-0280[2047]	*[493]	Izraz 'u okviru Briselskog sporazuma' znači da se normalizacija odvijala unutar granica i kao deo tog sporazuma. Drugim rečima, proces je tekao u sklopu njegovih odredbi.[2047]	
64-12	5897-5903	okviru	N	NOUN	_	_	okvir	1[245]	u okviru[245]	AdpID[245]	LLM-0280[2047]	1[2047]	LLM-0280[2047]	*[493]	Izraz 'u okviru Briselskog sporazuma' znači da se normalizacija odvijala unutar granica i kao deo tog sporazuma. Drugim rečima, proces je tekao u sklopu njegovih odredbi.[2047]	
64-13	5904-5914	Briselskog	A	ADJ	http://www.wikidata.org/entity/Q14605366[41]	WORK[41]	briselski	_	_	_	CVDf-109/0	1	CVDf-109/0	*	Označava sporazum postignut/posredovan u Briselu, tj. odnosi se na grad Brisel. 'Briselski sporazum' je ustaljen naziv za taj dogovor.	
64-14	5915-5924	sporazuma	N	NOUN	http://www.wikidata.org/entity/Q14605366[41]	WORK[41]	sporazum	_	_	_	ENG30-06770275-n	5	ENG30-05794057-n;ENG30-06770275-n;ENG30-06773434-n;ENG30-06773684-n;ENG30-07176804-n	*	Ovde se misli na Briselski sporazum kao politički dogovor između dve vlade, dokument sa uzajamnim obavezama. Nije nužno reč o formalnom međunarodnom ugovoru između suverenih država, pa najbolje odgovara opšte značenje 'sporazuma'.	
64-15	5924-5925	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Do 31. oktobra Hindenburg je poražen u bici na reci Visli i odustao je od napada na Varšavu.
65-1	5926-5928	Do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	_	
65-2	5929-5932	31.	A	ADJ	_	_	31.	_	_	_	_	_	_	_	_	
65-3	5933-5940	oktobra	N	NOUN	_	_	oktobar	_	_	_	ENG30-15213115-n	1	ENG30-15213115-n	*	U frazi 'do 31. oktobra' reč označava mesec u kalendaru. Oktobar je mesec koji dolazi posle septembra i pre novembra.	
65-4	5941-5951	Hindenburg	N	PROPN	http://www.wikidata.org/entity/Q2667	PERS	Hindenburg	_	_	_	_	_	_	_	_	
65-5	5952-5954	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
65-6	5955-5962	poražen	V	VERB	_	_	poraziti	_	_	_	ENG30-01108148-v	4	ENG30-00462092-v;ENG30-01108148-v;ENG30-01108951-v;ENG30-01114303-v	*	U rečenici se kaže da je Hindenburg poražen u bici, što znači da je protivnik nad njim odneo pobedu u borbenom sukobu. Ne radi se o rušenju, izazivanju bekstva ili osvajanju teritorije.	
65-7	5963-5964	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
65-8	5965-5969	bici	N	NOUN	http://www.wikidata.org/entity/Q28205[42]	EVENT[42]	bitka	_	_	_	ENG30-00953559-n	3	ENG30-00953559-n;ENG30-00958896-n;ENG30-01170962-n	*	Reč se odnosi na konkretnu vojnu bitku tokom rata (na reci Visli), u kojoj je Hindenburg poražen. To najtačnije odgovara neprijateljskom susretu suprotstavljenih vojnih snaga.	
65-9	5970-5972	na	PREP	ADP	http://www.wikidata.org/entity/Q28205[42]	EVENT[42]	na	_	_	_	_	_	_	_	_	
65-10	5973-5977	reci	N	NOUN	http://www.wikidata.org/entity/Q28205[42]	EVENT[42]	reka	_	_	_	ENG30-09411430-n	1	ENG30-09411430-n	*	Ovde 'reka' označava geografski vodeni tok — Vislu — na čijim obalama se odvijala bitka, tj. veliki prirodni tok vode.	
65-11	5978-5983	Visli	N	PROPN	http://www.wikidata.org/entity/Q28205[42]	EVENT[42]	Visla	_	_	_	_	_	_	_	_	
65-12	5984-5985	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
65-13	5986-5993	odustao	V	VERB	_	_	odustati	_	_	_	ENG30-02227487-v	7	ENG30-00798402-v;ENG30-01113806-v;ENG30-01116447-v;ENG30-02227487-v;ENG30-02227741-v;ENG30-02367032-v;ENG30-02382367-v	*	Radi se o napuštanju namere da se izvrši napad na Varšavu, što odgovara značenju 'okrenuti se od; odustati'.	
65-14	5994-5996	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
65-15	5997-5999	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
65-16	6000-6006	napada	N	NOUN	_	_	napad	_	_	_	ENG30-00972621-n	11	ENG30-00770543-n;ENG30-00773814-n;ENG30-00941140-n;ENG30-00964569-n;ENG30-00972621-n;ENG30-00974444-n;ENG30-01220619-n;ENG30-01221611-n;ENG30-07456906-n;ENG30-14081375-n;ENG30-14406303-n	*	U vojnom kontekstu bitke na Visli, 'napad na Varšavu' označava planiranu ofanzivu protiv neprijatelja uz upotrebu oružja. To je najpreciznije značenje u ovom kontekstu.	
65-17	6007-6009	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
65-18	6010-6017	Varšavu	N	PROPN	http://www.wikidata.org/entity/Q270	LOC	Varšava	_	_	_	_	_	_	_	_	
65-19	6017-6018	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Godine 1830. izbila je Belgijska revolucija, u kojoj je Belgija izvojevala nezavisnost od Holandije.
66-1	6019-6025	Godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	U izrazu 'Godine 1830.' referiše se na konkretnu kalendarsku godinu označenu brojem 1830, tj. period od 1. januara do 31. decembra.	
66-2	6026-6031	1830.	A	ADJ	_	_	1830.	_	_	_	_	_	_	_	_	
66-3	6032-6038	izbila	V	VERB	_	_	izbiti	_	_	_	ENG30-00345508-v	8	ENG30-00345508-v;ENG30-00935987-v;ENG30-01990281-v;ENG30-02028366-v;ENG30-02123903-v;ENG30-02624263-v;ENG30-02625786-v;ENG30-02690093-v	*	U ovom kontekstu 'izbiti' znači 'naglo početi', kao što se kaže da revolucija ili rat 'izbija'. Belgijska revolucija je neočekivano započela 1830. godine.	
66-4	6039-6041	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
66-5	6042-6051	Belgijska	A	ADJ	http://www.wikidata.org/entity/Q223933[43]	EVENT[43]	belgijski	_	_	_	ENG30-02960507-a	1	ENG30-02960507-a	*	Pridev 'Belgijska' opisuje revoluciju povezanu s Belgijom, tj. događaj koji se odnosi na tu državu i njen narod. Zato odgovara značenju 'koji se odnosi na Belgiju, njene ljude i kulturu'.	
66-6	6052-6062	revolucija	N	NOUN	http://www.wikidata.org/entity/Q223933[43]	EVENT[43]	revolucija	_	_	_	ENG30-00962722-n	3	ENG30-00962722-n;ENG30-01177327-n;ENG30-07424109-n	*	Radi se o političkom svrgavanju postojeće vlasti (holandske) od strane belgijskih podanika, što je dovelo do nezavisnosti.	
66-7	6062-6063	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
66-8	6064-6065	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
66-9	6066-6071	kojoj	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
66-10	6072-6074	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
66-11	6075-6082	Belgija	N	PROPN	http://www.wikidata.org/entity/Q31	LOC	Belgija	_	_	_	_	_	_	_	_	
66-12	6083-6093	izvojevala	V	VERB	_	_	izvojevati	_	_	_	DRJ0-244879/0	1	DRJ0-244879/0	*	U kontekstu revolucije, Belgija je borbom i zalaganjem postigla nezavisnost; glagol „izvojevati” znači zadobiti ili postići borbom.	
66-13	6094-6105	nezavisnost	N	NOUN	_	_	nezavisnost	_	_	_	ENG30-14001213-n	3	ENG30-13994148-n;ENG30-14001031-n;ENG30-14001213-n	*	Rečenica govori o Belgiji kao državi koja je izvojevala nezavisnost od druge države, što označava državnu/političku nezavisnost.	
66-14	6106-6108	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
66-15	6109-6118	Holandije	N	PROPN	http://www.wikidata.org/entity/Q55	LOC	Holandija	_	_	_	_	_	_	_	_	
66-16	6118-6119	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Naučnici USGS-a proučavaju predele Sjedinjenih Država, njihove mineralne resurse i prirodne opasnosti koje im prete.
67-1	6120-6128	Naučnici	N	NOUN	http://www.wikidata.org/entity/Q901	ROLE	naučnik	_	_	_	ENG30-10560637-n	1	ENG30-10560637-n	*	U kontekstu, 'naučnici' USGS-a su stručnjaci koji naučno proučavaju predele, resurse i opasnosti, što odgovara osobi sa dosta znanja iz nauka.	
67-2	6129-6135	USGS-a	ABB	X	http://www.wikidata.org/entity/Q97950675	ORG	USGS	_	_	_	_	_	_	_	_	
67-3	6136-6146	proučavaju	V	VERB	_	_	proučavati	_	_	_	ENG30-00644583-v	3	ENG30-00599992-v;ENG30-00607114-v;ENG30-00644583-v	*	Ovde 'proučavati' znači detaljno razmatrati i analizirati prirodne sisteme kako bi se otkrila njihova svojstva i rizici. Ne odnosi se na učenje kao student ili samo čitanjem.	
67-4	6147-6154	predele	N	NOUN	_	_	predeo	_	_	_	LLM-0360	1	LLM-0360	*	Ovde 'predele' označava geografske oblasti/pejzaže SAD koje USGS proučava, zajedno sa njihovim resursima i prirodnim opasnostima.	
67-5	6155-6166	Sjedinjenih	A	ADJ	http://www.wikidata.org/entity/Q30[44]	LOC[44]	sjedinjen	_	_	_	ENG30-02475855-a	2	ENG30-02112108-a;ENG30-02475855-a	*	U izrazu 'Sjedinjenih Država' pridev označava da su pojedinačne države ujedinjene u jednu celinu. Zato odgovara značenje 2.	
67-6	6167-6173	Država	N	NOUN	http://www.wikidata.org/entity/Q30[44]	LOC[44]	država	_	_	_	ENG30-08168978-n	3	ENG30-08168978-n;ENG30-08178547-n;ENG30-08544813-n	*	‘Sjedinjene Države’ ovde označava zemlju kao političku celinu (državu), a ne skupinu ljudi koji čine vlast niti samo teritoriju.	
67-7	6173-6174	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
67-8	6175-6182	njihove	PRO	DET	_	_	njihov	_	_	_	_	_	_	_	_	
67-9	6183-6192	mineralne	A	ADJ	_	_	mineralan	1[246]	mineralni resurs[246]	NID[246]	LLM-0123[2048]	1[2048]	LLM-0123[2048]	*[494]	U kontekstu, 'mineralni resursi' označavaju ekonomski iskoristive koncentracije prirodnih sirovina u Zemljinoj kori koje USGS proučava.[2048]	
67-10	6193-6200	resurse	N	NOUN	_	_	resurs	1[246]	mineralni resurs[246]	NID[246]	LLM-0123[2048]	1[2048]	LLM-0123[2048]	*[494]	U kontekstu, 'mineralni resursi' označavaju ekonomski iskoristive koncentracije prirodnih sirovina u Zemljinoj kori koje USGS proučava.[2048]	
