#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
94-19	8876-8878	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
94-20	8879-8884	spoje	V	VERB	_	_	spojiti	_	_	_	ENG30-00243124-v	5	ENG30-00243124-v;ENG30-00482749-v;ENG30-01297624-v;ENG30-01354673-v;ENG30-02631163-v	*	U ovom kontekstu, 'spojiti' znači kombinovati dva različita koncepta (nauku i magiju), što najpreciznije odgovara značenju 'pridružiti ili kombinovati'.	
94-21	8885-8890	nauku	N	NOUN	_	_	nauka	_	_	_	ENG30-05999540-n	2	ENG30-05999540-n;ENG30-05999797-n	*	Reč 'nauka' u ovom kontekstu označava sistem organizovanog znanja kao suprotnost magiji, a ne određenu granu naučnog znanja.	
94-22	8891-8892	s	PREP	ADP	_	_	s	_	_	_	_	_	_	_	_	
94-23	8893-8900	magijom	N	NOUN	_	_	magija	_	_	_	ENG30-05967977-n	2	ENG30-00099951-n;ENG30-05967977-n	*	U ovom kontekstu, 'magija' se odnosi na praksu ili umetnost koja uključuje pozivanje natprirodnih moći, jer se govori o eksperimentima koji pokušavaju da spoje nauku s natprirodnim silama.	
94-24	8900-8901	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Brauning je uticao na dizajn skoro svih kategorija vatrenog oružja.
95-1	8902-8910	Brauning	N	PROPN	http://www.wikidata.org/entity/Q220520	PERS	Brauning	_	_	_	_	_	_	_	_	
95-2	8911-8913	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
95-3	8914-8920	uticao	V	VERB	_	_	uticati	_	_	_	ENG30-00701040-v	4	ENG30-00701040-v;ENG30-02116980-v;ENG30-02536557-v;ENG30-02677097-v	*	U kontekstu rečenice, reč 'uticao' znači da je Brauning svojim radom oblikovao ili dao pravac razvoju vatrenog oružja, što odgovara ovom značenju.	
95-4	8921-8923	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
95-5	8924-8930	dizajn	N	NOUN	_	_	dizajn	_	_	_	ENG30-03179318-n	2	ENG30-03179318-n;ENG30-05728678-n	*	U ovom kontekstu 'dizajn' se odnosi na planiranje i projektovanje izgleda i funkcionalnosti vatrenog oružja, što najbolje odgovara značenju preliminarne skice ili plana za nešto.	
95-6	8931-8936	skoro	ADV	ADV	_	_	skoro	_	_	_	ENG30-00007015-b	2	ENG30-00007015-b;ENG30-00160659-b	*	U ovom kontekstu, 'skoro' označava da je Brauning uticao na blizu sve, ali ne baš na sve kategorije vatrenog oružja, što se odnosi na količinu koja je veoma blizu celokupnog broja.	
95-7	8937-8941	svih	PRO	DET	_	_	sav	_	_	_	_	_	_	_	_	
95-8	8942-8952	kategorija	N	NOUN	_	_	kategorija	_	_	_	ENG30-07997703-n	2	ENG30-05838765-n;ENG30-07997703-n	*	U ovom kontekstu, 'kategorija' označava različite grupe vatrenog oružja koje dele iste atribute, kao što su pištolji, puške itd.	
95-9	8953-8961	vatrenog	A	ADJ	_	_	vatren	1[260]	vatreno oružje[260]	NID[260]	LLM-0314[2065]	1[2065]	LLM-0314[2065]	*[513]	U ovom kontekstu, 'vatreno oružje' se odnosi na oružje koje upotrebljava eksplozivnu silu za izbacivanje projektila, što je u skladu sa datim značenjem.[2065]	
95-10	8962-8968	oružja	N	NOUN	_	_	oružje	1[260]	vatreno oružje[260]	NID[260]	LLM-0314[2065]	1[2065]	LLM-0314[2065]	*[513]	U ovom kontekstu, 'vatreno oružje' se odnosi na oružje koje upotrebljava eksplozivnu silu za izbacivanje projektila, što je u skladu sa datim značenjem.[2065]	
95-11	8968-8969	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Gastroenteritis je obično akutna i samoograničavajuća bolest koja ne zahteva terapiju lekovima.
96-1	8970-8985	Gastroenteritis	N	NOUN	_	_	gastroenteritis	_	_	_	ENG30-14172005-n	1	ENG30-14172005-n	*	U kontekstu rečenice, 'gastroenteritis' se odnosi na akutnu bolest koja podrazumeva upalu želuca i creva, što precizno odgovara definiciji pod datim ID-jem.	
96-2	8986-8988	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
96-3	8989-8995	obično	ADV	ADV	_	_	obično	_	_	_	ENG30-00155621-b	3	ENG30-00041954-b;ENG30-00106921-b;ENG30-00155621-b	*	'Obično' u ovom kontekstu znači 'po pravilu', tj. kako to biva u većini slučajeva kada se govori o gastroenteritisu.	
96-4	8996-9002	akutna	A	ADJ	_	_	akutan	_	_	_	ENG30-00044760-a	2	ENG30-00044760-a;ENG30-00803275-a	*	Reč 'akutna' u medicinskom kontekstu odnosi se na bolest koja ima brz početak i kratak tok, što precizno opisuje gastroenteritis u ovoj rečenici.	
96-5	9003-9004	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
96-6	9005-9023	samoograničavajuća	A	ADJ	_	_	samoograničavajući	1[261]	samoograničavajuća bolest[261]	NID[261]	CVMWE-0392[2066]	1[2066]	CVMWE-0392[2066]	*[514]	U kontekstu, 'samoograničavajuća bolest' znači da bolest prolazi spontano, bez potrebe za terapijom, što je precizno opisano datim značenjem.[2066]	
96-7	9024-9030	bolest	N	NOUN	_	_	bolest	1[261]	samoograničavajuća bolest[261]	NID[261]	CVMWE-0392[2066]	1[2066]	CVMWE-0392[2066]	*[514]	U kontekstu, 'samoograničavajuća bolest' znači da bolest prolazi spontano, bez potrebe za terapijom, što je precizno opisano datim značenjem.[2066]	
96-8	9031-9035	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
96-9	9036-9038	ne	PAR	PART	_	_	ne	_	_	_	_	_	_	_	_	
96-10	9039-9046	zahteva	V	VERB	_	_	zahtevati	_	_	_	ENG30-02627934-v	6	ENG30-00754942-v;ENG30-00784727-v;ENG30-02267989-v;ENG30-02275365-v;ENG30-02627934-v;ENG30-02635547-v	*	U ovom kontekstu 'zahteva' znači da bolest ne traži terapiju lekovima kao nužan, razuman ili opravdan korak, što odgovara značenju zahtevati jer je korisno, pravedno ili ispravno.	
96-11	9047-9055	terapiju	N	NOUN	_	_	terapija	_	_	_	ENG30-00661091-n	1	ENG30-00661091-n	*	U ovom kontekstu 'terapija' se odnosi na upotrebu lekova ili medicinskog tretmana, što precizno odgovara definisanom značenju.	
96-12	9056-9064	lekovima	N	NOUN	_	_	lek	_	_	_	ENG30-03740161-n	3	ENG30-03740161-n;ENG30-04074482-n;ENG30-13684632-n	*	U ovom kontekstu, 'lekovima' se odnosi na supstance ili preparate koji se koriste za lečenje ili olakšanje simptoma bolesti, što najpreciznije odgovara prvom značenju.	
96-13	9064-9065	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Pozivam te, ako ti tvoji dozvole, da dođeš u našu zemlju, najbolje ovog leta.
97-1	9066-9073	Pozivam	V	VERB	_	_	pozivati	_	_	_	ENG30-01041762-v	2	ENG30-00753881-v;ENG30-01041762-v	*	U ovom kontekstu, 'pozivam' znači da govornik traži od nekoga da dođe, što se precizno poklapa sa značenjem pod ID-jem ENG30-01041762-v.	
97-2	9074-9076	te	PRO	PRON	_	_	ti	_	_	_	_	_	_	_	_	
97-3	9076-9077	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
97-4	9078-9081	ako	CONJ	SCONJ	_	_	ako	_	_	_	_	_	_	_	_	
97-5	9082-9084	ti	PRO	PRON	_	_	ti	_	_	_	_	_	_	_	_	
97-6	9085-9090	tvoji	PRO	DET	_	_	tvoj	_	_	_	_	_	_	_	_	
97-7	9091-9098	dozvole	V	VERB	_	_	dozvoliti	_	_	_	ENG30-00803325-v	11	ENG30-00723545-v;ENG30-00724150-v;ENG30-00802318-v;ENG30-00802946-v;ENG30-00803325-v;ENG30-00806049-v;ENG30-02255462-v;ENG30-02444662-v;ENG30-02494047-v;ENG30-02721438-v;ENG30-02745486-v	*	U datom kontekstu, 'dozvoliti' znači dati ovlašćenje ili odobrenje (roditeljsko ili porodično) da neko ode negde, što odgovara značenju 'dati ovlašćenje ili dozvolu za nešto'.	
97-8	9098-9099	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
97-9	9100-9102	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
97-10	9103-9108	dođeš	V	VERB	_	_	doći	_	_	_	ENG30-02005948-v	12	ENG30-00341917-v;ENG30-00342443-v;ENG30-00344886-v;ENG30-00425071-v;ENG30-02005948-v;ENG30-02006573-v;ENG30-02006709-v;ENG30-02020590-v;ENG30-02108791-v;ENG30-02624263-v;ENG30-02737187-v;ENG30-02743214-v	*	U ovom kontekstu 'doći' znači fizički doputovati ili stići u nečiju zemlju, tj. kretanjem ili putovanjem dostići određenu destinaciju.	
97-11	9109-9110	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
97-12	9111-9115	našu	PRO	DET	_	_	naš	_	_	_	_	_	_	_	_	
97-13	9116-9122	zemlju	N	NOUN	_	_	zemlja	_	_	_	ENG30-08168978-n	11	ENG30-08168978-n;ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	*	U datom kontekstu, reč 'zemlja' se koristi u smislu države, odnosno političke organizacije ljudi pod jednom vladom, jer poziv implicira dolazak u neku državu, a ne na fizičko tlo ili teritoriju u užem smislu.	
97-14	9122-9123	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
97-15	9124-9132	najbolje	ADV	ADV	_	_	najbolje	_	_	_	CV0193	2	CV0193;ENG30-00509846-b	*	U ovom kontekstu, govornik preporučuje da osoba dođe tokom leta, jer je to najprikladnije ili najpoželjnije vreme, što odgovara značenju 'najprihvatljivije, najpovoljnije'.	
97-16	9133-9137	ovog	PRO	DET	_	_	ovaj	_	_	_	_	_	_	_	_	
97-17	9138-9142	leta	N	NOUN	_	_	leto	_	_	_	ENG30-15145012-n	2	ENG30-09577833-n;ENG30-15145012-n	*	U ovom kontekstu, reč 'leto' označava godišnje doba kao najpogodnije vreme za dolazak, što odgovara značenju najtoplijeg godišnjeg doba.	
97-18	9142-9143	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Bio je poznat po surovosti.
98-1	9144-9147	Bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
98-2	9148-9150	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
98-3	9151-9157	poznat	A	ADJ	_	_	poznat	_	_	_	CV0214	5	CV0074;CV0214;ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	*	U kontekstu rečenice, 'poznat' se odnosi na to da je bio čuven ili da su mnogi znali za njegovu surovost, što najtačnije odgovara značenju ID CV0214.	
98-4	9158-9160	po	PREP	ADP	_	_	po	_	_	_	_	_	_	_	_	
98-5	9161-9170	surovosti	N	NOUN	_	_	surovost	_	_	_	ENG30-00745943-n	4	ENG30-00745943-n;ENG30-04710127-n;ENG30-04845475-n;ENG30-13979977-n	*	U ovom kontekstu 'surovost' se odnosi na osobinu ili ponašanje osobe koja je okrutna i zla, što najpreciznije odgovara značenju 'loše i okrutno ponašanje'.	
98-6	9170-9171	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Rotavirus je najčešći uzročnik gastroenteritisa kod dece i javlja se u sličnom procentu u razvijenim zemljama i zemljama u razvoju.
99-1	9172-9181	Rotavirus	N	NOUN	_	_	rotavirus	_	_	_	ENG30-01341090-n	1	ENG30-01341090-n	*	Ciljna reč 'rotavirus' u ovom kontekstu označava virus koji uzrokuje gastroenteritis kod dece, što direktno odgovara definiciji datom pod ovim značenjem.	
99-2	9182-9184	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
99-3	9185-9193	najčešći	A	ADJ	_	_	čest	_	_	_	ENG30-00486990-a	2	ENG30-00486990-a;ENG30-01066542-a	*	U kontekstu, 'najčešći uzročnik' znači da se rotavirus najčešće susreće kao uzrok gastroenteritisa kod dece, pa je ovo značenje najpreciznije.	
99-4	9194-9202	uzročnik	N	NOUN	_	_	uzročnik	_	_	_	ENG30-09190918-n	1	ENG30-09190918-n	*	U ovom kontekstu, 'uzročnik' označava stvarni uzrok bolesti (rotavirus) koji je odgovoran za nastanak gastroenteritisa, što odgovara ponuđenom značenju.	
99-5	9203-9219	gastroenteritisa	N	NOUN	_	_	gastroenteritis	_	_	_	ENG30-14172005-n	1	ENG30-14172005-n	*	U kontekstu rečenice, 'gastroenteritis' se odnosi na upalu želuca i creva izazvanu različitim uzročnicima, uključujući rotavirus, što odgovara definiciji pod ovim ID-jem.	
99-6	9220-9223	kod	PREP	ADP	_	_	kod	_	_	_	_	_	_	_	_	
99-7	9224-9228	dece	N	NOUN	_	_	deca	_	_	_	DRS0-457358/0.0	3	DRS0-457358/0.0;DRS0-457359/0.0;ENG30-09917593-n	*	U ovom kontekstu, 'deca' označava ljude u ranom uzrastu života, jer se govori o najčešćem uzročniku bolesti kod te starosne grupe.	
99-8	9229-9230	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
99-9	9231-9237	javlja	V	VERB	_	_	javljati	1	javljati se	IRV	CVMWE-0161[2067]	1[2067]	CVMWE-0161[2067]	*[515]	U ovom kontekstu, 'javljati se' znači 'pojavljivati se' ili 'nastajati', što se odnosi na pojavu bolesti kod određene populacije, što je potpuno u skladu sa ponuđenim značenjem.[2067]	
99-10	9238-9240	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0161[2067]	1[2067]	CVMWE-0161[2067]	*[515]	U ovom kontekstu, 'javljati se' znači 'pojavljivati se' ili 'nastajati', što se odnosi na pojavu bolesti kod određene populacije, što je potpuno u skladu sa ponuđenim značenjem.[2067]	
99-11	9241-9242	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
99-12	9243-9250	sličnom	A	ADJ	_	_	sličan	_	_	_	ENG30-01409581-a	4	ENG30-01409581-a;ENG30-01410606-a;ENG30-02071420-a;ENG30-02381495-a	*	U ovom kontekstu, 'sličnom procentu' označava da su procenti pojave rotavirusa u razvijenim i nerazvijenim zemljama isti ili poseduju neke iste karakteristike, što najpreciznije odgovara ovom značenju.	
99-13	9251-9259	procentu	N	NOUN	_	_	procent	_	_	_	RSSJ-43080/0	1	RSSJ-43080/0	*	U ovom kontekstu, reč 'procent' se koristi za označavanje udelа ili stotog dela celine, odnosno procenat zaražene dece u različitim zemljama.	
99-14	9260-9261	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
99-15	9262-9272	razvijenim	A	ADJ	_	_	razvijen	3[262]	razvijena zemlja[262]	NID[262]	CVMWE-0381[2068]	1[2068]	CVMWE-0381[2068]	*[516]	U kontekstu rečenice, 'razvijene zemlje' označava države sa visokim kvalitetom života, razvijenom ekonomijom i naprednom tehnološkom infrastrukturom, što odgovara ponuđenoj definiciji.[2068]	
99-16	9273-9281	zemljama	N	NOUN	_	_	zemlja	3[262]	razvijena zemlja[262]	NID[262]	CVMWE-0381[2068]	1[2068]	CVMWE-0381[2068]	*[516]	U kontekstu rečenice, 'razvijene zemlje' označava države sa visokim kvalitetom života, razvijenom ekonomijom i naprednom tehnološkom infrastrukturom, što odgovara ponuđenoj definiciji.[2068]	
99-17	9282-9283	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
99-18	9284-9292	zemljama	N	NOUN	_	_	zemlja	2[263]	zemlja u razvoju[263]	NID[263]	CVMWE-0517[2069]	1[2069]	CVMWE-0517[2069]	*[517]	U ovom kontekstu, 'zemlje u razvoju' se odnose na države sa niskim standardom života i nižim Indeksom ljudskog razvoja, što odgovara datom značenju.[2069]	
99-19	9293-9294	u	PREP	ADP	_	_	u	2[263]	zemlja u razvoju[263]	NID[263]	CVMWE-0517[2069]	1[2069]	CVMWE-0517[2069]	*[517]	U ovom kontekstu, 'zemlje u razvoju' se odnose na države sa niskim standardom života i nižim Indeksom ljudskog razvoja, što odgovara datom značenju.[2069]	
99-20	9295-9302	razvoju	N	NOUN	_	_	razvoj	2[263]	zemlja u razvoju[263]	NID[263]	CVMWE-0517[2069]	1[2069]	CVMWE-0517[2069]	*[517]	U ovom kontekstu, 'zemlje u razvoju' se odnose na države sa niskim standardom života i nižim Indeksom ljudskog razvoja, što odgovara datom značenju.[2069]	
99-21	9302-9303	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Razumevanje strukture i funkcije ćelija je fundamentalno za sve biološke nauke.
100-1	9304-9315	Razumevanje	N	NOUN	_	_	razumevanje	_	_	_	ENG30-05805475-n	4	ENG30-05651680-n;ENG30-05805475-n;ENG30-06199142-n;ENG30-07553301-n	*	U ovom kontekstu, 'razumevanje' se odnosi na kognitivno stanje ili posedovanje znanja i pojmova o strukturi i funkciji ćelija, što je ključno za biologiju.	
100-2	9316-9325	strukture	N	NOUN	_	_	struktura	_	_	_	ENG30-04931965-n	1	ENG30-04931965-n	*	U ovom kontekstu, 'struktura' se odnosi na način na koji su ćelije sastavljene i raspoređene njihove komponente, što se potpuno poklapa sa ponuđenim značenjem.	
100-3	9326-9327	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
100-4	9328-9336	funkcije	N	NOUN	_	_	funkcija	_	_	_	ENG30-05149325-n	5	ENG30-00720565-n;ENG30-05149325-n;ENG30-06582403-n;ENG30-13440063-n;ENG30-13783816-n	*	Ovde se 'funkcija' odnosi na ulogu ili svrhu ćelije, odnosno na to šta ćelija radi ili čemu služi u biološkim procesima, što je u skladu sa ovim značenjem.	
100-5	9337-9343	ćelija	N	NOUN	_	_	ćelija	_	_	_	ENG30-00006484-n	3	ENG30-00006484-n;ENG30-02991302-n;ENG30-08358594-n	*	Ciljna reč 'ćelija' u datom kontekstu odnosi se na osnovnu strukturnu i funkcionalnu jedinicu živih bića, što je suštinski pojam u biološkim naukama.	
100-6	9344-9346	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
100-7	9347-9360	fundamentalno	A	ADJ	_	_	fundamentalan	_	_	_	ENG30-01277097-a	3	ENG30-01277097-a;ENG30-01855764-a;ENG30-01876326-a	*	U ovom kontekstu, razumevanje ćelijske strukture je opisano kao suštinska komponenta za biološke nauke, što najpreciznije odgovara značenju suštinske komponente.	
100-8	9361-9363	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
100-9	9364-9367	sve	PRO	DET	_	_	sav	_	_	_	_	_	_	_	_	
100-10	9368-9376	biološke	A	ADJ	_	_	biološki	1[264]	biološka nauka[264]	NID[264]	CVMWE-0019[2070]	1[2070]	CVMWE-0019[2070]	*[518]	U datom kontekstu, 'biološke nauke' se odnose na discipline koje proučavaju žive organizme i njihove funkcije, što je u skladu sa opisanim značenjem.[2070]	
100-11	9377-9382	nauke	N	NOUN	_	_	nauka	1[264]	biološka nauka[264]	NID[264]	CVMWE-0019[2070]	1[2070]	CVMWE-0019[2070]	*[518]	U datom kontekstu, 'biološke nauke' se odnose na discipline koje proučavaju žive organizme i njihove funkcije, što je u skladu sa opisanim značenjem.[2070]	
100-12	9382-9383	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Iz tog razloga, kao i da bi tekst bio što dosledniji, promene su napisane na jeziku koji je blizak originalu.
101-1	9384-9386	Iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	_	
101-2	9387-9390	tog	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	
101-3	9391-9398	razloga	N	NOUN	_	_	razlog	_	_	_	ENG30-09179606-n	5	ENG30-05819149-n;ENG30-05823932-n;ENG30-06739990-n;ENG30-06740402-n;ENG30-09179606-n	*	U ovom kontekstu, 'razlog' označava uzrok ili nameru zbog koje je nešto urađeno, odnosno objašnjenje zašto su promene napisane na određeni način.	
101-4	9398-9399	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
101-5	9400-9403	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	_	
101-6	9404-9405	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
101-7	9406-9408	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
101-8	9409-9411	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
101-9	9412-9417	tekst	N	NOUN	_	_	tekst	_	_	_	ENG30-06387980-n	2	ENG30-06387980-n;ENG30-06388579-n	*	U ovom kontekstu, reč 'tekst' se koristi za označavanje napisanih reči, odnosno samog sadržaja pisanog materijala, a ne kao suprotnost ilustracijama ili fusnotama.	
101-10	9418-9421	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
101-11	9422-9425	što	ADV	ADV	_	_	što	_	_	_	DRJ0-192469/1	4	DRJ0-192469/1;DRJ0-192469/2;DRJ0-192469/3;DRJ0-192469/4	*	'Što' se u ovom kontekstu koristi u značenju 'koliko', odnosno označava stepen doslednosti teksta ('što dosledniji' znači 'koliko je moguće dosledniji').	
101-12	9426-9436	dosledniji	A	ADJ	_	_	dosledan	_	_	_	DRJ0-237807/0a.	3	DRJ0-237807/0a.;DRJ0-237807/0b.;DRJ0-237807/0v.	*	Ovde se 'dosledniji' odnosi na postojanost u načinu izražavanja ili pristupu tekstu, tj. na to da su promene u jeziku učinjene tako da se drže istog principa (bliskost originalu), što odgovara značenju principijelan ili postojan u postupcima i mišljenju.	
101-13	9436-9437	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
101-14	9438-9445	promene	N	NOUN	_	_	promena	_	_	_	ENG30-00191142-n	6	ENG30-00191142-n;ENG30-00331655-n;ENG30-07296428-n;ENG30-11412727-n;ENG30-13803782-n;ENG30-13859043-n	*	U ovom kontekstu, 'promene' se odnosi na akt izmenjivanja ili menjanja teksta, što je najbliže značenju 'radnja promene nečega'.	
101-15	9446-9448	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
101-16	9449-9457	napisane	V	VERB	_	_	napisati	_	_	_	ENG30-01007027-v	3	CV0243;ENG30-01007027-v;ENG30-01756719-v	*	U ovom kontekstu 'napisane' znači da su promene izražene ili saopštene pismenim putem, što odgovara značenju 'komunicirati (sa kime) pismenim putem'.	
101-17	9458-9460	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
101-18	9461-9467	jeziku	N	NOUN	_	_	jezik	_	_	_	ENG30-06282651-n	5	ENG30-04378123-n;ENG30-05301072-n;ENG30-06282651-n;ENG30-06304059-n;ENG30-07652995-n	*	Ovde se 'jezik' odnosi na sistematsko sredstvo komunikacije (npr. srpski, engleski), što je najpreciznije obuhvaćeno ovim značenjem.	
101-19	9468-9472	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
101-20	9473-9475	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
101-21	9476-9482	blizak	A	ADJ	_	_	blizak	_	_	_	ENG30-01972070-a	5	ENG30-00444519-a;ENG30-00445169-a;ENG30-00445308-a;ENG30-00451510-a;ENG30-01972070-a	*	U ovom kontekstu, 'blizak' se odnosi na jezik koji je sličan ili povezan zajedničkim karakteristikama sa originalom, što odgovara značenju da je nešto povezano zajedničkom karakteristikom ili poreklom.	
101-22	9483-9492	originalu	N	NOUN	_	_	original	_	_	_	ENG30-05938400-n	2	ENG30-03727274-n;ENG30-05938400-n	*	U ovom kontekstu, 'original' se odnosi na izvorni model ili tekst po kome su pravljene druge verzije ili prevodi, što odgovara značenju 'originalan model po kome je nešto rađeno'.	
101-23	9492-9493	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Stopala imaju tri prsta okrenuta napred i jedan prst okrenut unazad.
102-1	9494-9501	Stopala	N	NOUN	_	_	stopalo	_	_	_	ENG30-05563266-n	2	ENG30-02322213-n;ENG30-05563266-n	*	U kontekstu, 'stopala' se odnosi na delove tela sa prstima, što je karakteristično za stajni ekstremitet donjeg uda kod kičmenjaka, kao što su ptice ili ljudi.	
102-2	9502-9507	imaju	V	VERB	_	_	imati	_	_	_	ENG30-02203362-v	11	ENG30-00065370-v;ENG30-00121046-v;ENG30-01426397-v;ENG30-02047097-v;ENG30-02203362-v;ENG30-02204692-v;ENG30-02205098-v;ENG30-02302220-v;ENG30-02629535-v;ENG30-02704349-v;ENG30-02740745-v	*	U ovom kontekstu, stopala 'imaju' prste, što znači da poseduju ili im je nešto deo anatomije, što je najpreciznije značenje posedovanja iz ove liste.	
102-3	9508-9511	tri	NUM	NUM	_	_	tri	_	_	_	_	_	_	_	_	
102-4	9512-9517	prsta	N	NOUN	_	_	prst	_	_	_	ENG30-05566504-n	2	ENG30-05566504-n;ENG30-05577654-n	*	U kontekstu rečenice 'prst' označava jedan od završnih članova stopala, što odgovara značenju anatomskog prsta, iako se odnosi na stopala, a ne šaku; u zoološkom i anatomski proširenom smislu isto značenje se koristi za prste na nogama.	
102-5	9518-9526	okrenuta	A	ADJ	_	_	okrenut	_	_	_	ENG30-02467386-a	1	ENG30-02467386-a	*	U ovom kontekstu, 'okrenut' označava položaj prstiju koji su usmereni ka napred ili unazad, što implicira promenu položaja oko ose, te se ponuđeno značenje precizno uklapa.	
102-6	9527-9533	napred	ADV	ADV	_	_	napred	_	_	_	ENG30-00067265-b	4	ENG30-00067045-b;ENG30-00067265-b;ENG30-00103859-b;ENG30-00275694-b	*	U ovom kontekstu, 'napred' se koristi za označavanje smera, odnosno da su prsti okrenuti u pravcu kretanja ili prednjeg dela tela, što odgovara značenju 'u pravcu napred'.	
102-7	9534-9535	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
102-8	9536-9541	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	_	
102-9	9542-9546	prst	N	NOUN	_	_	prst	_	_	_	ENG30-05566504-n	2	ENG30-05566504-n;ENG30-05577654-n	*	U ovom kontekstu reč 'prst' označava jedan od članova stopala, što se uklapa u značenje završnog člana šake ili stopala kod ljudi ili životinja.	
102-10	9547-9554	okrenut	A	ADJ	_	_	okrenut	_	_	_	ENG30-02467386-a	1	ENG30-02467386-a	*	U ovom kontekstu, 'okrenut' znači usmeren ili orijentisan u određenom pravcu, što podrazumeva da je deo stopala (prst) pomeren oko ose, u ovom slučaju unazad, te ponuđeno značenje odgovara upotrebi.	
102-11	9555-9561	unazad	ADV	ADV	_	_	unazad	_	_	_	ENG30-00074407-b	2	ENG30-00074201-b;ENG30-00074407-b	*	U ovom kontekstu 'unazad' opisuje položaj prsta koji je okrenut prema nazad ili pozadi, a ne prema prošlosti ili vremenu.	
102-12	9561-9562	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Besplatna onlajn verzija postala je samo delimično dostupna javnosti.
103-1	9563-9572	Besplatna	A	ADJ	_	_	besplatan	_	_	_	ENG30-01710260-a	1	ENG30-01710260-a	*	U ovom kontekstu, 'besplatna' znači da onlajn verzija ne zahteva plaćanje, odnosno da ne košta ništa.	
103-2	9573-9579	onlajn	A	ADJ	_	_	onlajn	_	_	_	ENG30-01650401-a	1	ENG30-01650401-a	*	U ovom kontekstu, 'onlajn' se odnosi na verziju koja je dostupna putem računarske mreže, što odgovara ponuđenom značenju.	
