#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Mnogo je siromaštva i nezaposlenosti.
124-2	10105-10111	ajkule	N	NOUN	_	_	ajkula	_	_	_	ENG30-01482330-n	1	ENG30-01482330-n	*	simple_wsd - ENG30-01482330-n:0.4354::Neka od brojnih morskih riba-mesoždera sa izduženim telom,? i debelom kožom koja je prekrivena malim nazubljenim krljuš…	
124-3	10112-10118	izgube	V	VERB	_	_	izgubiti	_	_	_	ENG30-02303331-v	8	ENG30-01099592-v;ENG30-01795082-v;ENG30-02287618-v;ENG30-02287789-v;ENG30-02288155-v;ENG30-02288828-v;ENG30-02303331-v;ENG30-02385153-v	*	simple_wsd - ENG30-02303331-v:0.5833::Izgubiti ili izgubiti pravo na nešto zbog greške, prekršaja ili zločina. - ENG30-02385153-v:0.5009::izgubiti kakavu poziciju ili moć - ENG30-01795082-v:0.4915::pretrpjeti gubitak osobe zbog smrti ili odlaska	
124-4	10119-10125	30.000	NUM	NUM	_	_	30.000	_	_	_	_	_	_	_	_	
124-5	10126-10129	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	_	
124-6	10130-10134	više	ADV	ADV	_	_	više	_	_	_	ENG30-01555133-a	3	CV0061;ENG30-00099712-b;ENG30-01555133-a	*	simple_wsd - ENG30-01555133-a:0.4446::komparativ od mnogo, sa značenjem više od jednog po broju - CV0061:0.4345::posle toga, dalje; odsad, ubuduće (u odričnim rečenicama i pitanjima) - ENG30-00099712-b:0.4324::komparativ od mnogo; u većoj meri ili stepenu	
124-7	10135-10139	zuba	N	NOUN	_	_	zub	_	_	_	ENG30-02155872-n	2	ENG30-02155872-n;ENG30-05282746-n	*	simple_wsd - ENG30-02155872-n:0.5165::Struktura nalik zubima kod bezkičmenjaka koja se nalazi u usnoj duplji, u probavnom kanalu ili ljušturi. - ENG30-05282746-n:0.5116::Tvrde koštane strukture u vilicama kičmenjaka; koriste se za ujedanje i žvakanje ili za napad i odbranu.	
124-8	10140-10145	tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	_	
124-9	10146-10152	života	N	NOUN	_	_	život	_	_	_	ENG30-13963192-n	11	ENG30-00006269-n;ENG30-05810561-n;ENG30-09178727-n;ENG30-10260706-n;ENG30-11473291-n;ENG30-13954253-n;ENG30-13961399-n;ENG30-13963192-n;ENG30-15140405-n;ENG30-15140744-n;ENG30-15140892-n	*	simple_wsd - ENG30-13963192-n:0.5948::karakteristično stanje ili način života - ENG30-11473291-n:0.5540::Organska pojava koja razlikuje žive organizme od neživih. - ENG30-10260706-n:0.5232::Živa osoba.	
124-10	10152-10153	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Sumerci su koristili robove, ali se ekonomija nije oslanjala na njih.
125-1	10153-10160	Sumerci	N	PROPN	http://www.wikidata.org/entity/Q656043	DEMO	Sumerac	_	_	_	_	_	_	_	_	
125-2	10161-10163	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
125-3	10164-10173	koristili	V	VERB	_	_	koristiti	_	_	_	CV0117	7	CV0117;ENG30-01165043-v;ENG30-01224415-v;ENG30-02436963-v;ENG30-02541251-v;ENG30-02561332-v;ENG30-02707429-v	*	simple_wsd - CV0117:0.6231::nešto "se koristi" ako se upotrebljava redovno ili uobičajeno u u nekim oklnostima ili za neke namene - ENG30-02561332-v:0.5070::za šta sebe iskoristiti - ENG30-02436963-v:0.4806::uzrokovati da šta radi ili funkcioniše	
125-4	10174-10180	robove	N	NOUN	_	_	rob	_	_	_	ENG30-10609325-n	2	ENG30-10609325-n;ENG30-13952171-n	*	simple_wsd - ENG30-10609325-n:0.6303::osoba koja je u nečijem vlasništvu - ENG30-13952171-n:0.6025::onaj ko se nalazi u podređenom položaju	
125-5	10180-10181	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
125-6	10182-10185	ali	CONJ	CCONJ	_	_	ali	_	_	_	_	_	_	_	_	
125-7	10186-10188	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0271[2084]	1[2084]	CVMWE-0271[2084]	*[461]	simple_wsd - CVMWE-0271:0.4848::računati s nekim, pouzdati se u nekoga ili nešto kao pomoć[2084]	
125-8	10189-10198	ekonomija	N	NOUN	_	_	ekonomija	_	_	_	ENG30-06149484-n	2	ENG30-06149484-n;ENG30-08366753-n	*[461]|*[462]	simple_wsd - ENG30-06149484-n:0.5844::grana društvenih nauka koja se bavi proizvodnjom i distribucijom i potrošnjom dobara i usluga i njihovim upravljanjem - ENG30-08366753-n:0.5423::Sistem proizvođnje, distribucije i potrošnje.	
125-9	10199-10203	nije	V	AUX	_	_	jesam	_	_	_	http://llod.jerteh.rs/WSD/seCVMWE0271[461]	1[461]	CVMWE-0271[461]	*[461]	U ovom kontekstu, 'oslanjati se' znači da ekonomski sistem nije bio zasnovan na robovima, odnosno nije računao na njih kao ključnu podršku ili osnovu, što odgovara ponuđenom značenju.[461]	
125-10	10204-10213	oslanjala	V	VERB	_	_	oslanjati	1	oslanjati se	IRV	CVMWE-0271[2084]	1[2084]	CVMWE-0271[2084]	*[461]	simple_wsd - CVMWE-0271:0.4848::računati s nekim, pouzdati se u nekoga ili nešto kao pomoć[2084]	
125-11	10214-10216	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
125-12	10217-10221	njih	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	_	
125-13	10221-10222	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Zbog toga su mnogi slonovi bili naročito veliki, često teški i preko devet tona.
126-1	10222-10226	Zbog	PREP	ADP	_	_	zbog	1[209]	zbog toga[209]	AdvID[209]	LLM-0336[2085]	1[2085]	LLM-0336[2085]	*[463]	simple_wsd - LLM-0336:0.5521::Iz tog razloga; posledično.[2085]	
126-2	10227-10231	toga	PRO	DET	_	_	taj	1[209]	zbog toga[209]	AdvID[209]	LLM-0336[2085]	1[2085]	LLM-0336[2085]	*[463]	simple_wsd - LLM-0336:0.5521::Iz tog razloga; posledično.[2085]	
126-3	10232-10234	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
126-4	10235-10240	mnogi	A	ADJ	_	_	mnogi	_	_	_	ENG30-01551633-a	1	ENG30-01551633-a	*	simple_wsd - ENG30-01551633-a:0.5300::koji se kao kvantifikator može koristiti sa mnogim imenicama i često mu prethodi `kao` ili `previše` ili `tako` ili `on…	
126-5	10241-10248	slonovi	N	NOUN	_	_	slon	_	_	_	ENG30-02503517-n	1	ENG30-02503517-n	*	simple_wsd - ENG30-02503517-n:0.4344::Surlaš sa pet nožnih prstiju.	
126-6	10249-10253	bili	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
126-7	10254-10262	naročito	ADV	ADV	_	_	naročito	_	_	_	ENG30-00084223-b	4	ENG30-00041758-b;ENG30-00084223-b;ENG30-00248765-b;ENG30-00502710-b	*	simple_wsd - ENG30-00084223-b:0.5591::u znatno većoj meri ili stepenu nego što je uobičajeno - ENG30-00041758-b:0.4886::za razliku od drugih - ENG30-00248765-b:0.4311::specifično ili posebno razlikovano od drugih	
126-8	10263-10269	veliki	A	ADJ	_	_	velik	_	_	_	ENG30-01467919-a	11	CV0139;ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01278818-a;ENG30-01375909-a;ENG30-01386883-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	*	simple_wsd - ENG30-01467919-a:0.6359::koji je velikog slova - ENG30-01375909-a:0.5639::iznad proseka po veličini ili broju ili količini ili snazi ili iznosu - ENG30-01488616-a:0.5571::potpuno razvijen (za ljude i životinje).	
126-9	10269-10270	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
126-10	10271-10276	često	ADV	ADV	_	_	često	_	_	_	ENG30-00059413-b	2	CV0049;ENG30-00059413-b	*	simple_wsd - ENG30-00059413-b:0.5915::često ili u velikim količinama - CV0049:0.5082::mnogo puta, u mnogo prilika	
126-11	10277-10282	teški	A	ADJ	_	_	težak	_	_	_	ENG30-00744916-a	11	ENG30-00651039-a;ENG30-00744916-a;ENG30-00747910-a;ENG30-00836544-a;ENG30-00987769-a;ENG30-01184932-a;ENG30-01190683-a;ENG30-01191618-a;ENG30-01510444-a;ENG30-02287733-a;ENG30-02317012-a	*	simple_wsd - ENG30-00744916-a:0.6157::Ono što nije lako, zahteva veliki fizički ili mentalni napor da bi se ostvarilo. razumelo ili izdržalo. - ENG30-00651039-a:0.6010::izaziva strah ili anksioznost preteći velikom štetom - ENG30-00836544-a:0.5678::koji je karakterističan za mukotrpan napor do iznemoglosti; posebno fizički napor	
126-12	10283-10284	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
126-13	10285-10290	preko	PREP	ADP	_	_	preko	_	_	_	_	_	_	_	_	
126-14	10291-10296	devet	NUM	NUM	_	_	devet	_	_	_	_	_	_	_	_	
126-15	10297-10301	tona	N	NOUN	_	_	tona	_	_	_	ENG30-13725588-n	2	CVMWE-0206;ENG30-13725588-n	*	simple_wsd - ENG30-13725588-n:0.4474::jedinicu težine koja je ekvivalentna 1000 kilograma - CVMWE-0206:0.4465::jedinica težine jednaka 1.000 kilograma, nije prihvaćena u SI	
126-16	10301-10302	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Od 9,8 milijardi evra humanitarne pomoći pružane širom sveta 2010. godine, oko 41 % je isporučila EU.
127-1	10302-10304	Od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
127-2	10305-10308	9,8	NUM	NUM	_	_	9,8	_	_	_	_	_	_	_	_	
127-3	10309-10318	milijardi	N	NOUN	_	_	milijarda	_	_	_	ENG30-13751829-n	2	ENG30-13751829-n;ENG30-13752172-n	*	simple_wsd - ENG30-13751829-n:0.5685::broj 10 na stepen 9, hiljadu miliona - ENG30-13752172-n:0.5584::broj 10 na dvanaesti stepen, hiljadu milijardi	
127-4	10319-10323	evra	N	NOUN	_	_	evro	_	_	_	ENG30-13661820-n	1	ENG30-13661820-n	*	simple_wsd - ENG30-13661820-n:0.5469::osnovna novčana jedinica velikog broja članica Evropske unije, ušla u upotrebu 1999	
127-5	10324-10335	humanitarne	A	ADJ	_	_	humanitaran	1[210]	humanitarna pomoć[210]	NID[210]	LLM-0067[2086]	1[2086]	LLM-0067[2086]	*[464]	simple_wsd - LLM-0067:0.4015::Materijalna ili nematerijalna podrška ugroženom stanovništvu u kriznim situacijama.[2086]	
127-6	10336-10342	pomoći	N	NOUN	_	_	pomoć	1[210]	humanitarna pomoć[210]	NID[210]	LLM-0067[2086]	1[2086]	LLM-0067[2086]	*[464]	simple_wsd - LLM-0067:0.4015::Materijalna ili nematerijalna podrška ugroženom stanovništvu u kriznim situacijama.[2086]	
127-7	10343-10350	pružane	A	ADJ	_	_	pružan	_	_	_	RSSJ-43201/0	2	CV0234;RSSJ-43201/0	*	simple_wsd - RSSJ-43201/0:0.5287::koji se pruža; koji je istegnut, izdužen, prostire se. - CV0234:0.4889::koji je nabavljen jer tražen ili potreban, posebno ako je reč o podršci, hrani ili održavanju	
127-8	10351-10356	širom	PREP	ADP	_	_	širom	2[211]	širom sveta[211]	AdvID[211]	CVMWE-0400[2087]	1[2087]	CVMWE-0400[2087]	*[465]	simple_wsd - CVMWE-0400:0.4166::celim prostranstvom sveta[2087]	
127-9	10357-10362	sveta	N	NOUN	_	_	svet	2[211]	širom sveta[211]	AdvID[211]	CVMWE-0400[2087]	1[2087]	CVMWE-0400[2087]	*[465]	simple_wsd - CVMWE-0400:0.4166::celim prostranstvom sveta[2087]	
127-10	10363-10368	2010.	A	ADJ	_	_	2010.	_	_	_	_	_	_	_	_	
127-11	10369-10375	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	simple_wsd - ENG30-15202634-n:0.6066::Godina računata od 1. januara do 31. decembra po Gregorijanskom kalendaru. - ENG30-15204297-n:0.5289::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-15201505-n:0.5071::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca.	
127-12	10375-10376	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
127-13	10377-10380	oko	ADV	ADV	_	_	oko	_	_	_	ENG30-00007015-b	1	ENG30-00007015-b	*	simple_wsd - ENG30-00007015-b:0.4047::(količina) neprecizna, ali prilično blizu tačne	
127-14	10381-10383	41	NUM	NUM	_	_	41	_	_	_	_	_	_	_	_	
127-15	10384-10385	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	_	
127-16	10386-10388	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
127-17	10389-10399	isporučila	V	VERB	_	_	isporučiti	_	_	_	ENG30-01438304-v	2	ENG30-01438304-v;ENG30-01955508-v	*	simple_wsd - ENG30-01438304-v:0.4394::Doneti do destinacije, izvršiti isporuku. - ENG30-01955508-v:0.3671::poslati ili otpremiti sa posredne pošte ili stanice u tranzitu	
127-18	10400-10402	EU	ABB	X	http://www.wikidata.org/entity/Q458	ORG	EU	_	_	_	_	_	_	_	_	
127-19	10402-10403	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=To se pripisuje rizičnom seksualnom ponašanju, kao što je seksualni promiskuitet, prostitucija i smanjena upotreba zaštitnih sredstava.
128-1	10403-10405	To	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	
128-2	10406-10408	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	_	
128-3	10409-10418	pripisuje	V	VERB	_	_	pripisivati	_	_	_	ENG30-00740053-v	2	ENG30-00740053-v;ENG30-00843468-v	*	simple_wsd - ENG30-00740053-v:0.5978::uvideti poziciju nečega; odlučivati - ENG30-00843468-v:0.5960::kriviti za, izneti tvrdnju o pogrešnom postupanju ili lošem ponašanju nekoga	
128-4	10419-10427	rizičnom	A	ADJ	_	_	rizičan	_	_	_	CV0192	3	CV0192;ENG30-02058794-a;ENG30-02274537-a	*	simple_wsd - CV0192:0.5863::koji je vezan za opasnost ili rizik - ENG30-02058794-a:0.5009::koji uključuje ili izaziva opasnost ili rizik; koji može da povredi ili šteti - ENG30-02274537-a:0.4981::koji nije finansijski siguran ili sačuvan	
128-5	10428-10438	seksualnom	A	ADJ	_	_	seksualan	_	_	_	ENG30-02132735-a	1	ENG30-02132735-a	*	simple_wsd - ENG30-02132735-a:0.5779::uključen u seksualni odnos	
128-6	10439-10448	ponašanju	N	NOUN	_	_	ponašanje	_	_	_	ENG30-01221254-n	4	ENG30-01220984-n;ENG30-01221254-n;ENG30-04897762-n;ENG30-14008342-n	*	simple_wsd - ENG30-01221254-n:0.5414::Skup odgovora ili reakcija ili pokreta koje pravi organizam u bilo kakvoj situaciji (psihologija). - ENG30-14008342-n:0.5368::Akcija ili reakcija nečega pod određenim okolnostima. - ENG30-01220984-n:0.4885::Način na koji se neko ponaša ili drži.	
128-7	10448-10449	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
128-8	10450-10453	kao	CONJ	SCONJ	_	_	kao	1[212]	kao što[212]	ConjID[212]	LLM-0091[2088]	1[2088]	LLM-0091[2088]	*[466]	simple_wsd - LLM-0091:0.4815::Veznik koji uvodi poređenje ili primer; na način kao.[2088]	
128-9	10454-10457	što	CONJ	SCONJ	_	_	što	1[212]	kao što[212]	ConjID[212]	LLM-0091[2088]	1[2088]	LLM-0091[2088]	*[466]	simple_wsd - LLM-0091:0.4815::Veznik koji uvodi poređenje ili primer; na način kao.[2088]	
128-10	10458-10460	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
128-11	10461-10470	seksualni	A	ADJ	_	_	seksualan	_	_	_	ENG30-02132735-a	1	ENG30-02132735-a	*	simple_wsd - ENG30-02132735-a:0.5679::uključen u seksualni odnos	
128-12	10471-10483	promiskuitet	N	NOUN	_	_	promiskuitet	_	_	_	ENG30-00856342-n	1	ENG30-00856342-n	*	simple_wsd - ENG30-00856342-n:0.7237::prepuštanje promiskuitetnim (svakodnevnim i neselektivnim) seksualnim odnosima	
128-13	10483-10484	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
128-14	10485-10497	prostitucija	N	NOUN	_	_	prostitucija	_	_	_	ENG30-00748155-n	1	ENG30-00748155-n	*	simple_wsd - ENG30-00748155-n:0.6935::nuđenje seksualnih odnosa za pare	
128-15	10498-10499	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
128-16	10500-10508	smanjena	A	ADJ	_	_	smanjen	_	_	_	ENG30-01274945-a	3	ENG30-00881735-a;ENG30-00882166-a;ENG30-01274945-a	*	simple_wsd - ENG30-01274945-a:0.6086::koji je oštećen smanjenjem - ENG30-00881735-a:0.5840::smanjen u veličini ili količini ili stupnju - ENG30-00882166-a:0.5531::koji je smanjene snage	
128-17	10509-10517	upotreba	N	NOUN	_	_	upotreba	_	_	_	ENG30-00061598-n	3	ENG30-00061598-n;ENG30-00947128-n;ENG30-05149978-n	*	simple_wsd - ENG30-00061598-n:0.6051::čin dovođenja do kraja ili ostvarenja - ENG30-00947128-n:0.5576::Čin korišćenja. - ENG30-05149978-n:0.3505::određena usluga	
128-18	10518-10527	zaštitnih	A	ADJ	_	_	zaštitni	_	_	_	ENG30-01887076-a	2	ENG30-01826198-a;ENG30-01887076-a	*	simple_wsd - ENG30-01887076-a:0.5487::namenjen ili prilagođen da pruži neku vrstu zaštite - ENG30-01826198-a:0.4851::koji služi kao ili pogodan za odbranu ili zaštitu	
128-19	10528-10537	sredstava	N	NOUN	_	_	sredstvo	_	_	_	ENG30-00177448-n	7	CV0108;ENG30-00172710-n;ENG30-00177448-n;ENG30-02729965-n;ENG30-03733547-n;ENG30-14778436-n;ENG30-14899152-n	*	simple_wsd - ENG30-00177448-n:0.6710::sredstvo za postizanje nekog cilja, koje ne mora nužno da bude principijelno ili etički ispravno - ENG30-02729965-n:0.6313::uređaj koji je veoma koristan za određeni posao - ENG30-03733547-n:0.5607::Instrumenat koji se koristi da bi se postigao neki cilj.	
128-20	10537-10538	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Porodična istorija je faktor rizika za astmu, a u tome učestvuje mnogo različitih gena.
129-1	10538-10547	Porodična	A	ADJ	_	_	porodičan	1[213]	porodična istorija[213]	NID[213]	CVMWE-0315[2089]	1[2089]	CVMWE-0315[2089]	*[467]	simple_wsd - CVMWE-0315:0.5271::u medicini, podaci o bolestima i poremećajima direktnih krvnih srodnika pacijenta[2089]	
129-2	10548-10556	istorija	N	NOUN	_	_	istorija	1[213]	porodična istorija[213]	NID[213]	CVMWE-0315[2089]	1[2089]	CVMWE-0315[2089]	*[467]	simple_wsd - CVMWE-0315:0.5271::u medicini, podaci o bolestima i poremećajima direktnih krvnih srodnika pacijenta[2089]	
129-3	10557-10559	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
129-4	10560-10566	faktor	N	NOUN	_	_	faktor	2[214]	faktor rizika[214]	NID[214]	CVMWE-0089[2090]	1[2090]	CVMWE-0089[2090]	*[468]	simple_wsd - CVMWE-0089:0.5361::nešto što povećava šansu za razvoj bolesti[2090]	
129-5	10567-10573	rizika	N	NOUN	_	_	rizik	2[214]	faktor rizika[214]	NID[214]	CVMWE-0089[2090]	1[2090]	CVMWE-0089[2090]	*[468]	simple_wsd - CVMWE-0089:0.5361::nešto što povećava šansu za razvoj bolesti[2090]	
129-6	10574-10576	za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
129-7	10577-10582	astmu	N	NOUN	_	_	astma	_	_	_	ENG30-14145911-n	1	ENG30-14145911-n	*	simple_wsd - ENG30-14145911-n:0.3631::respiratorni poremećaj karakterisan zviždanjem; obično alergijskog porekla	
129-8	10582-10583	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
129-9	10584-10585	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	_	
129-10	10586-10587	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
129-11	10588-10592	tome	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	
129-12	10593-10602	učestvuje	V	VERB	_	_	učestvovati	_	_	_	ENG30-02450256-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	*	simple_wsd - ENG30-02450256-v:0.6790::uzeti, uzimati učešća u nekoj zajedničkoj akciji, sudelovati - ENG30-02375131-v:0.5210::Izvršiti aktivnost ili uzeti učešće; biti uključen. - ENG30-01082606-v:0.4442::postati učesnik; biti uključen u šta	
129-13	10603-10608	mnogo	ADV	ADV	_	_	mnogo	_	_	_	ENG30-00145713-b	4	ENG30-00032803-b;ENG30-00059086-b;ENG30-00059413-b;ENG30-00145713-b	*	simple_wsd - ENG30-00145713-b:0.4961::koliko je potrebno - ENG30-00059413-b:0.4817::često ili u velikim količinama - ENG30-00059086-b:0.4585::u velikoj meri ili stepenu	
129-14	10609-10619	različitih	A	ADJ	_	_	različit	_	_	_	ENG30-02070342-a	8	CV0106;ENG30-00494409-a;ENG30-02064745-a;ENG30-02065665-a;ENG30-02067719-a;ENG30-02070342-a;ENG30-02110778-a;ENG30-02507772-a	*	simple_wsd - ENG30-02070342-a:0.6417::različit ili odvojen - CV0106:0.6189::kad je u pitanju više neodređenih pojmova - ENG30-02067719-a:0.6183::mnogobrojno i različito	
129-15	10620-10624	gena	N	NOUN	_	_	gen	_	_	_	ENG30-05436752-n	1	ENG30-05436752-n	*	simple_wsd - ENG30-05436752-n:0.4975::(genetika) segment DNK koji je uključen u proizvodnju polipeptidnog lanca; može uključivati regione koji prethode i sle…	
129-16	10624-10625	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Poznato je, međutim, da mu roditelji nisu bili naklonjeni i da su mu pružali veoma malo ljubavi.
130-1	10625-10632	Poznato	A	ADJ	_	_	poznat	_	_	_	CV0214	5	CV0074;CV0214;ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	*	simple_wsd - CV0214:0.5841::o kojem svi ili mnogi znaju, čuven, slavan - CV0074:0.5552::o kom se od ranije zna - ENG30-00970249-a:0.5343::u okviru normalnog svakodnevnog iskustva; obično nije čudan	
130-2	10633-10635	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
130-3	10635-10636	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
130-4	10637-10644	međutim	PAR	PART	_	_	međutim	_	_	_	_	_	_	_	_	
130-5	10644-10645	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
130-6	10646-10648	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
130-7	10649-10651	mu	PRO	PRON	_	_	on	_	_	_	_	_	_	_	_	
130-8	10652-10661	roditelji	N	NOUN	_	_	roditelj	_	_	_	ENG30-00006150-n	1	ENG30-00006150-n	*	simple_wsd - ENG30-00006150-n:0.6440::Otac ili majka; neko ko začne ili rodi ili hrani i podiže dete; rođak koji igra ulogu staratelja.	
130-9	10662-10666	nisu	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
130-10	10667-10671	bili	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
130-11	10672-10682	naklonjeni	A	ADJ	_	_	naklonjen	_	_	_	ENG30-01723091-a	1	ENG30-01723091-a	*	simple_wsd - ENG30-01723091-a:0.5457::pridavanje prednosti jednoj osobi ili strani preko druge	
130-12	10683-10684	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
130-13	10685-10687	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
130-14	10688-10690	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
130-15	10691-10693	mu	PRO	PRON	_	_	on	_	_	_	_	_	_	_	_	
130-16	10694-10701	pružali	V	VERB	_	_	pružati	1	pružati ljubav	LVC.full	CVMWE-0363[2091]	1[2091]	CVMWE-0363[2091]	*[469]	simple_wsd - CVMWE-0363:0.5924::voleti nekoga, činiti nešto ua nekoga iz ljubavi[2091]	
130-17	10702-10707	veoma	ADV	ADV	_	_	veoma	_	_	_	ENG30-00018289-b	4	ENG30-00018289-b;ENG30-00032803-b;ENG30-00059086-b;ENG30-00089408-b	*[469]|*[470]	simple_wsd - ENG30-00018289-b:0.5631::reč koja se koristi kao pojačivač značenja - ENG30-00089408-b:0.5194::u velikoj meri ili obimu; povoljno ili s mnogo poštovanja - ENG30-00059086-b:0.4783::u velikoj meri ili stepenu	
130-18	10708-10712	malo	ADV	ADV	_	_	malo	_	_	_	ENG30-00036291-b	1	ENG30-00036291-b	*[469]|*[471]	simple_wsd - ENG30-00036291-b:0.4219::u maloj meri ili stepenu	
130-19	10713-10720	ljubavi	N	NOUN	_	_	ljubav	1	*	LVC.full	CVMWE-0363[2091]	1[2091]	CVMWE-0363[2091]	*[469]	simple_wsd - CVMWE-0363:0.5924::voleti nekoga, činiti nešto ua nekoga iz ljubavi[2091]	
130-20	10720-10721	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Klod je od oca nasledio titulu grofa od Stratmora i Kinghorna 1904. godine, nakon čega je Sesilija postala grofica od Stratmora i Kinghorna.
131-1	10721-10725	Klod	N	PROPN	http://www.wikidata.org/entity/Q335159	PERS	Klod	_	_	_	_	_	_	_	_	
131-2	10726-10728	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
131-3	10729-10731	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
131-4	10732-10735	oca	N	NOUN	_	_	otac	_	_	_	ENG30-10080869-n	2	ENG30-10080869-n;ENG30-10107303-n	*	simple_wsd - ENG30-10080869-n:0.4357::Muški roditelj, koristi se i za obraćanje sopstevnom roditelju. - ENG30-10107303-n:0.4305::osoba koja osniva ili uspostavlja neku instituciju	
131-5	10736-10744	nasledio	V	VERB	_	_	naslediti	_	_	_	ENG30-02315525-v	3	ENG30-02315525-v;ENG30-02406585-v;ENG30-02625339-v	*	simple_wsd - ENG30-02315525-v:0.4716::dobiti od nekoga nakon njegove smrti - ENG30-02406585-v:0.3288::čiji naslednik biti - ENG30-02625339-v:0.2378::biti proizvod ili rezultat	
131-6	10745-10751	titulu	N	NOUN	_	_	titula	_	_	_	ENG30-06339416-n	2	ENG30-06339416-n;ENG30-13948912-n	*	simple_wsd - ENG30-06339416-n:0.3692::Obraćanje koje označava status ili funkciju, npr. Gospođa ili General. - ENG30-13948912-n:0.2438::status šampiona	
131-7	10752-10757	grofa	N	NOUN	http://www.wikidata.org/entity/Q838486[37]	ROLE[37]	grof	_	_	_	ENG30-10271677-n	1	ENG30-10271677-n	*	simple_wsd - ENG30-10271677-n:0.3949::titulirani pripadnik plemstva	
131-8	10758-10760	od	PREP	ADP	http://www.wikidata.org/entity/Q838486[37]	ROLE[37]	od	_	_	_	_	_	_	_	_	
131-9	10761-10770	Stratmora	N	PROPN	http://www.wikidata.org/entity/Q838486[37]	ROLE[37]	Stratmor	_	_	_	_	_	_	_	_	
