#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
22-12	1991-1998	lančane	A	ADJ	_	_	lančan	1[217]	lančana reakcija[217]	NID[217]	LLM-0104[2013]	1[2013]	LLM-0104[2013]	*[457]	lesk_wsd(score_lesk_overlap) - LLM-0104:0::Niz događaja gde svaki prethodni događaj pokreće sledeći.[2013]	
22-13	1999-2007	reakcije	N	NOUN	_	_	reakcija	1[217]	lančana reakcija[217]	NID[217]	LLM-0104[2013]	1[2013]	LLM-0104[2013]	*[457]	lesk_wsd(score_lesk_overlap) - LLM-0104:0::Niz događaja gde svaki prethodni događaj pokreće sledeći.[2013]	
22-14	2007-2008	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Bio je siguran da je Zemlja okrugla.
23-1	2008-2011	Bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
23-2	2012-2014	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
23-3	2015-2022	siguran	A	ADJ	_	_	siguran	_	_	_	ENG30-00309740-a	12	ENG30-00066933-a;ENG30-00309740-a;ENG30-00335421-a;ENG30-00336831-a;ENG30-00338817-a;ENG30-00340239-a;ENG30-00724397-a;ENG30-01918660-a;ENG30-01983162-a;ENG30-02057829-a;ENG30-02061307-a;ENG30-02273643-a	*	lesk_wsd(score_lesk_overlap) - ENG30-00309740-a:1::vežba ili brine dovoljno dobro da pridonosi samopouzdanju - ENG30-00335421-a:1::utvrđeno tako da rezultat nije više sumnjiv ni upitan; definitivno poznat - ENG30-00724397-a:1::koji je sposoban i ne zavisi	
23-4	2023-2025	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	
23-5	2026-2028	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
23-6	2029-2035	Zemlja	N	PROPN	http://www.wikidata.org/entity/Q2	LOC	Zemlja	_	_	_	_	_	_	_	_	
23-7	2036-2043	okrugla	A	ADJ	_	_	okrugao	_	_	_	DRJ0-209128/1а.	4	DRJ0-209128/1а.;DRJ0-209128/1б.;DRJ0-209128/2;DRJ0-209128/3	*	lesk_wsd(score_lesk_overlap) - DRJ0-209128/1а.:1::koji ima oblik kruga, odn. lopte ili valjka, koji je tim oblicima sličan, loptast; - DRJ0-209128/1б.:0::debeo, punačak: - DRJ0-209128/2:0::koji nije oštrih, zaobljenih linija, obao:	
23-8	2043-2044	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Kju je bio novinar dugi niz godina.
24-1	2044-2047	Kju	N	PROPN	http://www.wikidata.org/entity/Q29378282	PERS	Kju	_	_	_	_	_	_	_	_	
24-2	2048-2050	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
24-3	2051-2054	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
24-4	2055-2062	novinar	N	NOUN	http://www.wikidata.org/entity/Q1930187	ROLE	novinar	_	_	_	ENG30-10224578-n	1	ENG30-10224578-n	*	lesk_wsd(score_lesk_overlap) - ENG30-10224578-n:0::pisac za novine i časopise	
24-5	2063-2067	dugi	A	ADJ	_	_	dug	1[218]	dugi niz godina[218]	AdvID[218]	LLM-0043[2014]	1[2014]	LLM-0043[2014]	*[458]	lesk_wsd(score_lesk_overlap) - LLM-0043:1::Tokom mnogo godina; dugotrajno.[2014]	
24-6	2068-2071	niz	N	NOUN	_	_	niz	1[218]	dugi niz godina[218]	AdvID[218]	LLM-0043[2014]	1[2014]	LLM-0043[2014]	*[458]	lesk_wsd(score_lesk_overlap) - LLM-0043:1::Tokom mnogo godina; dugotrajno.[2014]	
24-7	2072-2078	godina	N	NOUN	_	_	godina	1[218]	dugi niz godina[218]	AdvID[218]	LLM-0043[2014]	1[2014]	LLM-0043[2014]	*[458]	lesk_wsd(score_lesk_overlap) - LLM-0043:1::Tokom mnogo godina; dugotrajno.[2014]	
24-8	2078-2079	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Moto Reda je: Za boga i carstvo.
25-1	2079-2083	Moto	N	NOUN	_	_	moto	_	_	_	ENG30-06291603-n	1	ENG30-06291603-n	*	lesk_wsd(score_lesk_overlap) - ENG30-06291603-n:0::omiljena izreka kakve sekte ili političke grupe	
25-2	2084-2088	Reda	N	NOUN	_	_	red	_	_	_	ENG30-08459908-n	13	ENG30-00457382-n;ENG30-03120029-n;ENG30-05091316-n;ENG30-05862721-n;ENG30-07012534-n;ENG30-07997703-n;ENG30-08106934-n;ENG30-08147794-n;ENG30-08430203-n;ENG30-08431437-n;ENG30-08459908-n;ENG30-13968547-n;ENG30-14496710-n	*	lesk_wsd(score_lesk_overlap) - ENG30-08459908-n:1::Grupa ljudi li stvari uređenih tako da slede jedno za drugim. - ENG30-00457382-n:0::Čin izvođenja nečega po dogovorenom redu. - ENG30-03120029-n:0::U građevinarsvu, sloj građevinskog materijala.	
25-3	2089-2091	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
25-4	2091-2092	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	_	
25-5	2093-2095	Za	PREP	ADP	_	_	za	_	_	_	_	_	_	_	_	
25-6	2096-2100	boga	N	NOUN	_	_	bog	_	_	_	ENG30-09536058-n	1	ENG30-09536058-n	*	lesk_wsd(score_lesk_overlap) - ENG30-09536058-n:1::Natprirodno biće koje se zamišlja kao svemogući stvaralac i vladalac sveta; objekat obožavanja u monoteističkim religij…	
25-7	2101-2102	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
25-8	2103-2110	carstvo	N	NOUN	_	_	carstvo	_	_	_	ENG30-07940448-n	4	ENG30-07940448-n;ENG30-07940552-n;ENG30-08052413-n;ENG30-08557482-n	*	lesk_wsd(score_lesk_overlap) - ENG30-07940448-n:0::Osnovna grupa prirodnih predmeta. - ENG30-07940552-n:0::Jedna od sedam bioloških kategorija: Monera ili Protoctista ili Plantae ili Fungi ili Animalia. - ENG30-08052413-n:0::grupa zemalja pod jedinstvenom vlašću	
25-9	2110-2111	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=„Bože, sačuvaj naša Solomonova Ostrva“ jeste nacionalna himna Solomonovih Ostrva.
26-1	2111-2112	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
26-2	2112-2116	Bože	N	NOUN	http://www.wikidata.org/entity/Q857953[13]	WORK[13]	bog	_	_	_	ENG30-09536058-n	1	ENG30-09536058-n	*	lesk_wsd(score_lesk_overlap) - ENG30-09536058-n:0::Natprirodno biće koje se zamišlja kao svemogući stvaralac i vladalac sveta; objekat obožavanja u monoteističkim religij…	
26-3	2116-2117	,	PUNCT	PUNCT	http://www.wikidata.org/entity/Q857953[13]	WORK[13]	,	_	_	_	_	_	_	_	_	
26-4	2118-2125	sačuvaj	V	VERB	http://www.wikidata.org/entity/Q857953[13]	WORK[13]	sačuvati	_	_	_	ENG30-02225492-v	8	ENG30-02225492-v;ENG30-02269143-v;ENG30-02280132-v;ENG30-02283324-v;ENG30-02283716-v;ENG30-02551832-v;ENG30-02636516-v;ENG30-02733122-v	*	lesk_wsd(score_lesk_overlap) - ENG30-02225492-v:0::Sačuvati ili rezervisati za ličnu ili specijalnu upotrebu. - ENG30-02269143-v:0::šta oprezno i skromno upotrebljavati - ENG30-02280132-v:0::čuvati na sigurnom i zaštititi od štete, propadanja, gubitka ili uništenja	
26-5	2126-2130	naša	PRO	DET	http://www.wikidata.org/entity/Q857953[13]	WORK[13]	naš	_	_	_	_	_	_	_	_	
26-6	2131-2141	Solomonova	A	ADJ	http://www.wikidata.org/entity/Q857953[13]	WORK[13]	Solomonov	_	_	_	CVDf-385/0	1	CVDf-385/0	*	lesk_wsd(score_lesk_overlap) - CVDf-385/0:0::prisvojni pridev od Solomon	
26-7	2142-2148	Ostrva	N	NOUN	http://www.wikidata.org/entity/Q857953[13]	WORK[13]	ostrvo	_	_	_	ENG30-03587318-n	3	ENG30-03587318-n;ENG30-09316454-n;ENG30-09319456-n	*	lesk_wsd(score_lesk_overlap) - ENG30-03587318-n:0::zona ili područje koje liči na ostrvo - ENG30-09316454-n:0::Masa zemlje (manja nego kontinent) koja je okružena vodom. - ENG30-09319456-n:0::malo ostrvo	
26-8	2148-2149	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
26-9	2150-2155	jeste	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
26-10	2156-2166	nacionalna	A	ADJ	_	_	nacionalan	1[219]	nacionalna himna[219]	NID[219]	CVMWE-0216[2015]	1[2015]	CVMWE-0216[2015]	*[459]	lesk_wsd(score_lesk_overlap) - CVMWE-0216:0::svečana patriotska pesma koju je država zvanično usvojila kao izraz nacionalnog identiteta[2015]	
26-11	2167-2172	himna	N	NOUN	_	_	himna	1[219]	nacionalna himna[219]	NID[219]	CVMWE-0216[2015]	1[2015]	CVMWE-0216[2015]	*[459]	lesk_wsd(score_lesk_overlap) - CVMWE-0216:0::svečana patriotska pesma koju je država zvanično usvojila kao izraz nacionalnog identiteta[2015]	
26-12	2173-2184	Solomonovih	A	ADJ	http://www.wikidata.org/entity/Q685[14]	LOC[14]	Solomonov	_	_	_	CVDf-385/0	1	CVDf-385/0	*	lesk_wsd(score_lesk_overlap) - CVDf-385/0:0::prisvojni pridev od Solomon	
26-13	2185-2191	Ostrva	N	NOUN	http://www.wikidata.org/entity/Q685[14]	LOC[14]	ostrvo	_	_	_	ENG30-03587318-n	3	ENG30-03587318-n;ENG30-09316454-n;ENG30-09319456-n	*	lesk_wsd(score_lesk_overlap) - ENG30-03587318-n:0::zona ili područje koje liči na ostrvo - ENG30-09316454-n:0::Masa zemlje (manja nego kontinent) koja je okružena vodom. - ENG30-09319456-n:0::malo ostrvo	
26-14	2191-2192	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Najrasprostranjeniji čadski jezik je hausa, zajednički jezik većeg dela unutrašnjosti na istoku Zapadne Afrike.
27-1	2192-2212	Najrasprostranjeniji	A	ADJ	_	_	rasprostranjen	_	_	_	ENG30-01102876-a	1	ENG30-01102876-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01102876-a:0::široko rasprostranjena ili raširena	
27-2	2213-2219	čadski	A	ADJ	*	DEMO	čadski	_	_	_	ENG30-03054743-a	1	ENG30-03054743-a	*	lesk_wsd(score_lesk_overlap) - ENG30-03054743-a:0::koji se tiče Čada, njegovih ljudi i kulture	
27-3	2220-2225	jezik	N	NOUN	_	_	jezik	_	_	_	ENG30-05301072-n	5	ENG30-04378123-n;ENG30-05301072-n;ENG30-06282651-n;ENG30-06304059-n;ENG30-07652995-n	*	lesk_wsd(score_lesk_overlap) - ENG30-05301072-n:1::Pokretna masa mišićnog tkiva pokrvena sluzavom opnom koja je smeštena u usnoj šupljini. - ENG30-07652995-n:1::jezik životinja koji se koristi u ishrani - ENG30-04378123-n:0::kratka traka materijala pričvršćena za nešto ili izbočena iz nečega radi olakšavanja otvaranja, identifikacije ili ruko…	
27-4	2226-2228	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
27-5	2229-2234	hausa	N	PROPN	_	_	hausa	_	_	_	_	_	_	_	_	
27-6	2234-2235	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	
27-7	2236-2246	zajednički	A	ADJ	_	_	zajednički	_	_	_	ENG30-02635499-a	4	ENG30-00492677-a;ENG30-00493012-a;ENG30-02152216-a;ENG30-02635499-a	*	lesk_wsd(score_lesk_overlap) - ENG30-02635499-a:1::koji se odnosi na ili se tiče ili se koristi kao zajednička imenica - ENG30-00492677-a:0::koji zajednici pripada ili u kome zajednica učestvuje; javni - ENG30-00493012-a:0::za grupu, a ne za pojedince	
27-8	2247-2252	jezik	N	NOUN	_	_	jezik	_	_	_	ENG30-05301072-n	5	ENG30-04378123-n;ENG30-05301072-n;ENG30-06282651-n;ENG30-06304059-n;ENG30-07652995-n	*	lesk_wsd(score_lesk_overlap) - ENG30-05301072-n:1::Pokretna masa mišićnog tkiva pokrvena sluzavom opnom koja je smeštena u usnoj šupljini. - ENG30-07652995-n:1::jezik životinja koji se koristi u ishrani - ENG30-04378123-n:0::kratka traka materijala pričvršćena za nešto ili izbočena iz nečega radi olakšavanja otvaranja, identifikacije ili ruko…	
27-9	2253-2258	većeg	A	ADJ	_	_	velik	_	_	_	ENG30-01467919-a	8	ENG30-00579622-a;ENG30-01114658-a;ENG30-01190683-a;ENG30-01278080-a;ENG30-01375909-a;ENG30-01467919-a;ENG30-01488616-a;ENG30-01510444-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01467919-a:1::koji je velikog slova - ENG30-00579622-a:0::upadljiv po položaju ili značaju - ENG30-01114658-a:0::Velikodušan, razuman i tolerantan.	
27-10	2259-2263	dela	N	NOUN	_	_	deo	_	_	_	ENG30-03892891-n	7	ENG30-01085098-n;ENG30-03892891-n;ENG30-05867413-n;ENG30-05868954-n;ENG30-08548733-n;ENG30-09385911-n;ENG30-13289159-n	*	lesk_wsd(score_lesk_overlap) - ENG30-03892891-n:1::Nešto što je manje od celine ljudske tvorevine. - ENG30-05867413-n:1::Jedan od delova u koje je nešto podeljeno i koji zajedno čine celinu. - ENG30-08548733-n:1::teritorijalna i administrativna podela nekih zemalja (kao što je Francuska)	
27-11	2264-2277	unutrašnjosti	N	NOUN	_	_	unutrašnjost	_	_	_	ENG30-08588294-n	1	ENG30-08588294-n	*	lesk_wsd(score_lesk_overlap) - ENG30-08588294-n:1::Prostor koji je unutar nečega.	
27-12	2278-2280	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
27-13	2281-2287	istoku	N	NOUN	_	_	istok	_	_	_	ENG30-13832355-n	1	ENG30-13832355-n	*	lesk_wsd(score_lesk_overlap) - ENG30-13832355-n:1::Glavna strana sveta 90 stepeni od severa ako se ide u smeru kazaljke na satu.	
27-14	2288-2295	Zapadne	A	ADJ	_	_	zapadni	_	_	_	ENG30-00824631-a	2	ENG30-00824321-a;ENG30-00824631-a	*	lesk_wsd(score_lesk_overlap) - ENG30-00824631-a:2::leži prema ili je smešten na zapadu - ENG30-00824321-a:0::smešten ili okrenut prema zapadu ili se kreće prema zapadu	
27-15	2296-2302	Afrike	N	PROPN	http://www.wikidata.org/entity/Q15	LOC	Afrika	_	_	_	_	_	_	_	_	
27-16	2302-2303	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Jerusalimsko kraljevstvo je bilo hrišćansko kraljevstvo osnovano na Levantu 1099. posle Prvog krstaškog rata.
28-1	2303-2315	Jerusalimsko	A	ADJ	http://www.wikidata.org/entity/Q1218[15]	LOC[15]	jerusalimski	_	_	_	DRJ0-193391/0	1	DRJ0-193391/0	*	lesk_wsd(score_lesk_overlap) - DRJ0-193391/0:1::koji se odnosi na Jerusalim.	
28-2	2316-2327	kraljevstvo	N	NOUN	http://www.wikidata.org/entity/Q1218[15]	LOC[15]	kraljevstvo	_	_	_	ENG30-08591269-n	2	ENG30-08558155-n;ENG30-08591269-n	*	lesk_wsd(score_lesk_overlap) - ENG30-08591269-n:1::država na čijem čelu se nalazi kralj - ENG30-08558155-n:0::Zemlja kojom vlada kralj ili kraljica.	
28-3	2328-2330	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
28-4	2331-2335	bilo	V	AUX	_	_	biti	_	_	_	_	_	_	_	_	
28-5	2336-2346	hrišćansko	A	ADJ	_	_	hrišćanski	_	_	_	ENG30-02952275-a	1	ENG30-02952275-a	*	lesk_wsd(score_lesk_overlap) - ENG30-02952275-a:1::koji se odnosi ili je karakterističan za hrišćanstvo	
28-6	2347-2358	kraljevstvo	N	NOUN	_	_	kraljevstvo	_	_	_	ENG30-08591269-n	2	ENG30-08558155-n;ENG30-08591269-n	*	lesk_wsd(score_lesk_overlap) - ENG30-08591269-n:1::država na čijem čelu se nalazi kralj - ENG30-08558155-n:0::Zemlja kojom vlada kralj ili kraljica.	
28-7	2359-2367	osnovano	V	VERB	_	_	osnovati	_	_	_	ENG30-00636888-v	4	ENG30-00636888-v;ENG30-01647672-v;ENG30-02427103-v;ENG30-02448185-v	*	lesk_wsd(score_lesk_overlap) - ENG30-00636888-v:1::koristiti kao osnovu; zasnovati na - ENG30-01647672-v:0::dovesti do; izazvati; pružiti; uručivati - ENG30-02427103-v:0::uspostaviti ili osnovati	
28-8	2368-2370	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
28-9	2371-2378	Levantu	N	PROPN	http://www.wikidata.org/entity/Q81483	LOC	Levant	_	_	_	_	_	_	_	_	
28-10	2379-2384	1099.	A	ADJ	_	_	1099.	_	_	_	_	_	_	_	_	
28-11	2385-2390	posle	PREP	ADP	_	_	posle	_	_	_	_	_	_	_	_	
28-12	2391-2396	Prvog	A	ADJ	http://www.wikidata.org/entity/Q51649[16]	EVENT[16]	prvi	_	_	_	ENG30-01467919-a	6	ENG30-00228294-a;ENG30-01009206-a;ENG30-01009343-a;ENG30-01010862-a;ENG30-01012855-a;ENG30-01467919-a	*	lesk_wsd(score_lesk_overlap) - ENG30-01467919-a:1::koji je velikog slova - ENG30-00228294-a:0::rangiran iznad svih ostalih - ENG30-01009206-a:0::služi za početak	
28-13	2397-2406	krstaškog	A	ADJ	http://www.wikidata.org/entity/Q51649[16]	EVENT[16]	krstaški	1[220]	krstaški rat[220]	NID[220]	LLM-0101[2016]	1[2016]	LLM-0101[2016]	*[460]	lesk_wsd(score_lesk_overlap) - LLM-0101:0::Serija verski motivisanih vojnih pohoda u srednjem veku.[2016]	
28-14	2407-2411	rata	N	NOUN	http://www.wikidata.org/entity/Q51649[16]	EVENT[16]	rat	1[220]	krstaški rat[220]	NID[220]	LLM-0101[2016]	1[2016]	LLM-0101[2016]	*[460]	lesk_wsd(score_lesk_overlap) - LLM-0101:0::Serija verski motivisanih vojnih pohoda u srednjem veku.[2016]	
28-15	2411-2412	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Poljoprivreda u Egiptu zavisila je od ciklusa reke Nil.
29-1	2412-2425	Poljoprivreda	N	NOUN	_	_	poljoprivreda	_	_	_	ENG30-00916464-n	3	ENG30-00916464-n;ENG30-01104406-n;ENG30-08075287-n	*	lesk_wsd(score_lesk_overlap) - ENG30-00916464-n:0::Praksa obrade zemlje ili gajenja stoke. - ENG30-01104406-n:0::veliko poljoprivredno preduzeće - ENG30-08075287-n:0::klasa ljudi koji se bave proizvodnjom hrane	
29-2	2426-2427	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
29-3	2428-2434	Egiptu	N	PROPN	http://www.wikidata.org/entity/Q11768	LOC	Egipat	_	_	_	_	_	_	_	_	
29-4	2435-2443	zavisila	V	VERB	_	_	zavisiti	_	_	_	ENG30-00712708-v	3	ENG30-00712708-v;ENG30-02663848-v;ENG30-02664234-v	*	lesk_wsd(score_lesk_overlap) - ENG30-00712708-v:1::imati vere ili poverenja u - ENG30-02664234-v:1::eliptična upotreba "zavisiti od" - ENG30-02663848-v:0::Biti uslovljen nečim.	
29-5	2444-2446	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
29-6	2447-2449	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	_	
29-7	2450-2457	ciklusa	N	NOUN	_	_	ciklus	_	_	_	ENG30-15287830-n	4	ENG30-07341038-n;ENG30-07342495-n;ENG30-08377332-n;ENG30-15287830-n	*	lesk_wsd(score_lesk_overlap) - ENG30-15287830-n:1::interval u toku koga se ponavlja sekvencija događaja - ENG30-07341038-n:0::jedno potpuno izvođenje periodično ponavljanog fenomena - ENG30-07342495-n:0::periodično ponovljeni niz događaja	
29-8	2458-2462	reke	N	NOUN	_	_	reka	_	_	_	ENG30-09411430-n	1	ENG30-09411430-n	*	lesk_wsd(score_lesk_overlap) - ENG30-09411430-n:1::Veliki prirodni tok vode, veći od potoka.	
29-9	2463-2466	Nil	N	PROPN	http://www.wikidata.org/entity/Q3392	LOC	Nil	_	_	_	_	_	_	_	_	
29-10	2466-2467	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Godine 1942. objavio je svoju autobiografiju „Tajni život Salvadora Dalija“.
30-1	2467-2473	Godine	N	NOUN	_	_	godina	_	_	_	ENG30-15201505-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	*	lesk_wsd(score_lesk_overlap) - ENG30-15201505-n:1::Vremenski period koji je potreban planeti (npr, Zemlji ili Marsu) da napravi potpunu revoluciju oko Sunca. - ENG30-15204297-n:1::Vremenski period koji zauzima stalni deo kalendarske godine i koristi se za neku određenu aktivnost. - ENG30-08238660-n:0::Zajednica studenata ili đaka koji zajedno diplomiraju.	
30-2	2474-2479	1942.	A	ADJ	_	_	1942.	_	_	_	_	_	_	_	_	
30-3	2480-2487	objavio	V	VERB	_	_	objaviti	_	_	_	ENG30-00841986-v	13	ENG30-00841986-v;ENG30-00930806-v;ENG30-00932161-v;ENG30-00965871-v;ENG30-00967625-v;ENG30-00974367-v;ENG30-00977336-v;ENG30-01017001-v;ENG30-01065115-v;ENG30-01591621-v;ENG30-01717851-v;ENG30-01744611-v;ENG30-01745722-v	*	lesk_wsd(score_lesk_overlap) - ENG30-00841986-v:0::odati podatke o nekome - ENG30-00930806-v:0::implicirati kao mogućnost - ENG30-00932161-v:0::biti znak ili indikacija čega	
30-4	2488-2490	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
30-5	2491-2496	svoju	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	_	
30-6	2497-2511	autobiografiju	N	NOUN	_	_	autobiografija	_	_	_	ENG30-06516087-n	1	ENG30-06516087-n	*	lesk_wsd(score_lesk_overlap) - ENG30-06516087-n:0::biografija o sebi	
30-7	2512-2513	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
30-8	2513-2518	Tajni	A	ADJ	http://www.wikidata.org/entity/Q7763042[17]	WORK[17]	tajni	_	_	_	ENG30-00898963-a	3	ENG30-00898963-a;ENG30-00952181-a;ENG30-02090069-a	*	lesk_wsd(score_lesk_overlap) - ENG30-00898963-a:0::koje može razumeti samo posvećeni uski krug ljudi - ENG30-00952181-a:0::koji nije izražen - ENG30-02090069-a:0::koji nije otvoren ni javan; koji se ne otkriva	
30-9	2519-2524	život	N	NOUN	http://www.wikidata.org/entity/Q7763042[17]	WORK[17]	život	_	_	_	ENG30-15140405-n	11	ENG30-00006269-n;ENG30-05810561-n;ENG30-09178727-n;ENG30-10260706-n;ENG30-11473291-n;ENG30-13954253-n;ENG30-13961399-n;ENG30-13963192-n;ENG30-15140405-n;ENG30-15140744-n;ENG30-15140892-n	*	lesk_wsd(score_lesk_overlap) - ENG30-15140405-n:1::Period u toku koga je nešto funkcionalno (kao između rođenja i smrti). - ENG30-00006269-n:0::Ukupnost živih stvari. - ENG30-05810561-n:0::Iskustvo življenja; tok ljudskih događaja i aktivnosti.	
30-10	2525-2534	Salvadora	N	PROPN	http://www.wikidata.org/entity/Q7763042[17]	WORK[17]	Salvador	_	_	_	_	_	_	_	_	
30-11	2535-2541	Dalija	N	PROPN	http://www.wikidata.org/entity/Q7763042[17]	WORK[17]	Dali	_	_	_	_	_	_	_	_	
30-12	2541-2542	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	_	
30-13	2542-2543	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=1024 je prirodni broj koji sledi 1023 i prethodi broju 1025.
31-1	2543-2547	1024	NUM	NUM	_	_	1024	_	_	_	_	_	_	_	_	
31-2	2548-2550	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
31-3	2551-2559	prirodni	A	ADJ	_	_	prirodan	1[221]	prirodni broj[221]	NID[221]	ENG30-13728367-n[2017]	1[2017]	ENG30-13728367-n[2017]	*[461]	lesk_wsd(score_lesk_overlap) - ENG30-13728367-n:3::Broj 1 i svaki drugi broj koji se dobija ponovljenim sabiranjem sa 1.[2017]	
31-4	2560-2564	broj	N	NOUN	_	_	broj	1[221]	prirodni broj[221]	NID[221]	ENG30-13728367-n[2017]	1[2017]	ENG30-13728367-n[2017]	*[461]	lesk_wsd(score_lesk_overlap) - ENG30-13728367-n:3::Broj 1 i svaki drugi broj koji se dobija ponovljenim sabiranjem sa 1.[2017]	
31-5	2565-2569	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
31-6	2570-2575	sledi	V	VERB	_	_	slediti	_	_	_	ENG30-02346895-v	7	ENG30-00351406-v;ENG30-01998432-v;ENG30-02346895-v;ENG30-02406585-v;ENG30-02542280-v;ENG30-02712772-v;ENG30-02720544-v	*	lesk_wsd(score_lesk_overlap) - ENG30-02346895-v:1::Izabrati i slediti; o teorijama, idejama, politici, strategijama ili planovima. - ENG30-00351406-v:0::pridržavati se čega - ENG30-01998432-v:0::Ići za nekim; pratiti nekoga.	
31-7	2576-2580	1023	NUM	NUM	_	_	1023	_	_	_	_	_	_	_	_	
31-8	2581-2582	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	
31-9	2583-2591	prethodi	V	VERB	_	_	prethoditi	_	_	_	ENG30-00342640-v	4	ENG30-00342640-v;ENG30-01999218-v;ENG30-02407766-v;ENG30-02692686-v	*	lesk_wsd(score_lesk_overlap) - ENG30-00342640-v:0::biti preteča ili se desiti ranije od - ENG30-01999218-v:0::biti ispred (drugih) u vremenu ili prostoru - ENG30-02407766-v:0::čiji prethodnik biti	
31-10	2592-2597	broju	N	NOUN	_	_	broj	_	_	_	ENG30-06326526-n	6	ENG30-05121418-n;ENG30-06326526-n;ENG30-06391766-n;ENG30-06596978-n;ENG30-06807198-n;ENG30-13591761-n	*	lesk_wsd(score_lesk_overlap) - ENG30-06326526-n:1::gramatička kategorija svih promenljivih reči kojom se izražava kontrast jednina/množina/dual u zavisnosti od broja enti… - ENG30-06807198-n:1::Simbol koji se koristi za predstavljanje brojeva. - ENG30-05121418-n:0::Svojstvo koje poseduje zbir, ukupnost ili nedefinisana količina jedinica ili pojedinaca.	
31-11	2598-2602	1025	NUM	NUM	_	_	1025	_	_	_	_	_	_	_	_	
31-12	2602-2603	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Ojler je savladao ruski i nastanio se u Sankt Peterburgu.
32-1	2603-2608	Ojler	N	PROPN	http://www.wikidata.org/entity/Q7604	PERS	Ojler	_	_	_	_	_	_	_	_	
32-2	2609-2611	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
32-3	2612-2620	savladao	V	VERB	_	_	savladati	_	_	_	ENG30-01108148-v	4	ENG30-00634906-v;ENG30-01108148-v;ENG30-01809321-v;ENG30-02594979-v	*	lesk_wsd(score_lesk_overlap) - ENG30-01108148-v:1::pobediti u borbi - ENG30-02594979-v:1::raditi na određenom mestu, u određenoj oblasti ili u određenoj specijalnosti - ENG30-00634906-v:0::naći rešenje za nešto (problem ili pitanje)	
